# SYNTHETIC. Fertiliser goods issues against the agronomy programme. SAP MM holds these; the EC export carries only a rupiah cost line, which cannot answer an agronomic question. NOTE the deliberate confounding: weak blocks are PRESCRIBED more, so a naive reading of 'more fertiliser, lower yield' is backwards.
division_code,block_code,window,material,target_kg,issued_kg,target_date,issue_date,application_lag_days,palms,kg_per_palm
2,74,2025-03,Urea,3100.4,1891.0,2025-03-15,2025-03-15,0,3947,0.479
2,74,2025-03,Kieserite,2325.3,1831.8,2025-03-15,2025-04-05,21,3947,0.464
2,74,2025-03,Borate,290.7,255.9,2025-03-15,2025-04-03,19,3947,0.065
2,382,2024-10,NPK 12-12-17-2,13015.2,9475.7,2024-10-15,2024-10-28,13,3895,2.433
2,382,2024-10,Urea,3203.7,2671.4,2024-10-15,2024-11-04,20,3895,0.686
2,382,2024-10,Kieserite,2402.8,2004.5,2024-10-15,2024-12-05,51,3895,0.515
2,382,2024-10,Borate,300.3,222.5,2024-10-15,2024-12-25,71,3895,0.057
2,382,2025-03,NPK 12-12-17-2,13015.2,12257.6,2025-03-15,2025-03-28,13,3895,3.147
2,382,2025-03,Urea,3203.7,3118.0,2025-03-15,2025-06-15,92,3895,0.801
2,382,2025-03,Kieserite,2402.8,2599.3,2025-03-15,2025-04-29,45,3895,0.667
2,382,2025-03,Borate,300.3,270.8,2025-03-15,2025-04-15,31,3895,0.07
3,75,2024-10,NPK 12-12-17-2,16718.8,18725.0,2024-10-15,2024-10-29,14,4982,3.759
3,75,2024-10,Urea,4115.4,3319.9,2024-10-15,2024-12-12,58,4982,0.666
3,75,2024-10,Kieserite,3086.5,3014.1,2024-10-15,2024-10-15,0,4982,0.605
3,75,2024-10,Borate,385.8,300.4,2024-10-15,2024-11-14,30,4982,0.06
3,75,2025-03,NPK 12-12-17-2,16718.8,15445.1,2025-03-15,2025-03-24,9,4982,3.1
3,75,2025-03,Urea,4115.4,3468.0,2025-03-15,2025-03-22,7,4982,0.696
3,75,2025-03,Kieserite,3086.5,3107.4,2025-03-15,2025-03-27,12,4982,0.624
3,75,2025-03,Borate,385.8,256.2,2025-03-15,2025-04-16,32,4982,0.051
3,76,2024-10,NPK 12-12-17-2,12373.3,13041.5,2024-10-15,2024-11-10,26,3976,3.28
3,76,2024-10,Urea,3045.7,2457.8,2024-10-15,2024-10-15,0,3976,0.618
3,76,2024-10,Kieserite,2284.3,1345.0,2024-10-15,2024-11-25,41,3976,0.338
3,76,2024-10,Borate,285.5,319.8,2024-10-15,2024-12-17,63,3976,0.08
3,76,2025-03,NPK 12-12-17-2,12373.3,10210.3,2025-03-15,2025-04-17,33,3976,2.568
3,76,2025-03,Urea,3045.7,3265.9,2025-03-15,2025-03-18,3,3976,0.821
3,76,2025-03,Kieserite,2284.3,1729.6,2025-03-15,2025-03-17,2,3976,0.435
3,76,2025-03,Borate,285.5,221.0,2025-03-15,2025-05-06,52,3976,0.056
3,77,2024-10,NPK 12-12-17-2,12291.6,9426.9,2024-10-15,2024-10-15,0,4004,2.354
3,77,2024-10,Urea,3025.6,2158.1,2024-10-15,2024-11-01,17,4004,0.539
3,77,2024-10,Kieserite,2269.2,1766.5,2024-10-15,2024-11-05,21,4004,0.441
3,77,2024-10,Borate,283.7,245.6,2024-10-15,2024-10-15,0,4004,0.061
3,77,2025-03,NPK 12-12-17-2,12291.6,10534.3,2025-03-15,2025-04-07,23,4004,2.631
3,77,2025-03,Urea,3025.6,3388.7,2025-03-15,2025-04-06,22,4004,0.846
3,77,2025-03,Kieserite,2269.2,1349.9,2025-03-15,2025-04-13,29,4004,0.337
3,77,2025-03,Borate,283.7,247.7,2025-03-15,2025-03-21,6,4004,0.062
3,78,2024-10,NPK 12-12-17-2,13080.9,12680.4,2024-10-15,2024-11-08,24,3962,3.201
3,78,2024-10,Urea,3219.9,2330.3,2024-10-15,2024-10-17,2,3962,0.588
3,78,2024-10,Kieserite,2414.9,2039.5,2024-10-15,2024-11-29,45,3962,0.515
3,78,2024-10,Borate,301.9,278.9,2024-10-15,2024-10-15,0,3962,0.07
3,78,2025-03,NPK 12-12-17-2,13080.9,9360.0,2025-03-15,2025-03-15,0,3962,2.362
3,78,2025-03,Urea,3219.9,3381.3,2025-03-15,2025-03-15,0,3962,0.853
3,78,2025-03,Kieserite,2414.9,2028.7,2025-03-15,2025-04-13,29,3962,0.512
3,78,2025-03,Borate,301.9,246.8,2025-03-15,2025-05-02,48,3962,0.062
3,79,2024-10,NPK 12-12-17-2,8189.5,7943.0,2024-10-15,2024-10-20,5,2545,3.121
3,79,2024-10,Urea,2015.9,1893.6,2024-10-15,2024-10-19,4,2545,0.744
3,79,2024-10,Kieserite,1511.9,1357.9,2024-10-15,2024-11-27,43,2545,0.534
3,79,2024-10,Borate,189.0,186.0,2024-10-15,2024-10-22,7,2545,0.073
3,79,2025-03,NPK 12-12-17-2,8189.5,5465.3,2025-03-15,2025-04-11,27,2545,2.147
3,79,2025-03,Urea,2015.9,1671.9,2025-03-15,2025-03-15,0,2545,0.657
3,79,2025-03,Kieserite,1511.9,1211.3,2025-03-15,2025-04-15,31,2545,0.476
3,79,2025-03,Borate,189.0,157.5,2025-03-15,2025-05-15,61,2545,0.062
3,80,2024-10,NPK 12-12-17-2,5413.8,4944.2,2024-10-15,2024-11-06,22,1673,2.955
3,80,2024-10,Urea,1332.6,1163.1,2024-10-15,2024-11-28,44,1673,0.695
3,80,2024-10,Kieserite,999.5,709.8,2024-10-15,2024-10-31,16,1673,0.424
3,80,2024-10,Borate,124.9,110.7,2024-10-15,2024-11-06,22,1673,0.066
3,80,2025-03,NPK 12-12-17-2,5413.8,4442.6,2025-03-15,2025-03-21,6,1673,2.655
3,80,2025-03,Urea,1332.6,1492.5,2025-03-15,2025-03-15,0,1673,0.892
3,80,2025-03,Kieserite,999.5,999.4,2025-03-15,2025-03-15,0,1673,0.597
3,80,2025-03,Borate,124.9,105.6,2025-03-15,2025-04-23,39,1673,0.063
3,81,2024-10,NPK 12-12-17-2,3588.6,2469.7,2024-10-15,2024-11-24,40,1024,2.412
3,81,2024-10,Urea,883.3,748.5,2024-10-15,2024-10-15,0,1024,0.731
3,81,2024-10,Kieserite,662.5,569.5,2024-10-15,2024-11-18,34,1024,0.556
3,81,2024-10,Borate,82.8,82.9,2024-10-15,2024-11-22,38,1024,0.081
3,81,2025-03,NPK 12-12-17-2,3588.6,2986.3,2025-03-15,2025-05-04,50,1024,2.916
3,81,2025-03,Urea,883.3,522.2,2025-03-15,2025-04-23,39,1024,0.51
3,81,2025-03,Kieserite,662.5,646.2,2025-03-15,2025-03-15,0,1024,0.631
3,81,2025-03,Borate,82.8,50.7,2025-03-15,2025-04-13,29,1024,0.05
3,82,2024-10,NPK 12-12-17-2,1123.1,763.1,2024-10-15,2024-10-15,0,335,2.278
3,82,2024-10,Urea,276.5,298.7,2024-10-15,2024-11-10,26,335,0.892
3,82,2024-10,Kieserite,207.3,201.6,2024-10-15,2024-11-06,22,335,0.602
3,82,2024-10,Borate,25.9,25.1,2024-10-15,2024-11-28,44,335,0.075
3,82,2025-03,NPK 12-12-17-2,1123.1,994.5,2025-03-15,2025-04-02,18,335,2.969
3,82,2025-03,Urea,276.5,189.4,2025-03-15,2025-03-29,14,335,0.566
3,82,2025-03,Kieserite,207.3,218.2,2025-03-15,2025-05-12,58,335,0.651
3,82,2025-03,Borate,25.9,28.4,2025-03-15,2025-05-12,58,335,0.085
3,83,2024-10,NPK 12-12-17-2,16409.5,12898.6,2024-10-15,2024-10-15,0,4965,2.598
3,83,2024-10,Urea,4039.3,4110.9,2024-10-15,2024-10-15,0,4965,0.828
3,83,2024-10,Kieserite,3029.4,2671.4,2024-10-15,2024-12-26,72,4965,0.538
3,83,2024-10,Borate,378.7,258.6,2024-10-15,2024-10-28,13,4965,0.052
3,83,2025-03,NPK 12-12-17-2,16409.5,15766.0,2025-03-15,2025-03-15,0,4965,3.175
3,83,2025-03,Urea,4039.3,3195.1,2025-03-15,2025-03-31,16,4965,0.644
3,83,2025-03,Kieserite,3029.4,3155.7,2025-03-15,2025-03-30,15,4965,0.636
3,83,2025-03,Borate,378.7,292.2,2025-03-15,2025-03-15,0,4965,0.059
3,84,2024-10,NPK 12-12-17-2,14361.0,15066.3,2024-10-15,2024-12-15,61,4547,3.313
3,84,2024-10,Urea,3535.0,2360.1,2024-10-15,2024-11-18,34,4547,0.519
3,84,2024-10,Kieserite,2651.3,2486.7,2024-10-15,2024-10-15,0,4547,0.547
3,84,2024-10,Borate,331.4,303.7,2024-10-15,2024-10-23,8,4547,0.067
3,84,2025-03,NPK 12-12-17-2,14361.0,10759.8,2025-03-15,2025-03-15,0,4547,2.366
3,84,2025-03,Urea,3535.0,3951.6,2025-03-15,2025-04-09,25,4547,0.869
3,84,2025-03,Kieserite,2651.3,1950.9,2025-03-15,2025-04-21,37,4547,0.429
3,84,2025-03,Borate,331.4,369.7,2025-03-15,2025-04-09,25,4547,0.081
3,85,2024-10,NPK 12-12-17-2,10465.6,11001.0,2024-10-15,2024-11-13,29,3171,3.469
3,85,2024-10,Urea,2576.1,2038.8,2024-10-15,2024-10-26,11,3171,0.643
3,85,2024-10,Kieserite,1932.1,2079.2,2024-10-15,2024-11-08,24,3171,0.656
3,85,2024-10,Borate,241.5,270.0,2024-10-15,2024-10-15,0,3171,0.085
3,85,2025-03,NPK 12-12-17-2,10465.6,11721.5,2025-03-15,2025-03-31,16,3171,3.696
3,85,2025-03,Urea,2576.1,2885.3,2025-03-15,2025-03-15,0,3171,0.91
3,85,2025-03,Kieserite,1932.1,1344.5,2025-03-15,2025-03-15,0,3171,0.424
3,85,2025-03,Borate,241.5,251.4,2025-03-15,2025-03-28,13,3171,0.079
3,86,2024-10,NPK 12-12-17-2,16776.3,17430.3,2024-10-15,2024-11-02,18,5011,3.478
3,86,2024-10,Urea,4129.5,3983.7,2024-10-15,2024-11-05,21,5011,0.795
3,86,2024-10,Kieserite,3097.2,2886.4,2024-10-15,2024-11-13,29,5011,0.576
3,86,2024-10,Borate,387.1,325.7,2024-10-15,2024-10-18,3,5011,0.065
3,86,2025-03,NPK 12-12-17-2,16776.3,15007.7,2025-03-15,2025-04-19,35,5011,2.995
3,86,2025-03,Urea,4129.5,2829.5,2025-03-15,2025-05-07,53,5011,0.565
3,86,2025-03,Kieserite,3097.2,2374.9,2025-03-15,2025-04-13,29,5011,0.474
3,86,2025-03,Borate,387.1,264.5,2025-03-15,2025-03-30,15,5011,0.053
3,87,2024-10,NPK 12-12-17-2,13247.5,14284.0,2024-10-15,2024-10-30,15,4214,3.39
3,87,2024-10,Urea,3260.9,2660.6,2024-10-15,2024-10-15,0,4214,0.631
3,87,2024-10,Kieserite,2445.7,1412.1,2024-10-15,2024-11-20,36,4214,0.335
3,87,2024-10,Borate,305.7,290.5,2024-10-15,2024-11-27,43,4214,0.069
3,87,2025-03,NPK 12-12-17-2,13247.5,10456.3,2025-03-15,2025-04-26,42,4214,2.481
3,87,2025-03,Urea,3260.9,3213.8,2025-03-15,2025-04-01,17,4214,0.763
3,87,2025-03,Kieserite,2445.7,2401.4,2025-03-15,2025-05-11,57,4214,0.57
3,87,2025-03,Borate,305.7,285.1,2025-03-15,2025-05-30,76,4214,0.068
3,88,2024-10,NPK 12-12-17-2,12001.5,11795.2,2024-10-15,2024-10-15,0,3650,3.232
3,88,2024-10,Urea,2954.2,2752.6,2024-10-15,2024-11-20,36,3650,0.754
3,88,2024-10,Kieserite,2215.7,1757.2,2024-10-15,2024-10-15,0,3650,0.481
3,88,2024-10,Borate,277.0,215.9,2024-10-15,2024-11-12,28,3650,0.059
3,88,2025-03,NPK 12-12-17-2,12001.5,11671.4,2025-03-15,2025-03-15,0,3650,3.198
3,88,2025-03,Urea,2954.2,3308.7,2025-03-15,2025-03-15,0,3650,0.906
3,88,2025-03,Kieserite,2215.7,2070.0,2025-03-15,2025-04-02,18,3650,0.567
3,88,2025-03,Borate,277.0,220.6,2025-03-15,2025-03-15,0,3650,0.06
3,89,2024-10,NPK 12-12-17-2,13784.4,9065.2,2024-10-15,2024-11-17,33,4020,2.255
3,89,2024-10,Urea,3393.1,3352.3,2024-10-15,2024-10-15,0,4020,0.834
3,89,2024-10,Kieserite,2544.8,1993.8,2024-10-15,2025-01-04,81,4020,0.496
3,89,2024-10,Borate,318.1,234.6,2024-10-15,2024-10-20,5,4020,0.058
3,89,2025-03,NPK 12-12-17-2,13784.4,13107.5,2025-03-15,2025-03-25,10,4020,3.261
3,89,2025-03,Urea,3393.1,2470.3,2025-03-15,2025-04-07,23,4020,0.614
3,89,2025-03,Kieserite,2544.8,2006.8,2025-03-15,2025-03-15,0,4020,0.499
3,89,2025-03,Borate,318.1,294.0,2025-03-15,2025-04-30,46,4020,0.073
3,90,2024-10,NPK 12-12-17-2,12058.0,12073.8,2024-10-15,2024-12-04,50,3666,3.293
3,90,2024-10,Urea,2968.1,2884.9,2024-10-15,2024-11-08,24,3666,0.787
3,90,2024-10,Kieserite,2226.1,1867.3,2024-10-15,2024-10-15,0,3666,0.509
3,90,2024-10,Borate,278.3,288.4,2024-10-15,2024-10-31,16,3666,0.079
3,90,2025-03,NPK 12-12-17-2,12058.0,8893.8,2025-03-15,2025-03-30,15,3666,2.426
3,90,2025-03,Urea,2968.1,2471.3,2025-03-15,2025-03-15,0,3666,0.674
3,90,2025-03,Kieserite,2226.1,1606.7,2025-03-15,2025-04-08,24,3666,0.438
3,90,2025-03,Borate,278.3,181.6,2025-03-15,2025-03-27,12,3666,0.05
3,91,2024-10,NPK 12-12-17-2,7082.6,5309.9,2024-10-15,2024-12-02,48,2256,2.354
3,91,2024-10,Urea,1743.4,1534.5,2024-10-15,2024-10-15,0,2256,0.68
3,91,2024-10,Kieserite,1307.6,1204.7,2024-10-15,2024-12-05,51,2256,0.534
3,91,2024-10,Borate,163.4,145.7,2024-10-15,2025-01-09,86,2256,0.065
3,91,2025-03,NPK 12-12-17-2,7082.6,6092.7,2025-03-15,2025-03-15,0,2256,2.701
3,91,2025-03,Urea,1743.4,1952.6,2025-03-15,2025-03-15,0,2256,0.866
3,91,2025-03,Kieserite,1307.6,1393.0,2025-03-15,2025-05-20,66,2256,0.617
3,91,2025-03,Borate,163.4,177.4,2025-03-15,2025-04-30,46,2256,0.079
3,92,2024-10,NPK 12-12-17-2,14839.6,12901.4,2024-10-15,2024-10-22,7,4234,3.047
3,92,2024-10,Urea,3652.8,2432.6,2024-10-15,2024-10-25,10,4234,0.575
3,92,2024-10,Kieserite,2739.6,2601.5,2024-10-15,2024-11-03,19,4234,0.614
3,92,2024-10,Borate,342.5,330.9,2024-10-15,2024-12-28,74,4234,0.078
3,92,2025-03,NPK 12-12-17-2,14839.6,7266.0,2025-03-15,2025-04-26,42,4234,1.716
3,92,2025-03,Urea,3652.8,2737.5,2025-03-15,2025-04-09,25,4234,0.647
3,92,2025-03,Kieserite,2739.6,2729.8,2025-03-15,2025-05-26,72,4234,0.645
3,92,2025-03,Borate,342.5,328.1,2025-03-15,2025-05-19,65,4234,0.077
3,93,2024-10,NPK 12-12-17-2,17517.2,18596.5,2024-10-15,2024-10-15,0,5196,3.579
3,93,2024-10,Urea,4311.9,3029.1,2024-10-15,2024-10-15,0,5196,0.583
3,93,2024-10,Kieserite,3233.9,2941.8,2024-10-15,2024-11-13,29,5196,0.566
3,93,2024-10,Borate,404.2,343.7,2024-10-15,2024-11-18,34,5196,0.066
3,93,2025-03,NPK 12-12-17-2,17517.2,19090.6,2025-03-15,2025-03-15,0,5196,3.674
3,93,2025-03,Urea,4311.9,2751.1,2025-03-15,2025-04-01,17,5196,0.529
3,93,2025-03,Kieserite,3233.9,3191.6,2025-03-15,2025-03-15,0,5196,0.614
3,93,2025-03,Borate,404.2,259.0,2025-03-15,2025-04-10,26,5196,0.05
3,94,2024-10,NPK 12-12-17-2,9081.9,6827.8,2024-10-15,2024-11-03,19,2746,2.486
3,94,2024-10,Urea,2235.6,2097.1,2024-10-15,2024-10-15,0,2746,0.764
3,94,2024-10,Kieserite,1676.7,1389.3,2024-10-15,2024-12-12,58,2746,0.506
3,94,2024-10,Borate,209.6,231.6,2024-10-15,2024-10-16,1,2746,0.084
3,94,2025-03,NPK 12-12-17-2,9081.9,8836.5,2025-03-15,2025-04-22,38,2746,3.218
3,94,2025-03,Urea,2235.6,1651.1,2025-03-15,2025-03-29,14,2746,0.601
3,94,2025-03,Kieserite,1676.7,1374.0,2025-03-15,2025-03-24,9,2746,0.5
3,94,2025-03,Borate,209.6,167.2,2025-03-15,2025-03-29,14,2746,0.061
3,95,2024-10,NPK 12-12-17-2,13126.0,10182.6,2024-10-15,2024-10-15,0,4193,2.428
3,95,2024-10,Urea,3231.0,2444.7,2024-10-15,2024-11-05,21,4193,0.583
3,95,2024-10,Kieserite,2423.3,1986.9,2024-10-15,2024-11-08,24,4193,0.474
3,95,2024-10,Borate,302.9,323.0,2024-10-15,2024-11-02,18,4193,0.077
3,95,2025-03,NPK 12-12-17-2,13126.0,12229.0,2025-03-15,2025-03-15,0,4193,2.917
3,95,2025-03,Urea,3231.0,3001.6,2025-03-15,2025-03-15,0,4193,0.716
3,95,2025-03,Kieserite,2423.3,1854.7,2025-03-15,2025-04-23,39,4193,0.442
3,95,2025-03,Borate,302.9,320.8,2025-03-15,2025-05-30,76,4193,0.077
3,96,2024-10,NPK 12-12-17-2,15823.4,15214.6,2024-10-15,2024-11-14,30,4885,3.115
3,96,2024-10,Urea,3895.0,2785.9,2024-10-15,2024-11-05,21,4885,0.57
3,96,2024-10,Kieserite,2921.2,3271.8,2024-10-15,2024-10-29,14,4885,0.67
3,96,2024-10,Borate,365.2,360.4,2024-10-15,2024-11-20,36,4885,0.074
3,96,2025-03,NPK 12-12-17-2,15823.4,13122.7,2025-03-15,2025-03-15,0,4885,2.686
3,96,2025-03,Urea,3895.0,1959.2,2025-03-15,2025-03-19,4,4885,0.401
3,96,2025-03,Kieserite,2921.2,2180.8,2025-03-15,2025-03-23,8,4885,0.446
3,96,2025-03,Borate,365.2,299.5,2025-03-15,2025-03-15,0,4885,0.061
3,97,2024-10,NPK 12-12-17-2,9928.7,11120.1,2024-10-15,2024-10-15,0,3018,3.685
3,97,2024-10,Urea,2444.0,2737.3,2024-10-15,2024-10-15,0,3018,0.907
3,97,2024-10,Kieserite,1833.0,1468.2,2024-10-15,2024-10-15,0,3018,0.486
3,97,2024-10,Borate,229.1,137.0,2024-10-15,2024-10-27,12,3018,0.045
3,97,2025-03,NPK 12-12-17-2,9928.7,9450.8,2025-03-15,2025-05-17,63,3018,3.131
3,97,2025-03,Urea,2444.0,1818.1,2025-03-15,2025-03-15,0,3018,0.602
3,97,2025-03,Kieserite,1833.0,927.7,2025-03-15,2025-03-29,14,3018,0.307
3,97,2025-03,Borate,229.1,182.1,2025-03-15,2025-04-12,28,3018,0.06
3,98,2024-10,NPK 12-12-17-2,14160.6,11916.0,2024-10-15,2024-11-02,18,4250,2.804
3,98,2024-10,Urea,3485.7,3066.8,2024-10-15,2024-12-09,55,4250,0.722
3,98,2024-10,Kieserite,2614.3,2338.9,2024-10-15,2024-11-10,26,4250,0.55
3,98,2024-10,Borate,326.8,286.1,2024-10-15,2024-10-29,14,4250,0.067
3,98,2025-03,NPK 12-12-17-2,14160.6,13232.6,2025-03-15,2025-03-18,3,4250,3.114
3,98,2025-03,Urea,3485.7,3146.7,2025-03-15,2025-03-15,0,4250,0.74
3,98,2025-03,Kieserite,2614.3,2082.8,2025-03-15,2025-03-15,0,4250,0.49
3,98,2025-03,Borate,326.8,291.7,2025-03-15,2025-03-15,0,4250,0.069
3,99,2024-10,NPK 12-12-17-2,6213.6,3410.7,2024-10-15,2024-11-27,43,1952,1.747
3,99,2024-10,Urea,1529.5,1163.1,2024-10-15,2024-10-15,0,1952,0.596
3,99,2024-10,Kieserite,1147.1,1284.8,2024-10-15,2024-10-29,14,1952,0.658
3,99,2024-10,Borate,143.4,109.1,2024-10-15,2024-11-01,17,1952,0.056
3,99,2025-03,NPK 12-12-17-2,6213.6,5587.0,2025-03-15,2025-03-30,15,1952,2.862
3,99,2025-03,Urea,1529.5,1504.5,2025-03-15,2025-03-15,0,1952,0.771
3,99,2025-03,Kieserite,1147.1,888.9,2025-03-15,2025-05-05,51,1952,0.455
3,99,2025-03,Borate,143.4,158.9,2025-03-15,2025-04-19,35,1952,0.081
3,100,2024-10,NPK 12-12-17-2,11611.8,11229.9,2024-10-15,2024-11-01,17,3620,3.102
3,100,2024-10,Urea,2858.3,2618.2,2024-10-15,2024-11-04,20,3620,0.723
3,100,2024-10,Kieserite,2143.7,1512.3,2024-10-15,2024-10-17,2,3620,0.418
3,100,2024-10,Borate,268.0,265.3,2024-10-15,2024-10-15,0,3620,0.073
3,100,2025-03,NPK 12-12-17-2,11611.8,9527.1,2025-03-15,2025-04-24,40,3620,2.632
3,100,2025-03,Urea,2858.3,1917.9,2025-03-15,2025-03-15,0,3620,0.53
3,100,2025-03,Kieserite,2143.7,1591.8,2025-03-15,2025-03-22,7,3620,0.44
3,100,2025-03,Borate,268.0,234.2,2025-03-15,2025-04-12,28,3620,0.065
3,101,2024-10,NPK 12-12-17-2,19929.4,19556.4,2024-10-15,2024-11-17,33,5863,3.336
3,101,2024-10,Urea,4905.7,4094.7,2024-10-15,2024-10-15,0,5863,0.698
3,101,2024-10,Kieserite,3679.3,3356.4,2024-10-15,2024-11-19,35,5863,0.572
3,101,2024-10,Borate,459.9,345.0,2024-10-15,2024-12-06,52,5863,0.059
3,101,2025-03,NPK 12-12-17-2,19929.4,17634.3,2025-03-15,2025-04-10,26,5863,3.008
3,101,2025-03,Urea,4905.7,3146.3,2025-03-15,2025-03-25,10,5863,0.537
3,101,2025-03,Kieserite,3679.3,3896.7,2025-03-15,2025-04-22,38,5863,0.665
3,101,2025-03,Borate,459.9,495.4,2025-03-15,2025-03-31,16,5863,0.084
3,102,2024-10,NPK 12-12-17-2,11696.4,10720.8,2024-10-15,2024-10-19,4,3496,3.067
3,102,2024-10,Urea,2879.1,2822.0,2024-10-15,2024-11-18,34,3496,0.807
3,102,2024-10,Kieserite,2159.3,2418.5,2024-10-15,2024-11-20,36,3496,0.692
3,102,2024-10,Borate,269.9,197.0,2024-10-15,2024-11-02,18,3496,0.056
3,102,2025-03,NPK 12-12-17-2,11696.4,8568.1,2025-03-15,2025-04-18,34,3496,2.451
3,102,2025-03,Urea,2879.1,2712.2,2025-03-15,2025-04-05,21,3496,0.776
3,102,2025-03,Kieserite,2159.3,1945.6,2025-03-15,2025-05-14,60,3496,0.557
3,102,2025-03,Borate,269.9,273.8,2025-03-15,2025-03-28,13,3496,0.078
3,103,2024-10,NPK 12-12-17-2,12192.8,12402.3,2024-10-15,2024-10-15,0,3488,3.556
3,103,2024-10,Urea,3001.3,1757.5,2024-10-15,2024-10-15,0,3488,0.504
3,103,2024-10,Kieserite,2251.0,2521.1,2024-10-15,2024-10-15,0,3488,0.723
3,103,2024-10,Borate,281.4,315.1,2024-10-15,2024-10-17,2,3488,0.09
3,103,2025-03,NPK 12-12-17-2,12192.8,9617.8,2025-03-15,2025-03-25,10,3488,2.757
3,103,2025-03,Urea,3001.3,3361.5,2025-03-15,2025-03-20,5,3488,0.964
3,103,2025-03,Kieserite,2251.0,1932.6,2025-03-15,2025-04-05,21,3488,0.554
3,103,2025-03,Borate,281.4,234.7,2025-03-15,2025-03-15,0,3488,0.067
3,104,2024-10,NPK 12-12-17-2,15099.4,11190.0,2024-10-15,2024-10-15,0,4334,2.582
3,104,2024-10,Urea,3716.8,3462.5,2024-10-15,2024-10-21,6,4334,0.799
3,104,2024-10,Kieserite,2787.6,2377.4,2024-10-15,2024-12-06,52,4334,0.549
3,104,2024-10,Borate,348.4,390.3,2024-10-15,2024-10-26,11,4334,0.09
3,104,2025-03,NPK 12-12-17-2,15099.4,12190.6,2025-03-15,2025-04-11,27,4334,2.813
3,104,2025-03,Urea,3716.8,3761.9,2025-03-15,2025-03-15,0,4334,0.868
3,104,2025-03,Kieserite,2787.6,2193.6,2025-03-15,2025-05-07,53,4334,0.506
3,104,2025-03,Borate,348.4,390.3,2025-03-15,2025-03-31,16,4334,0.09
3,105,2024-10,NPK 12-12-17-2,8287.1,7428.6,2024-10-15,2024-11-09,25,2491,2.982
3,105,2024-10,Urea,2039.9,1494.3,2024-10-15,2024-12-07,53,2491,0.6
3,105,2024-10,Kieserite,1529.9,1154.4,2024-10-15,2024-10-15,0,2491,0.463
3,105,2024-10,Borate,191.2,180.3,2024-10-15,2024-11-08,24,2491,0.072
3,105,2025-03,NPK 12-12-17-2,8287.1,6847.7,2025-03-15,2025-03-15,0,2491,2.749
3,105,2025-03,Urea,2039.9,1185.5,2025-03-15,2025-05-01,47,2491,0.476
3,105,2025-03,Kieserite,1529.9,1294.3,2025-03-15,2025-03-15,0,2491,0.52
3,105,2025-03,Borate,191.2,149.4,2025-03-15,2025-04-08,24,2491,0.06
3,106,2024-10,NPK 12-12-17-2,4238.9,3729.3,2024-10-15,2024-11-21,37,1299,2.871
3,106,2024-10,Urea,1043.4,1168.6,2024-10-15,2024-10-28,13,1299,0.9
3,106,2024-10,Kieserite,782.6,650.5,2024-10-15,2025-01-03,80,1299,0.501
3,106,2024-10,Borate,97.8,96.2,2024-10-15,2024-10-15,0,1299,0.074
3,106,2025-03,NPK 12-12-17-2,4238.9,3486.3,2025-03-15,2025-04-20,36,1299,2.684
3,106,2025-03,Urea,1043.4,1042.2,2025-03-15,2025-03-15,0,1299,0.802
3,106,2025-03,Kieserite,782.6,822.9,2025-03-15,2025-03-28,13,1299,0.633
3,106,2025-03,Borate,97.8,83.4,2025-03-15,2025-03-15,0,1299,0.064
3,107,2024-10,NPK 12-12-17-2,14273.8,12775.7,2024-10-15,2024-10-15,0,4267,2.994
3,107,2024-10,Urea,3513.6,2660.9,2024-10-15,2024-11-23,39,4267,0.624
3,107,2024-10,Kieserite,2635.2,2033.4,2024-10-15,2024-10-15,0,4267,0.477
3,107,2024-10,Borate,329.4,337.3,2024-10-15,2024-10-20,5,4267,0.079
3,107,2025-03,NPK 12-12-17-2,14273.8,5142.2,2025-03-15,2025-03-23,8,4267,1.205
3,107,2025-03,Urea,3513.6,3556.5,2025-03-15,2025-03-21,6,4267,0.833
3,107,2025-03,Kieserite,2635.2,1523.5,2025-03-15,2025-04-16,32,4267,0.357
3,107,2025-03,Borate,329.4,283.8,2025-03-15,2025-04-09,25,4267,0.067
3,108,2024-10,NPK 12-12-17-2,18019.0,15608.8,2024-10-15,2024-10-15,0,5309,2.94
3,108,2024-10,Urea,4435.5,4578.5,2024-10-15,2024-11-27,43,5309,0.862
3,108,2024-10,Kieserite,3326.6,2853.2,2024-10-15,2024-10-15,0,5309,0.537
3,108,2024-10,Borate,415.8,352.3,2024-10-15,2024-10-15,0,5309,0.066
3,108,2025-03,NPK 12-12-17-2,18019.0,18954.1,2025-03-15,2025-04-09,25,5309,3.57
3,108,2025-03,Urea,4435.5,4062.6,2025-03-15,2025-03-24,9,5309,0.765
3,108,2025-03,Kieserite,3326.6,2955.4,2025-03-15,2025-04-14,30,5309,0.557
3,108,2025-03,Borate,415.8,369.2,2025-03-15,2025-03-15,0,5309,0.07
3,109,2024-10,NPK 12-12-17-2,11547.1,11857.8,2024-10-15,2024-11-26,42,3437,3.45
3,109,2024-10,Urea,2842.4,2288.4,2024-10-15,2024-11-13,29,3437,0.666
3,109,2024-10,Kieserite,2131.8,2157.4,2024-10-15,2024-11-30,46,3437,0.628
3,109,2024-10,Borate,266.5,232.8,2024-10-15,2024-11-27,43,3437,0.068
3,109,2025-03,NPK 12-12-17-2,11547.1,8753.4,2025-03-15,2025-04-10,26,3437,2.547
