# SYNTHETIC. Trip-level ledger joining the EPMS field count to the mill weighbridge ticket. Bunch counts per block-month and the number of harvest days are the client's REAL figures; the split into trips, the weights, vehicles, drivers and times are generated. is_planted_anomaly marks the injected cohort and exists only to score the detector - a real extract has no such column.
trip_id,date,month,division_code,block_code,route_code,vehicle_id,vehicle_class,driver_id,km_to_mill,bunches_epms,loose_fruit_kg,gross_kg,tare_kg,net_kg,depart_time,turnaround_h,queue_h,mill_dockage_pct,ffa_pct,diesel_l,is_planted_anomaly
T010248,2025-01-17,2025-01,4,148,R-04,MI-04,mini-truck,D-14,11.58,260,34.1,3799,1681,2118,07:02,1.76,0.67,0.04,1.88,5.3,0
T010249,2025-01-24,2025-01,4,148,R-04,MI-01,mini-truck,D-10,11.58,263,32.4,3553,1410,2143,14:17,2.7,1.54,0.63,2.12,5.19,0
T010250,2025-01-24,2025-01,4,148,R-04,MI-01,mini-truck,D-20,11.58,260,9.8,3655,1566,2088,11:45,1.52,0.26,0.75,2.12,5.6,0
T010251,2025-01-24,2025-01,4,148,R-04,MI-01,mini-truck,D-09,11.58,260,29.9,3605,1490,2115,13:13,1.51,0.33,1.0,2.0,5.36,0
T010252,2025-01-24,2025-01,4,148,R-04,MI-01,mini-truck,D-12,11.58,260,23.1,3710,1590,2120,10:28,1.51,0.54,0.66,1.84,5.46,0
T010253,2025-01-27,2025-01,4,148,R-04,MI-04,mini-truck,D-07,11.58,263,14.5,3945,1796,2149,08:02,1.45,0.37,1.16,1.88,5.99,0
T010254,2025-01-27,2025-01,4,148,R-04,MI-04,mini-truck,D-17,11.58,260,22.4,3756,1644,2112,09:22,1.64,0.8,1.7,1.9,5.1,0
T010255,2025-01-27,2025-01,4,148,R-04,MI-04,mini-truck,D-13,11.58,260,24.5,3644,1516,2127,14:12,1.36,0.24,1.07,1.98,6.13,0
T010256,2025-01-27,2025-01,4,148,R-04,MI-04,mini-truck,D-20,11.58,260,36.2,3592,1499,2093,13:41,2.36,0.88,1.43,1.95,6.37,0
T010257,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-10,11.58,262,43.3,3543,1378,2164,13:27,1.62,0.31,0.57,2.07,4.91,0
T010258,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-07,11.58,260,10.8,3745,1672,2073,13:58,2.27,1.07,1.12,2.11,5.98,0
T010259,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-05,11.58,260,22.8,3609,1458,2152,07:34,2.61,1.52,1.6,2.1,5.03,0
T010260,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-04,11.58,260,20.5,3729,1617,2112,08:14,2.82,1.66,1.56,2.25,5.11,0
T010261,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-15,11.58,260,28.5,3538,1434,2104,13:33,2.62,1.3,1.51,2.16,5.15,0
T010262,2025-02-01,2025-02,4,148,R-04,MI-01,mini-truck,D-03,11.58,260,23.5,3636,1490,2146,10:17,1.92,0.71,2.34,2.12,5.53,0
T010263,2025-02-06,2025-02,4,148,R-04,TR-04,tractor-trailer,D-09,11.58,522,73.8,7473,3228,4244,08:39,1.69,0.3,1.03,1.93,7.12,0
T010264,2025-02-06,2025-02,4,148,R-04,TR-04,tractor-trailer,D-11,11.58,520,66.5,6809,2605,4204,11:20,2.53,1.29,1.41,2.06,7.11,0
T010265,2025-02-06,2025-02,4,148,R-04,TR-04,tractor-trailer,D-03,11.58,520,75.2,7422,3192,4230,12:04,2.65,1.21,0.89,2.04,7.73,0
T010266,2025-02-11,2025-02,4,148,R-04,TR-06,tractor-trailer,D-02,11.58,522,60.7,7194,2983,4211,14:01,1.94,0.52,1.76,2.0,7.65,0
T010267,2025-02-11,2025-02,4,148,R-04,TR-06,tractor-trailer,D-06,11.58,520,37.0,7300,3118,4183,13:03,1.91,0.79,0.89,1.98,8.1,0
T010268,2025-02-11,2025-02,4,148,R-04,TR-06,tractor-trailer,D-16,11.58,520,86.5,7193,3011,4182,11:24,1.85,0.92,0.68,1.88,6.98,0
T010269,2025-02-13,2025-02,4,148,R-04,TR-04,tractor-trailer,D-17,11.58,522,82.1,7199,2996,4203,14:28,3.22,1.93,0.62,2.27,6.62,0
T010270,2025-02-13,2025-02,4,148,R-04,TR-04,tractor-trailer,D-04,11.58,520,44.1,7156,2944,4211,14:21,1.97,1.09,2.25,2.13,7.25,0
T010271,2025-02-13,2025-02,4,148,R-04,TR-04,tractor-trailer,D-01,11.58,520,87.5,7278,2975,4303,11:06,1.58,0.11,0.25,1.99,7.72,0
T010272,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-15,11.58,262,10.5,3620,1501,2119,09:36,2.28,1.47,1.05,2.07,5.95,0
T010273,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-15,11.58,260,43.4,3742,1646,2096,09:02,2.4,1.24,0.45,2.22,5.17,0
T010274,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-06,11.58,260,23.6,3726,1618,2108,14:40,2.2,1.14,2.26,2.21,4.94,0
T010275,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-15,11.58,260,11.1,3517,1379,2139,09:40,2.87,1.94,1.3,2.15,6.08,0
T010276,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-15,11.58,260,23.9,3567,1424,2143,09:45,2.53,1.37,1.72,2.25,5.74,0
T010277,2025-02-19,2025-02,4,148,R-04,MI-03,mini-truck,D-03,11.58,260,13.9,3652,1515,2137,11:51,1.18,0.0,1.99,1.87,5.71,0
T010278,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-02,11.58,262,14.5,3792,1674,2118,07:25,2.63,1.77,2.04,2.23,5.65,0
T010279,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-07,11.58,260,13.4,3637,1514,2124,07:09,1.59,0.73,0.28,1.95,4.95,0
T010280,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-19,11.58,260,44.9,3714,1585,2129,07:05,2.16,0.68,1.16,2.11,5.65,0
T010281,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-04,11.58,260,27.1,3672,1523,2149,08:04,2.01,0.51,0.0,1.99,4.77,0
T010282,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-04,11.58,260,32.7,3887,1744,2143,08:19,1.85,0.86,1.64,2.15,5.93,0
T010283,2025-02-24,2025-02,4,148,R-04,MI-01,mini-truck,D-19,11.58,260,21.2,3890,1743,2147,10:51,2.07,0.95,0.42,1.94,4.76,0
T010284,2025-03-01,2025-03,4,148,R-04,DU-05,dump-truck,D-10,11.58,822,113.5,11692,5030,6661,07:56,2.14,0.98,1.8,1.98,10.99,0
T010285,2025-03-01,2025-03,4,148,R-04,DU-05,dump-truck,D-07,11.58,820,114.9,10875,4215,6660,09:51,2.59,1.05,1.54,1.99,11.26,0
T010286,2025-03-01,2025-03,4,148,R-04,DU-05,dump-truck,D-13,11.58,820,99.8,11158,4493,6665,09:28,1.66,0.34,1.64,1.99,11.34,0
T010287,2025-03-06,2025-03,4,148,R-04,DU-02,dump-truck,D-18,11.58,822,91.0,11687,5021,6666,11:49,1.75,0.65,0.94,2.09,10.26,0
T010288,2025-03-06,2025-03,4,148,R-04,DU-02,dump-truck,D-13,11.58,820,126.3,11009,4340,6670,08:12,2.2,1.12,0.71,2.09,10.75,0
T010289,2025-03-06,2025-03,4,148,R-04,DU-02,dump-truck,D-15,11.58,820,42.9,10694,3984,6710,14:23,1.49,0.57,1.48,2.03,9.59,0
T010290,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-05,11.58,278,35.2,3655,1383,2272,08:52,2.48,1.4,0.85,2.21,5.31,0
T010291,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-13,11.58,273,16.2,3961,1723,2238,09:32,2.52,1.36,0.78,2.11,5.84,0
T010292,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-16,11.58,273,25.3,3845,1633,2212,13:22,1.12,0.12,1.18,1.84,5.58,0
T010293,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-05,11.58,273,12.5,3801,1594,2206,11:42,2.15,1.14,2.23,1.97,5.39,0
T010294,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-01,11.58,273,42.8,3715,1506,2208,14:48,2.63,1.13,0.51,1.97,5.84,0
T010295,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-08,11.58,273,38.8,3822,1613,2208,14:20,2.42,1.46,0.5,2.16,4.95,0
T010296,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-07,11.58,273,40.4,3663,1686,1977,09:20,2.48,1.2,1.37,2.05,4.99,1
T010297,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-02,11.58,273,24.9,4021,1779,2242,14:23,1.82,0.45,1.35,2.05,5.84,0
T010298,2025-03-12,2025-03,4,148,R-04,MI-03,mini-truck,D-13,11.58,273,16.9,3680,1452,2228,13:54,1.95,0.71,1.37,1.92,6.06,0
T010299,2025-03-19,2025-03,4,148,R-04,TR-07,tractor-trailer,D-09,11.58,494,72.3,6573,2495,4078,13:36,1.87,0.73,0.88,1.96,7.2,0
T010300,2025-03-19,2025-03,4,148,R-04,TR-07,tractor-trailer,D-08,11.58,492,18.1,6532,2485,4047,08:22,1.7,0.56,1.57,2.1,7.41,0
T010301,2025-03-19,2025-03,4,148,R-04,TR-07,tractor-trailer,D-15,11.58,492,83.2,6598,2558,4040,11:14,1.6,0.13,1.52,2.06,6.44,0
T010302,2025-03-19,2025-03,4,148,R-04,TR-07,tractor-trailer,D-15,11.58,492,29.8,7231,3233,3998,13:26,2.67,1.72,1.87,2.22,7.03,0
T010303,2025-03-19,2025-03,4,148,R-04,TR-07,tractor-trailer,D-08,11.58,492,53.9,6797,2723,4074,09:08,2.12,0.95,0.93,2.0,6.64,0
T010304,2025-03-26,2025-03,4,148,R-04,DU-03,dump-truck,D-12,11.58,821,81.7,11159,4423,6736,11:00,2.66,1.15,0.75,2.1,10.15,0
T010305,2025-03-26,2025-03,4,148,R-04,DU-03,dump-truck,D-14,11.58,821,139.7,11051,4343,6708,07:49,1.19,0.0,1.96,1.99,9.47,0
T010306,2025-03-26,2025-03,4,148,R-04,DU-03,dump-truck,D-13,11.58,821,58.8,11414,4790,6625,12:09,1.91,0.83,1.26,1.91,8.39,0
T010307,2025-04-01,2025-04,4,148,R-04,TR-02,tractor-trailer,D-10,11.58,488,50.2,6513,2547,3966,12:59,1.63,0.38,0.23,2.02,8.42,0
T010308,2025-04-01,2025-04,4,148,R-04,TR-02,tractor-trailer,D-14,11.58,488,37.9,6424,2505,3919,09:53,2.0,0.97,1.13,1.91,7.14,0
T010309,2025-04-04,2025-04,4,148,R-04,MI-04,mini-truck,D-04,11.58,244,12.9,3519,1517,2002,14:44,1.45,0.25,1.29,2.11,5.23,0
T010310,2025-04-04,2025-04,4,148,R-04,MI-04,mini-truck,D-18,11.58,244,10.6,3594,1603,1991,08:45,1.11,0.19,1.2,1.97,6.31,0
T010311,2025-04-04,2025-04,4,148,R-04,MI-04,mini-truck,D-13,11.58,244,27.7,3601,1591,2010,08:29,2.55,1.11,1.29,2.11,5.49,0
T010312,2025-04-04,2025-04,4,148,R-04,MI-04,mini-truck,D-03,11.58,244,20.8,3488,1490,1999,14:31,2.53,1.22,0.76,2.1,5.7,0
T010313,2025-04-09,2025-04,4,148,R-04,TR-01,tractor-trailer,D-17,11.58,488,70.3,6794,2862,3932,13:07,2.92,1.58,0.93,2.21,7.05,0
T010314,2025-04-09,2025-04,4,148,R-04,TR-01,tractor-trailer,D-11,11.58,488,84.2,6422,2480,3942,12:15,2.28,1.33,1.04,1.98,7.73,0
T010315,2025-04-12,2025-04,4,148,R-04,DU-05,dump-truck,D-10,11.58,488,52.9,8232,4212,4020,09:26,2.5,1.09,1.58,1.98,10.19,0
T010316,2025-04-12,2025-04,4,148,R-04,DU-05,dump-truck,D-01,11.58,488,49.7,8289,4299,3989,14:23,1.07,0.0,0.0,2.0,10.61,0
T010317,2025-04-15,2025-04,4,148,R-04,TR-02,tractor-trailer,D-10,11.58,488,60.7,6580,2575,4005,07:28,3.23,2.47,1.03,2.15,7.03,0
T010318,2025-04-15,2025-04,4,148,R-04,TR-02,tractor-trailer,D-10,11.58,488,46.1,6557,2602,3956,08:03,1.7,0.72,1.19,1.98,7.44,0
T010319,2025-04-18,2025-04,4,148,R-04,MI-04,mini-truck,D-07,11.58,244,11.3,3571,1615,1955,09:35,1.44,0.3,1.23,1.86,6.23,0
T010320,2025-04-18,2025-04,4,148,R-04,MI-04,mini-truck,D-17,11.58,244,41.0,3570,1597,1973,10:57,2.49,1.11,1.54,2.13,5.92,0
T010321,2025-04-18,2025-04,4,148,R-04,MI-04,mini-truck,D-10,11.58,244,18.3,3389,1419,1970,09:39,2.67,1.49,1.58,2.25,5.33,0
T010322,2025-04-18,2025-04,4,148,R-04,MI-04,mini-truck,D-14,11.58,244,15.8,3758,1757,2001,07:07,1.99,0.93,1.59,2.07,6.0,0
T010323,2025-04-22,2025-04,4,148,R-04,TR-03,tractor-trailer,D-11,11.58,488,48.8,7093,3148,3945,09:06,2.26,1.38,1.28,1.99,8.35,0
T010324,2025-04-22,2025-04,4,148,R-04,TR-03,tractor-trailer,D-09,11.58,488,62.5,6507,2553,3954,09:44,1.33,0.0,0.82,1.98,8.12,0
T010325,2025-04-26,2025-04,4,148,R-04,DU-01,dump-truck,D-01,11.58,489,49.2,8041,4016,4026,09:48,2.48,1.48,1.66,1.96,9.5,0
T010326,2025-04-26,2025-04,4,148,R-04,DU-01,dump-truck,D-13,11.58,488,25.0,8133,4217,3916,11:26,2.45,1.24,0.43,1.95,10.24,0
T010327,2025-05-02,2025-05,4,148,R-04,DU-04,dump-truck,D-07,11.58,738,100.8,10842,4809,6032,14:08,2.11,1.14,1.08,2.14,11.34,0
T010328,2025-05-02,2025-05,4,148,R-04,DU-04,dump-truck,D-12,11.58,737,126.1,9874,3987,5887,14:11,2.34,1.21,1.03,2.21,10.29,0
T010329,2025-05-09,2025-05,4,148,R-04,TR-04,tractor-trailer,D-05,11.58,493,39.1,7205,3197,4008,14:24,2.26,1.23,1.34,2.01,6.6,0
T010330,2025-05-09,2025-05,4,148,R-04,TR-04,tractor-trailer,D-06,11.58,491,83.8,6590,2618,3972,10:39,2.2,1.04,1.02,1.95,7.33,0
T010331,2025-05-09,2025-05,4,148,R-04,TR-04,tractor-trailer,D-01,11.58,491,65.5,6673,2617,4056,12:45,1.71,0.66,1.47,1.93,7.09,0
T010332,2025-05-17,2025-05,4,148,R-04,MI-02,mini-truck,D-02,11.58,295,45.6,4147,1769,2378,07:10,2.35,1.3,0.8,2.08,5.47,0
T010333,2025-05-17,2025-05,4,148,R-04,MI-02,mini-truck,D-05,11.58,295,27.1,4012,1632,2380,08:11,1.61,0.72,0.9,1.92,4.71,0
T010334,2025-05-17,2025-05,4,148,R-04,MI-02,mini-truck,D-03,11.58,295,30.2,4135,1764,2372,09:45,2.72,1.43,1.21,2.18,4.61,0
T010335,2025-05-17,2025-05,4,148,R-04,MI-02,mini-truck,D-16,11.58,295,33.0,4088,1679,2409,10:49,2.59,1.47,1.23,2.12,5.76,0
T010336,2025-05-17,2025-05,4,148,R-04,MI-02,mini-truck,D-10,11.58,295,20.9,4194,1791,2403,12:51,2.42,1.42,0.21,2.2,4.77,0
T010337,2025-01-02,2025-01,4,149,R-04,TR-06,tractor-trailer,D-07,11.17,425,56.8,6226,2702,3524,14:46,1.76,0.65,1.13,2.12,8.17,0
T010338,2025-01-02,2025-01,4,149,R-04,TR-06,tractor-trailer,D-01,11.17,423,33.3,6261,2758,3503,10:06,2.12,1.11,1.7,1.96,7.35,0
T010339,2025-01-02,2025-01,4,149,R-04,TR-06,tractor-trailer,D-16,11.17,423,36.7,6160,2578,3582,11:34,2.85,1.81,1.34,2.04,7.05,0
T010340,2025-01-08,2025-01,4,149,R-04,DU-02,dump-truck,D-07,11.17,636,58.0,9677,4424,5253,08:36,2.7,1.56,0.53,2.19,9.95,0
T010341,2025-01-08,2025-01,4,149,R-04,DU-02,dump-truck,D-04,11.17,635,44.9,9516,4287,5229,11:50,1.68,0.36,2.05,1.96,9.28,0
T010342,2025-01-15,2025-01,4,149,R-04,TR-05,tractor-trailer,D-14,11.17,425,26.3,6552,2990,3562,08:25,2.97,1.73,0.61,2.26,8.64,0
T010343,2025-01-15,2025-01,4,149,R-04,TR-05,tractor-trailer,D-12,11.17,423,61.2,6668,3189,3479,08:02,1.75,0.79,1.06,2.11,8.66,0
T010344,2025-01-15,2025-01,4,149,R-04,TR-05,tractor-trailer,D-18,11.17,423,66.3,6075,2587,3488,14:46,2.26,0.76,2.05,2.06,7.65,0
T010345,2025-01-22,2025-01,4,149,R-04,DU-05,dump-truck,D-14,11.17,636,78.2,9787,4483,5304,12:50,1.53,0.23,0.95,2.09,9.86,0
T010346,2025-01-22,2025-01,4,149,R-04,DU-05,dump-truck,D-18,11.17,635,22.1,10148,4839,5309,09:33,2.17,1.04,1.04,2.06,10.46,0
T010347,2025-01-26,2025-01,4,149,R-04,MI-04,mini-truck,D-03,11.17,258,12.2,3834,1696,2138,11:55,3.03,1.66,0.05,2.25,6.26,0
T010348,2025-01-26,2025-01,4,149,R-04,MI-04,mini-truck,D-14,11.17,254,26.8,3652,1506,2146,12:01,1.26,0.0,1.0,1.88,6.19,0
T010349,2025-01-26,2025-01,4,149,R-04,MI-04,mini-truck,D-03,11.17,254,22.0,3791,1698,2093,13:43,0.82,0.0,2.04,1.89,5.31,0
T010350,2025-01-26,2025-01,4,149,R-04,MI-04,mini-truck,D-04,11.17,254,21.4,3853,1737,2115,09:45,2.74,1.45,2.18,2.18,5.11,0
T010351,2025-01-26,2025-01,4,149,R-04,MI-04,mini-truck,D-06,11.17,254,33.8,3693,1587,2106,11:59,1.47,0.21,1.25,1.97,4.99,0
T010352,2025-02-01,2025-02,4,149,R-04,TR-03,tractor-trailer,D-10,11.17,407,28.2,6549,3125,3424,09:22,2.08,0.67,1.08,2.04,7.71,0
T010353,2025-02-01,2025-02,4,149,R-04,TR-03,tractor-trailer,D-15,11.17,405,68.7,5927,2530,3396,11:04,1.75,0.55,0.72,2.02,8.83,0
T010354,2025-02-01,2025-02,4,149,R-04,TR-03,tractor-trailer,D-11,11.17,405,29.6,5977,2593,3384,09:04,1.27,0.43,1.38,2.06,7.51,0
T010355,2025-02-05,2025-02,4,149,R-04,TR-06,tractor-trailer,D-01,11.17,407,66.6,6497,3108,3389,07:08,2.46,1.05,1.2,2.0,7.28,0
T010356,2025-02-05,2025-02,4,149,R-04,TR-06,tractor-trailer,D-15,11.17,405,69.4,6556,3170,3386,08:00,1.06,0.32,0.73,1.82,7.6,0
T010357,2025-02-05,2025-02,4,149,R-04,TR-06,tractor-trailer,D-02,11.17,405,43.6,6524,3141,3383,13:25,1.65,0.27,0.54,2.03,6.57,0
T010358,2025-02-10,2025-02,4,149,R-04,TR-06,tractor-trailer,D-15,11.17,407,68.2,6214,2815,3399,14:38,2.13,1.1,1.53,2.08,7.37,0
T010359,2025-02-10,2025-02,4,149,R-04,TR-06,tractor-trailer,D-20,11.17,405,49.9,6480,3118,3362,09:49,2.39,1.12,0.15,2.18,7.11,0
T010360,2025-02-10,2025-02,4,149,R-04,TR-06,tractor-trailer,D-10,11.17,405,25.9,6522,3132,3390,14:41,2.2,0.75,1.72,2.0,7.77,0
T010361,2025-02-14,2025-02,4,149,R-04,DU-02,dump-truck,D-20,11.17,609,30.8,8931,3872,5059,07:41,2.43,1.06,1.16,2.0,10.27,0
T010362,2025-02-14,2025-02,4,149,R-04,DU-02,dump-truck,D-15,11.17,608,97.7,9338,4197,5141,11:10,2.08,1.1,1.39,2.14,10.1,0
T010363,2025-02-21,2025-02,4,149,R-04,DU-01,dump-truck,D-06,11.17,609,75.9,9961,4892,5069,10:35,1.99,0.86,0.63,2.01,9.74,0
T010364,2025-02-21,2025-02,4,149,R-04,DU-01,dump-truck,D-20,11.17,608,48.0,9197,4127,5070,08:38,2.6,1.19,0.89,2.06,10.26,0
T010365,2025-02-26,2025-02,4,149,R-04,TR-04,tractor-trailer,D-03,11.17,408,65.5,6216,2837,3379,14:33,2.73,1.45,0.8,2.14,6.36,0
T010366,2025-02-26,2025-02,4,149,R-04,TR-04,tractor-trailer,D-02,11.17,406,48.2,6038,2641,3398,11:13,1.33,0.34,0.86,2.09,7.07,0
T010367,2025-02-26,2025-02,4,149,R-04,TR-04,tractor-trailer,D-19,11.17,406,40.7,6461,3137,3324,09:18,2.55,1.59,1.32,2.03,7.29,0
T010368,2025-03-03,2025-03,4,149,R-04,TR-02,tractor-trailer,D-11,11.17,466,67.4,6528,2571,3956,11:21,2.01,0.95,0.91,1.98,7.44,0
T010369,2025-03-03,2025-03,4,149,R-04,TR-02,tractor-trailer,D-09,11.17,463,25.1,7087,3209,3878,12:20,2.51,1.14,1.05,2.16,6.85,0
T010370,2025-03-03,2025-03,4,149,R-04,TR-02,tractor-trailer,D-08,11.17,463,68.3,6767,2947,3821,09:34,1.83,0.82,0.82,2.07,7.5,0
T010371,2025-03-03,2025-03,4,149,R-04,TR-02,tractor-trailer,D-19,11.17,463,82.5,6359,2530,3829,14:25,3.54,2.27,0.76,2.14,7.74,0
T010372,2025-03-03,2025-03,4,149,R-04,TR-02,tractor-trailer,D-01,11.17,463,61.0,7072,3235,3836,11:28,1.95,0.89,0.68,2.12,7.52,0
T010373,2025-03-11,2025-03,4,149,R-04,TR-01,tractor-trailer,D-10,11.17,466,39.6,6984,3109,3875,08:10,1.99,1.0,2.07,2.18,7.94,0
T010374,2025-03-11,2025-03,4,149,R-04,TR-01,tractor-trailer,D-18,11.17,463,38.7,6952,3093,3859,13:45,2.36,1.28,1.32,2.03,6.53,0
T010375,2025-03-11,2025-03,4,149,R-04,TR-01,tractor-trailer,D-11,11.17,463,77.8,6731,2852,3879,09:28,1.52,0.42,0.6,1.97,6.69,0
T010376,2025-03-11,2025-03,4,149,R-04,TR-01,tractor-trailer,D-13,11.17,463,55.7,6653,2853,3800,13:01,1.44,0.0,1.22,1.98,6.89,0
T010377,2025-03-11,2025-03,4,149,R-04,TR-01,tractor-trailer,D-20,11.17,463,78.7,7029,3182,3847,14:13,1.42,0.2,1.58,1.89,6.84,0
T010378,2025-03-19,2025-03,4,149,R-04,DU-04,dump-truck,D-16,11.17,774,132.7,11323,4928,6396,09:26,2.68,1.31,1.57,2.25,10.88,0
T010379,2025-03-19,2025-03,4,149,R-04,DU-04,dump-truck,D-10,11.17,772,69.7,10393,3925,6468,11:26,3.53,1.97,0.97,2.35,9.83,0
T010380,2025-03-19,2025-03,4,149,R-04,DU-04,dump-truck,D-19,11.17,772,125.4,10671,4244,6427,07:13,2.01,0.62,1.75,2.11,9.06,0
T010381,2025-03-26,2025-03,4,149,R-04,TR-04,tractor-trailer,D-06,11.17,466,79.4,6643,2780,3863,11:37,1.66,0.51,0.87,1.89,7.3,0
T010382,2025-03-26,2025-03,4,149,R-04,TR-04,tractor-trailer,D-01,11.17,463,75.3,6536,2780,3756,10:51,1.71,0.46,0.74,1.98,7.12,0
T010383,2025-03-26,2025-03,4,149,R-04,TR-04,tractor-trailer,D-10,11.17,463,44.4,6485,2621,3864,13:24,2.73,1.88,1.37,2.24,6.93,0
T010384,2025-03-26,2025-03,4,149,R-04,TR-04,tractor-trailer,D-14,11.17,463,64.0,6494,2601,3893,07:00,3.52,2.17,0.58,2.31,6.03,0
T010385,2025-03-26,2025-03,4,149,R-04,TR-04,tractor-trailer,D-20,11.17,463,67.0,6421,2565,3856,08:04,2.49,1.01,0.75,2.08,6.86,0
T010386,2025-04-01,2025-04,4,149,R-04,TR-02,tractor-trailer,D-15,11.17,523,48.4,7351,3004,4347,13:42,1.86,0.5,1.25,2.13,6.84,0
T010387,2025-04-01,2025-04,4,149,R-04,TR-02,tractor-trailer,D-13,11.17,523,33.0,7039,2754,4285,14:44,3.22,1.98,0.96,2.13,7.75,0
T010388,2025-04-08,2025-04,4,149,R-04,TR-01,tractor-trailer,D-12,11.17,523,41.1,7310,2949,4361,08:17,1.17,0.37,1.14,2.05,7.3,0
T010389,2025-04-08,2025-04,4,149,R-04,TR-01,tractor-trailer,D-14,11.17,523,37.9,6973,2641,4331,07:32,1.12,0.31,0.6,1.94,7.52,0
T010390,2025-04-15,2025-04,4,149,R-04,DU-04,dump-truck,D-11,11.17,523,63.1,9299,4909,4390,13:49,2.39,1.48,0.59,2.16,8.99,0
T010391,2025-04-15,2025-04,4,149,R-04,DU-04,dump-truck,D-06,11.17,523,61.8,8954,4627,4328,10:48,2.18,1.04,0.65,2.21,8.98,0
T010392,2025-04-21,2025-04,4,149,R-04,MI-03,mini-truck,D-01,11.17,263,18.6,3886,1707,2179,11:20,1.79,0.44,0.89,1.9,5.34,0
T010393,2025-04-21,2025-04,4,149,R-04,MI-03,mini-truck,D-09,11.17,261,23.8,3798,1670,2127,09:27,2.62,1.84,1.48,2.24,5.44,0
T010394,2025-04-21,2025-04,4,149,R-04,MI-03,mini-truck,D-05,11.17,261,45.6,3706,1520,2186,13:09,1.87,0.88,0.84,1.98,5.77,0
T010395,2025-04-21,2025-04,4,149,R-04,MI-03,mini-truck,D-16,11.17,261,35.1,3605,1455,2150,12:19,1.88,0.58,1.61,2.11,5.25,0
T010396,2025-04-26,2025-04,4,149,R-04,MI-03,mini-truck,D-18,11.17,263,9.4,3870,1693,2177,12:24,3.26,1.88,0.5,2.14,4.67,0
T010397,2025-04-26,2025-04,4,149,R-04,MI-03,mini-truck,D-10,11.17,262,22.9,3908,1707,2201,08:54,2.56,1.36,0.6,2.21,5.62,0
T010398,2025-04-26,2025-04,4,149,R-04,MI-03,mini-truck,D-15,11.17,262,40.3,3732,1580,2153,11:48,2.89,1.8,1.37,2.22,5.84,0
T010399,2025-04-26,2025-04,4,149,R-04,MI-03,mini-truck,D-12,11.17,262,38.5,3767,1604,2163,11:57,2.52,1.2,0.64,2.0,5.21,0
T010400,2025-05-01,2025-05,4,149,R-04,TR-04,tractor-trailer,D-18,11.17,425,28.5,6255,2690,3566,11:35,1.55,0.14,0.95,2.01,6.68,0
T010401,2025-05-01,2025-05,4,149,R-04,TR-04,tractor-trailer,D-10,11.17,423,57.0,6303,2774,3529,14:54,3.39,2.09,1.06,2.22,6.75,0
T010402,2025-05-01,2025-05,4,149,R-04,TR-04,tractor-trailer,D-02,11.17,423,44.7,6699,3125,3574,11:18,1.84,0.79,0.63,1.97,6.53,0
T010403,2025-05-01,2025-05,4,149,R-04,TR-04,tractor-trailer,D-18,11.17,423,65.3,6101,2603,3498,07:21,2.61,1.53,1.57,2.1,7.3,0
T010404,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-05,11.17,284,34.7,3841,1460,2381,12:00,2.72,1.57,1.43,2.09,5.83,0
T010405,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-05,11.17,282,32.7,3764,1424,2341,11:11,1.27,0.16,2.27,1.94,6.08,0
T010406,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-08,11.17,282,44.7,3800,1489,2312,11:32,2.0,0.69,1.37,1.9,4.95,0
T010407,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-20,11.17,282,41.0,3840,1477,2362,13:57,2.05,1.03,1.15,2.04,5.46,0
T010408,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-07,11.17,282,13.5,3708,1417,2291,11:09,1.71,0.59,0.12,1.93,6.18,0
T010409,2025-05-08,2025-05,4,149,R-04,MI-04,mini-truck,D-17,11.17,282,27.8,3770,1376,2394,12:01,2.96,1.95,0.92,2.3,5.74,0
