# SYNTHETIC. Fertiliser reservations: RESB, one per block, material and round. kzear X is a final issue. The 2025-03 round's issues dated after 2025-05-23 in ec_fertiliser.csv are open here, which is what they were on that day; 2025-10 is the programme on the books.
rsnum,matnr,werks,bdter,bdmng,enmng,meins,kzear,kostl,block_code,window
0000003168,FE-004,EC,2024-10-15,360.5,343.8,KG,X,EC-D6,214,2024-10
0000003169,FE-001,EC,2024-10-15,13398.0,9953.5,KG,X,EC-D6,215,2024-10
0000003170,FE-002,EC,2024-10-15,3298.0,3002.8,KG,X,EC-D6,215,2024-10
0000003171,FE-003,EC,2024-10-15,2473.5,2172.5,KG,X,EC-D6,215,2024-10
0000003172,FE-004,EC,2024-10-15,309.2,246.4,KG,X,EC-D6,215,2024-10
0000003173,FE-001,EC,2024-10-15,14181.6,14349.6,KG,X,EC-D6,216,2024-10
0000003174,FE-002,EC,2024-10-15,3490.8,3155.0,KG,X,EC-D6,216,2024-10
0000003175,FE-003,EC,2024-10-15,2618.1,1847.1,KG,X,EC-D6,216,2024-10
0000003176,FE-004,EC,2024-10-15,327.3,298.0,KG,X,EC-D6,216,2024-10
0000003177,FE-001,EC,2024-10-15,13600.3,9517.5,KG,X,EC-D6,222,2024-10
0000003178,FE-002,EC,2024-10-15,3347.8,3215.0,KG,X,EC-D6,222,2024-10
0000003179,FE-003,EC,2024-10-15,2510.8,2812.1,KG,X,EC-D6,222,2024-10
0000003180,FE-004,EC,2024-10-15,313.9,299.9,KG,X,EC-D6,222,2024-10
0000003181,FE-001,EC,2024-10-15,12804.8,8905.2,KG,X,EC-D6,223,2024-10
0000003182,FE-002,EC,2024-10-15,3152.0,2366.1,KG,X,EC-D6,223,2024-10
0000003183,FE-003,EC,2024-10-15,2364.0,1617.1,KG,X,EC-D6,223,2024-10
0000003184,FE-004,EC,2024-10-15,295.5,216.7,KG,X,EC-D6,223,2024-10
0000003185,FE-001,EC,2024-10-15,12358.9,10047.2,KG,X,EC-D6,230,2024-10
0000003186,FE-002,EC,2024-10-15,3042.2,2939.6,KG,X,EC-D6,230,2024-10
0000003187,FE-003,EC,2024-10-15,2281.6,2315.5,KG,X,EC-D6,230,2024-10
0000003188,FE-004,EC,2024-10-15,285.2,264.6,KG,X,EC-D6,230,2024-10
0000003189,FE-001,EC,2024-10-15,13199.3,8165.2,KG,X,EC-D6,245,2024-10
0000003190,FE-002,EC,2024-10-15,3249.1,3594.6,KG,X,EC-D6,245,2024-10
0000003191,FE-003,EC,2024-10-15,2436.8,2523.4,KG,X,EC-D6,245,2024-10
0000003192,FE-004,EC,2024-10-15,304.6,276.5,KG,X,EC-D6,245,2024-10
0000003193,FE-001,EC,2024-10-15,10100.8,6311.2,KG,X,EC-D6,246,2024-10
0000003194,FE-002,EC,2024-10-15,2486.4,2295.7,KG,X,EC-D6,246,2024-10
0000003195,FE-003,EC,2024-10-15,1864.8,1774.1,KG,X,EC-D6,246,2024-10
0000003196,FE-004,EC,2024-10-15,233.1,160.7,KG,X,EC-D6,246,2024-10
0000003197,FE-001,EC,2024-10-15,7045.7,7891.2,KG,X,EC-D6,247,2024-10
0000003198,FE-002,EC,2024-10-15,1734.3,1309.8,KG,X,EC-D6,247,2024-10
0000003199,FE-003,EC,2024-10-15,1300.7,976.9,KG,X,EC-D6,247,2024-10
0000003200,FE-004,EC,2024-10-15,162.6,166.2,KG,X,EC-D6,247,2024-10
0000003201,FE-001,EC,2024-10-15,15186.3,12504.2,KG,X,EC-D6,248,2024-10
0000003202,FE-002,EC,2024-10-15,3738.2,3357.8,KG,X,EC-D6,248,2024-10
0000003203,FE-003,EC,2024-10-15,2803.6,2972.6,KG,X,EC-D6,248,2024-10
0000003204,FE-004,EC,2024-10-15,350.5,351.4,KG,X,EC-D6,248,2024-10
0000003205,FE-001,EC,2024-10-15,11889.1,7006.0,KG,X,EC-D6,249,2024-10
0000003206,FE-002,EC,2024-10-15,2926.6,3167.2,KG,X,EC-D6,249,2024-10
0000003207,FE-003,EC,2024-10-15,2194.9,1748.1,KG,X,EC-D6,249,2024-10
0000003208,FE-004,EC,2024-10-15,274.4,235.9,KG,X,EC-D6,249,2024-10
0000003209,FE-001,EC,2024-10-15,12038.2,9806.7,KG,X,EC-D6,250,2024-10
0000003210,FE-002,EC,2024-10-15,2963.3,2182.8,KG,X,EC-D6,250,2024-10
0000003211,FE-003,EC,2024-10-15,2222.4,1947.6,KG,X,EC-D6,250,2024-10
0000003212,FE-004,EC,2024-10-15,277.8,265.7,KG,X,EC-D6,250,2024-10
0000003213,FE-001,EC,2024-10-15,11607.6,11357.1,KG,X,EC-D6,251,2024-10
0000003214,FE-002,EC,2024-10-15,2857.3,1981.3,KG,X,EC-D6,251,2024-10
0000003215,FE-003,EC,2024-10-15,2142.9,1677.9,KG,X,EC-D6,251,2024-10
0000003216,FE-004,EC,2024-10-15,267.9,227.2,KG,X,EC-D6,251,2024-10
0000003217,FE-001,EC,2024-10-15,13376.9,12815.7,KG,X,EC-D6,252,2024-10
0000003218,FE-002,EC,2024-10-15,3292.8,2779.5,KG,X,EC-D6,252,2024-10
0000003219,FE-003,EC,2024-10-15,2469.6,1825.3,KG,X,EC-D6,252,2024-10
0000003220,FE-004,EC,2024-10-15,308.7,327.3,KG,X,EC-D6,252,2024-10
0000003221,FE-001,EC,2024-10-15,8308.1,7953.8,KG,X,EC-D6,253,2024-10
0000003222,FE-002,EC,2024-10-15,2045.1,1510.6,KG,X,EC-D6,253,2024-10
0000003223,FE-003,EC,2024-10-15,1533.8,1531.3,KG,X,EC-D6,253,2024-10
0000003224,FE-004,EC,2024-10-15,191.7,184.2,KG,X,EC-D6,253,2024-10
0000003225,FE-001,EC,2024-10-15,8914.3,4170.7,KG,X,EC-D6,254,2024-10
0000003226,FE-002,EC,2024-10-15,2194.3,1587.6,KG,X,EC-D6,254,2024-10
0000003227,FE-003,EC,2024-10-15,1645.7,923.6,KG,X,EC-D6,254,2024-10
0000003228,FE-004,EC,2024-10-15,205.7,181.1,KG,X,EC-D6,254,2024-10
0000003229,FE-001,EC,2024-10-15,14121.9,15816.6,KG,X,EC-D6,255,2024-10
0000003230,FE-002,EC,2024-10-15,3476.2,2438.7,KG,X,EC-D6,255,2024-10
0000003231,FE-003,EC,2024-10-15,2607.1,2670.8,KG,X,EC-D6,255,2024-10
0000003232,FE-004,EC,2024-10-15,325.9,359.3,KG,X,EC-D6,255,2024-10
0000003233,FE-001,EC,2024-10-15,15022.9,12042.4,KG,X,EC-D6,256,2024-10
0000003234,FE-002,EC,2024-10-15,3697.9,3655.3,KG,X,EC-D6,256,2024-10
0000003235,FE-003,EC,2024-10-15,2773.4,2937.2,KG,X,EC-D6,256,2024-10
0000003236,FE-004,EC,2024-10-15,346.7,388.3,KG,X,EC-D6,256,2024-10
0000003237,FE-001,EC,2024-10-15,12807.8,12621.1,KG,X,EC-D6,257,2024-10
0000003238,FE-002,EC,2024-10-15,3152.7,2805.0,KG,X,EC-D6,257,2024-10
0000003239,FE-003,EC,2024-10-15,2364.5,1756.9,KG,X,EC-D6,257,2024-10
0000003240,FE-004,EC,2024-10-15,295.6,331.0,KG,X,EC-D6,257,2024-10
0000003241,FE-001,EC,2024-10-15,5357.3,5180.2,KG,X,EC-D6,258,2024-10
0000003242,FE-002,EC,2024-10-15,1318.7,1266.2,KG,X,EC-D6,258,2024-10
0000003243,FE-003,EC,2024-10-15,989.0,657.9,KG,X,EC-D6,258,2024-10
0000003244,FE-004,EC,2024-10-15,123.6,138.5,KG,X,EC-D6,258,2024-10
0000003245,FE-001,EC,2024-10-15,13637.5,14052.8,KG,X,EC-D6,259,2024-10
0000003246,FE-002,EC,2024-10-15,3356.9,2501.7,KG,X,EC-D6,259,2024-10
0000003247,FE-003,EC,2024-10-15,2517.7,2762.7,KG,X,EC-D6,259,2024-10
0000003248,FE-004,EC,2024-10-15,314.7,315.7,KG,X,EC-D6,259,2024-10
0000003249,FE-001,EC,2024-10-15,6795.4,4489.1,KG,X,EC-D6,260,2024-10
0000003250,FE-002,EC,2024-10-15,1672.7,1693.9,KG,X,EC-D6,260,2024-10
0000003251,FE-003,EC,2024-10-15,1254.5,850.3,KG,X,EC-D6,260,2024-10
0000003252,FE-004,EC,2024-10-15,156.8,158.2,KG,X,EC-D6,260,2024-10
0000003253,FE-001,EC,2024-10-15,8950.0,9031.3,KG,X,EC-D6,261,2024-10
0000003254,FE-002,EC,2024-10-15,2203.1,1428.3,KG,X,EC-D6,261,2024-10
0000003255,FE-003,EC,2024-10-15,1652.3,1778.7,KG,X,EC-D6,261,2024-10
0000003256,FE-004,EC,2024-10-15,206.5,204.8,KG,X,EC-D6,261,2024-10
0000003257,FE-001,EC,2024-10-15,12675.6,9948.0,KG,X,EC-D6,262,2024-10
0000003258,FE-002,EC,2024-10-15,3120.2,3072.2,KG,X,EC-D6,262,2024-10
0000003259,FE-003,EC,2024-10-15,2340.1,1829.8,KG,X,EC-D6,262,2024-10
0000003260,FE-004,EC,2024-10-15,292.5,244.1,KG,X,EC-D6,262,2024-10
0000003261,FE-001,EC,2024-10-15,13268.5,11143.0,KG,X,EC-D6,263,2024-10
0000003262,FE-002,EC,2024-10-15,3266.1,3658.0,KG,X,EC-D6,263,2024-10
0000003263,FE-003,EC,2024-10-15,2449.6,1846.2,KG,X,EC-D6,263,2024-10
0000003264,FE-004,EC,2024-10-15,306.2,328.1,KG,X,EC-D6,263,2024-10
0000003265,FE-001,EC,2024-10-15,5670.1,3467.5,KG,X,EC-D6,264,2024-10
0000003266,FE-002,EC,2024-10-15,1395.7,1326.4,KG,X,EC-D6,264,2024-10
0000003267,FE-003,EC,2024-10-15,1046.8,1172.4,KG,X,EC-D6,264,2024-10
0000003268,FE-004,EC,2024-10-15,130.8,113.3,KG,X,EC-D6,264,2024-10
0000003269,FE-001,EC,2024-10-15,7554.7,7245.0,KG,X,EC-D6,265,2024-10
0000003270,FE-002,EC,2024-10-15,1859.6,1724.4,KG,X,EC-D6,265,2024-10
0000003271,FE-003,EC,2024-10-15,1394.7,1244.9,KG,X,EC-D6,265,2024-10
0000003272,FE-004,EC,2024-10-15,174.3,133.7,KG,X,EC-D6,265,2024-10
0000003273,FE-001,EC,2024-10-15,12729.7,9097.9,KG,X,EC-D6,266,2024-10
0000003274,FE-002,EC,2024-10-15,3133.5,3230.4,KG,X,EC-D6,266,2024-10
0000003275,FE-003,EC,2024-10-15,2350.1,1864.0,KG,X,EC-D6,266,2024-10
0000003276,FE-004,EC,2024-10-15,293.8,317.0,KG,X,EC-D6,266,2024-10
0000003277,FE-001,EC,2024-10-15,8047.3,7421.8,KG,X,EC-D6,267,2024-10
0000003278,FE-002,EC,2024-10-15,1980.9,1978.9,KG,X,EC-D6,267,2024-10
0000003279,FE-003,EC,2024-10-15,1485.7,1610.3,KG,X,EC-D6,267,2024-10
0000003280,FE-004,EC,2024-10-15,185.7,192.3,KG,X,EC-D6,267,2024-10
0000003281,FE-001,EC,2024-10-15,8974.8,6678.3,KG,X,EC-D6,268,2024-10
0000003282,FE-002,EC,2024-10-15,2209.2,2220.2,KG,X,EC-D6,268,2024-10
0000003283,FE-003,EC,2024-10-15,1656.9,1399.3,KG,X,EC-D6,268,2024-10
0000003284,FE-004,EC,2024-10-15,207.1,132.7,KG,X,EC-D6,268,2024-10
0000003285,FE-001,EC,2024-10-15,9188.5,5452.1,KG,X,EC-D6,269,2024-10
0000003286,FE-002,EC,2024-10-15,2261.8,1301.2,KG,X,EC-D6,269,2024-10
0000003287,FE-003,EC,2024-10-15,1696.3,1089.8,KG,X,EC-D6,269,2024-10
0000003288,FE-004,EC,2024-10-15,212.0,200.2,KG,X,EC-D6,269,2024-10
0000003289,FE-001,EC,2024-10-15,6407.2,5705.1,KG,X,EC-D6,270,2024-10
0000003290,FE-002,EC,2024-10-15,1577.2,814.2,KG,X,EC-D6,270,2024-10
0000003291,FE-003,EC,2024-10-15,1182.9,914.0,KG,X,EC-D6,270,2024-10
0000003292,FE-004,EC,2024-10-15,147.9,102.3,KG,X,EC-D6,270,2024-10
0000003293,FE-001,EC,2024-10-15,9404.2,10532.7,KG,X,EC-D6,271,2024-10
0000003294,FE-002,EC,2024-10-15,2314.9,1868.1,KG,X,EC-D6,271,2024-10
0000003295,FE-003,EC,2024-10-15,1736.2,1675.7,KG,X,EC-D6,271,2024-10
0000003296,FE-004,EC,2024-10-15,217.0,157.0,KG,X,EC-D6,271,2024-10
0000003297,FE-001,EC,2024-10-15,11552.6,9092.1,KG,X,EC-D6,272,2024-10
0000003298,FE-002,EC,2024-10-15,2843.7,2208.1,KG,X,EC-D6,272,2024-10
0000003299,FE-003,EC,2024-10-15,2132.8,2278.6,KG,X,EC-D6,272,2024-10
0000003300,FE-004,EC,2024-10-15,266.6,194.4,KG,X,EC-D6,272,2024-10
0000003301,FE-001,EC,2024-10-15,17943.7,17899.5,KG,X,EC-D6,379,2024-10
0000003302,FE-002,EC,2024-10-15,4416.9,1820.8,KG,X,EC-D6,379,2024-10
0000003303,FE-003,EC,2024-10-15,3312.7,3036.9,KG,X,EC-D6,379,2024-10
0000003304,FE-004,EC,2024-10-15,414.1,392.9,KG,X,EC-D6,379,2024-10
0000003305,FE-001,EC,2024-10-15,12846.2,12639.3,KG,X,EC-D6,380,2024-10
0000003306,FE-002,EC,2024-10-15,3162.1,2484.9,KG,X,EC-D6,380,2024-10
0000003307,FE-003,EC,2024-10-15,2371.6,2120.1,KG,X,EC-D6,380,2024-10
0000003308,FE-004,EC,2024-10-15,296.5,259.3,KG,X,EC-D6,380,2024-10
0000003309,FE-001,EC,2024-10-15,6292.2,5188.6,KG,X,EC-D7,287,2024-10
0000003310,FE-002,EC,2024-10-15,1548.8,1423.7,KG,X,EC-D7,287,2024-10
0000003311,FE-003,EC,2024-10-15,1161.6,1092.1,KG,X,EC-D7,287,2024-10
0000003312,FE-004,EC,2024-10-15,145.2,107.5,KG,X,EC-D7,287,2024-10
0000003313,FE-001,EC,2024-10-15,2797.2,2368.4,KG,X,EC-D7,288,2024-10
0000003314,FE-002,EC,2024-10-15,688.6,564.7,KG,X,EC-D7,288,2024-10
0000003315,FE-003,EC,2024-10-15,516.4,578.4,KG,X,EC-D7,288,2024-10
0000003316,FE-004,EC,2024-10-15,64.6,57.0,KG,X,EC-D7,288,2024-10
0000003317,FE-001,EC,2024-10-15,8290.5,7415.6,KG,X,EC-D7,289,2024-10
0000003318,FE-002,EC,2024-10-15,2040.7,1748.9,KG,X,EC-D7,289,2024-10
0000003319,FE-003,EC,2024-10-15,1530.6,1714.2,KG,X,EC-D7,289,2024-10
0000003320,FE-004,EC,2024-10-15,191.3,173.1,KG,X,EC-D7,289,2024-10
0000003321,FE-001,EC,2024-10-15,10683.7,8649.7,KG,X,EC-D7,290,2024-10
0000003322,FE-002,EC,2024-10-15,2629.8,2402.6,KG,X,EC-D7,290,2024-10
0000003323,FE-003,EC,2024-10-15,1972.4,1993.3,KG,X,EC-D7,290,2024-10
0000003324,FE-004,EC,2024-10-15,246.5,276.1,KG,X,EC-D7,290,2024-10
0000003325,FE-001,EC,2024-10-15,12381.6,11349.5,KG,X,EC-D7,291,2024-10
0000003326,FE-002,EC,2024-10-15,3047.8,3413.5,KG,X,EC-D7,291,2024-10
0000003327,FE-003,EC,2024-10-15,2285.8,2120.2,KG,X,EC-D7,291,2024-10
0000003328,FE-004,EC,2024-10-15,285.7,207.6,KG,X,EC-D7,291,2024-10
0000003329,FE-001,EC,2024-10-15,8465.0,4831.8,KG,X,EC-D7,292,2024-10
0000003330,FE-002,EC,2024-10-15,2083.7,1827.5,KG,X,EC-D7,292,2024-10
0000003331,FE-003,EC,2024-10-15,1562.8,1521.3,KG,X,EC-D7,292,2024-10
0000003332,FE-004,EC,2024-10-15,195.3,194.3,KG,X,EC-D7,292,2024-10
0000003333,FE-001,EC,2024-10-15,11419.4,9914.3,KG,X,EC-D7,293,2024-10
0000003334,FE-002,EC,2024-10-15,2810.9,1714.0,KG,X,EC-D7,293,2024-10
0000003335,FE-003,EC,2024-10-15,2108.2,1188.5,KG,X,EC-D7,293,2024-10
0000003336,FE-004,EC,2024-10-15,263.5,245.1,KG,X,EC-D7,293,2024-10
0000003337,FE-001,EC,2024-10-15,5417.6,5389.0,KG,X,EC-D7,294,2024-10
0000003338,FE-002,EC,2024-10-15,1333.6,913.5,KG,X,EC-D7,294,2024-10
0000003339,FE-003,EC,2024-10-15,1000.2,890.2,KG,X,EC-D7,294,2024-10
0000003340,FE-004,EC,2024-10-15,125.0,105.8,KG,X,EC-D7,294,2024-10
0000003341,FE-001,EC,2024-10-15,5215.0,5363.7,KG,X,EC-D7,295,2024-10
0000003342,FE-002,EC,2024-10-15,1283.7,966.5,KG,X,EC-D7,295,2024-10
0000003343,FE-003,EC,2024-10-15,962.8,779.1,KG,X,EC-D7,295,2024-10
0000003344,FE-004,EC,2024-10-15,120.3,118.2,KG,X,EC-D7,295,2024-10
0000003345,FE-001,EC,2024-10-15,11640.9,8117.4,KG,X,EC-D7,296,2024-10
0000003346,FE-002,EC,2024-10-15,2865.5,2714.3,KG,X,EC-D7,296,2024-10
0000003347,FE-003,EC,2024-10-15,2149.1,2256.0,KG,X,EC-D7,296,2024-10
0000003348,FE-004,EC,2024-10-15,268.6,210.9,KG,X,EC-D7,296,2024-10
0000003349,FE-001,EC,2024-10-15,13677.1,10921.4,KG,X,EC-D7,297,2024-10
0000003350,FE-002,EC,2024-10-15,3366.7,2219.5,KG,X,EC-D7,297,2024-10
0000003351,FE-003,EC,2024-10-15,2525.0,2032.4,KG,X,EC-D7,297,2024-10
0000003352,FE-004,EC,2024-10-15,315.6,283.6,KG,X,EC-D7,297,2024-10
0000003353,FE-001,EC,2024-10-15,12361.9,13845.3,KG,X,EC-D7,298,2024-10
0000003354,FE-002,EC,2024-10-15,3042.9,2770.0,KG,X,EC-D7,298,2024-10
0000003355,FE-003,EC,2024-10-15,2282.2,1908.8,KG,X,EC-D7,298,2024-10
0000003356,FE-004,EC,2024-10-15,285.3,299.9,KG,X,EC-D7,298,2024-10
0000003357,FE-001,EC,2024-10-15,11775.7,7652.2,KG,X,EC-D7,299,2024-10
0000003358,FE-002,EC,2024-10-15,2898.6,3010.6,KG,X,EC-D7,299,2024-10
0000003359,FE-003,EC,2024-10-15,2174.0,1948.5,KG,X,EC-D7,299,2024-10
0000003360,FE-004,EC,2024-10-15,271.7,210.6,KG,X,EC-D7,299,2024-10
0000003361,FE-001,EC,2024-10-15,9262.2,7200.6,KG,X,EC-D7,300,2024-10
0000003362,FE-002,EC,2024-10-15,2279.9,1429.8,KG,X,EC-D7,300,2024-10
0000003363,FE-003,EC,2024-10-15,1710.0,1462.6,KG,X,EC-D7,300,2024-10
0000003364,FE-004,EC,2024-10-15,213.7,213.3,KG,X,EC-D7,300,2024-10
0000003365,FE-001,EC,2024-10-15,4477.4,4302.2,KG,X,EC-D7,301,2024-10
0000003366,FE-002,EC,2024-10-15,1102.1,804.7,KG,X,EC-D7,301,2024-10
0000003367,FE-003,EC,2024-10-15,826.6,778.0,KG,X,EC-D7,301,2024-10
0000003368,FE-004,EC,2024-10-15,103.3,84.5,KG,X,EC-D7,301,2024-10
0000003369,FE-001,EC,2024-10-15,13512.5,10704.4,KG,X,EC-D7,302,2024-10
0000003370,FE-002,EC,2024-10-15,3326.1,3725.3,KG,X,EC-D7,302,2024-10
0000003371,FE-003,EC,2024-10-15,2494.6,2518.3,KG,X,EC-D7,302,2024-10
0000003372,FE-004,EC,2024-10-15,311.8,273.1,KG,X,EC-D7,302,2024-10
0000003373,FE-001,EC,2024-10-15,16601.7,15882.9,KG,X,EC-D7,303,2024-10
0000003374,FE-002,EC,2024-10-15,4086.6,4577.0,KG,X,EC-D7,303,2024-10
0000003375,FE-003,EC,2024-10-15,3064.9,3103.5,KG,X,EC-D7,303,2024-10
0000003376,FE-004,EC,2024-10-15,383.1,429.1,KG,X,EC-D7,303,2024-10
0000003377,FE-001,EC,2024-10-15,12690.7,12741.8,KG,X,EC-D7,304,2024-10
0000003378,FE-002,EC,2024-10-15,3123.9,3143.3,KG,X,EC-D7,304,2024-10
0000003379,FE-003,EC,2024-10-15,2342.9,2227.2,KG,X,EC-D7,304,2024-10
0000003380,FE-004,EC,2024-10-15,292.9,219.2,KG,X,EC-D7,304,2024-10
0000003381,FE-001,EC,2024-10-15,11761.6,12080.9,KG,X,EC-D7,305,2024-10
0000003382,FE-002,EC,2024-10-15,2895.2,2177.9,KG,X,EC-D7,305,2024-10
0000003383,FE-003,EC,2024-10-15,2171.4,2235.3,KG,X,EC-D7,305,2024-10
0000003384,FE-004,EC,2024-10-15,271.4,188.6,KG,X,EC-D7,305,2024-10
0000003385,FE-001,EC,2024-10-15,10154.2,11372.7,KG,X,EC-D7,306,2024-10
0000003386,FE-002,EC,2024-10-15,2499.5,2799.4,KG,X,EC-D7,306,2024-10
0000003387,FE-003,EC,2024-10-15,1874.6,1225.6,KG,X,EC-D7,306,2024-10
0000003388,FE-004,EC,2024-10-15,234.3,170.5,KG,X,EC-D7,306,2024-10
0000003389,FE-001,EC,2024-10-15,4673.9,3587.4,KG,X,EC-D7,307,2024-10
0000003390,FE-002,EC,2024-10-15,1150.5,1130.5,KG,X,EC-D7,307,2024-10
0000003391,FE-003,EC,2024-10-15,862.9,595.3,KG,X,EC-D7,307,2024-10
0000003392,FE-004,EC,2024-10-15,107.9,91.4,KG,X,EC-D7,307,2024-10
0000003393,FE-001,EC,2024-10-15,7160.8,8020.1,KG,X,EC-D7,308,2024-10
0000003394,FE-002,EC,2024-10-15,1762.7,1342.8,KG,X,EC-D7,308,2024-10
0000003395,FE-003,EC,2024-10-15,1322.0,1215.9,KG,X,EC-D7,308,2024-10
0000003396,FE-004,EC,2024-10-15,165.2,122.0,KG,X,EC-D7,308,2024-10
0000003397,FE-001,EC,2024-10-15,11269.2,12137.0,KG,X,EC-D7,309,2024-10
0000003398,FE-002,EC,2024-10-15,2773.9,2043.9,KG,X,EC-D7,309,2024-10
0000003399,FE-003,EC,2024-10-15,2080.5,1387.1,KG,X,EC-D7,309,2024-10
0000003400,FE-004,EC,2024-10-15,260.1,256.3,KG,X,EC-D7,309,2024-10
0000003401,FE-001,EC,2024-10-15,13848.6,11357.5,KG,X,EC-D7,310,2024-10
0000003402,FE-002,EC,2024-10-15,3408.9,3004.9,KG,X,EC-D7,310,2024-10
0000003403,FE-003,EC,2024-10-15,2556.7,2221.3,KG,X,EC-D7,310,2024-10
0000003404,FE-004,EC,2024-10-15,319.6,287.2,KG,X,EC-D7,310,2024-10
0000003405,FE-001,EC,2024-10-15,15792.9,14058.9,KG,X,EC-D7,311,2024-10
0000003406,FE-002,EC,2024-10-15,3887.5,3694.8,KG,X,EC-D7,311,2024-10
0000003407,FE-003,EC,2024-10-15,2915.6,2343.4,KG,X,EC-D7,311,2024-10
0000003408,FE-004,EC,2024-10-15,364.5,320.2,KG,X,EC-D7,311,2024-10
0000003409,FE-001,EC,2024-10-15,9795.7,7987.8,KG,X,EC-D7,328,2024-10
0000003410,FE-002,EC,2024-10-15,2411.2,1866.1,KG,X,EC-D7,328,2024-10
0000003411,FE-003,EC,2024-10-15,1808.4,810.8,KG,X,EC-D7,328,2024-10
0000003412,FE-004,EC,2024-10-15,226.1,200.4,KG,X,EC-D7,328,2024-10
0000003413,FE-001,EC,2024-10-15,8221.5,5475.8,KG,X,EC-D7,329,2024-10
0000003414,FE-002,EC,2024-10-15,2023.8,2266.6,KG,X,EC-D7,329,2024-10
0000003415,FE-003,EC,2024-10-15,1517.8,848.1,KG,X,EC-D7,329,2024-10
0000003416,FE-004,EC,2024-10-15,189.7,159.9,KG,X,EC-D7,329,2024-10
0000003417,FE-001,EC,2024-10-15,7628.7,5704.0,KG,X,EC-D7,330,2024-10
0000003418,FE-002,EC,2024-10-15,1877.8,1809.3,KG,X,EC-D7,330,2024-10
0000003419,FE-003,EC,2024-10-15,1408.4,1502.4,KG,X,EC-D7,330,2024-10
0000003420,FE-004,EC,2024-10-15,176.0,99.6,KG,X,EC-D7,330,2024-10
0000003421,FE-001,EC,2024-10-15,9789.7,8269.4,KG,X,EC-D7,331,2024-10
0000003422,FE-002,EC,2024-10-15,2409.8,2011.2,KG,X,EC-D7,331,2024-10
0000003423,FE-003,EC,2024-10-15,1807.3,2024.2,KG,X,EC-D7,331,2024-10
0000003424,FE-004,EC,2024-10-15,225.9,174.6,KG,X,EC-D7,331,2024-10
0000003425,FE-001,EC,2024-10-15,9908.0,7526.9,KG,X,EC-D7,332,2024-10
0000003426,FE-002,EC,2024-10-15,2438.9,2479.2,KG,X,EC-D7,332,2024-10
0000003427,FE-003,EC,2024-10-15,1829.2,1847.8,KG,X,EC-D7,332,2024-10
0000003428,FE-004,EC,2024-10-15,228.6,256.1,KG,X,EC-D7,332,2024-10
0000003429,FE-001,EC,2024-10-15,9358.8,10181.1,KG,X,EC-D7,333,2024-10
0000003430,FE-002,EC,2024-10-15,2303.7,2050.1,KG,X,EC-D7,333,2024-10
0000003431,FE-003,EC,2024-10-15,1727.8,1484.8,KG,X,EC-D7,333,2024-10
0000003432,FE-004,EC,2024-10-15,216.0,220.3,KG,X,EC-D7,333,2024-10
0000003433,FE-001,EC,2024-10-15,12320.5,11881.3,KG,X,EC-D7,334,2024-10
0000003434,FE-002,EC,2024-10-15,3032.7,3068.7,KG,X,EC-D7,334,2024-10
0000003435,FE-003,EC,2024-10-15,2274.6,1947.4,KG,X,EC-D7,334,2024-10
0000003436,FE-004,EC,2024-10-15,284.3,267.7,KG,X,EC-D7,334,2024-10
0000003437,FE-001,EC,2024-10-15,11751.2,9431.0,KG,X,EC-D7,335,2024-10
0000003438,FE-002,EC,2024-10-15,2892.6,2344.7,KG,X,EC-D7,335,2024-10
0000003439,FE-003,EC,2024-10-15,2169.5,2348.8,KG,X,EC-D7,335,2024-10
0000003440,FE-004,EC,2024-10-15,271.2,243.1,KG,X,EC-D7,335,2024-10
0000003441,FE-001,EC,2024-10-15,11362.8,11382.3,KG,X,EC-D7,336,2024-10
0000003442,FE-002,EC,2024-10-15,2797.0,2491.5,KG,X,EC-D7,336,2024-10
0000003443,FE-003,EC,2024-10-15,2097.8,2056.7,KG,X,EC-D7,336,2024-10
0000003444,FE-004,EC,2024-10-15,262.2,158.3,KG,X,EC-D7,336,2024-10
0000003445,FE-001,EC,2024-10-15,13012.1,12371.8,KG,X,EC-D7,337,2024-10
0000003446,FE-002,EC,2024-10-15,3203.0,3055.7,KG,X,EC-D7,337,2024-10
0000003447,FE-003,EC,2024-10-15,2402.2,2215.0,KG,X,EC-D7,337,2024-10
0000003448,FE-004,EC,2024-10-15,300.3,226.5,KG,X,EC-D7,337,2024-10
0000003449,FE-001,EC,2024-10-15,10777.6,10210.6,KG,X,EC-D7,338,2024-10
0000003450,FE-002,EC,2024-10-15,2653.0,2040.6,KG,X,EC-D7,338,2024-10
0000003451,FE-003,EC,2024-10-15,1989.7,1526.3,KG,X,EC-D7,338,2024-10
0000003452,FE-004,EC,2024-10-15,248.7,227.4,KG,X,EC-D7,338,2024-10
0000003453,FE-001,EC,2024-10-15,13678.4,14054.1,KG,X,EC-D7,339,2024-10
0000003454,FE-002,EC,2024-10-15,3367.0,2791.4,KG,X,EC-D7,339,2024-10
0000003455,FE-003,EC,2024-10-15,2525.2,1893.8,KG,X,EC-D7,339,2024-10
0000003456,FE-004,EC,2024-10-15,315.7,223.2,KG,X,EC-D7,339,2024-10
0000003457,FE-001,EC,2024-10-15,14068.2,13041.9,KG,X,EC-D7,340,2024-10
0000003458,FE-002,EC,2024-10-15,3462.9,2560.2,KG,X,EC-D7,340,2024-10
0000003459,FE-003,EC,2024-10-15,2597.2,2908.5,KG,X,EC-D7,340,2024-10
