# SYNTHETIC. 36 months of block-level harvest, 2022-06 to 2025-05. The 5 months flagged observed=1 are the client's REAL recorded figures. The rest are back-cast from them using REAL rainfall at the agronomic lags (sex determination 20-24 months, abortion 8-10 months), a seasonal term and an age trend. EPMS holds the real history; the export was cut to five months.
division_code,block_code,month,bunches,planted_ha,palm_age_years,observed
4,131,2022-11,6277,31.69,7.5,0
4,131,2022-12,5977,31.69,7.58,0
4,131,2023-01,6216,31.69,7.67,0
4,131,2023-02,6106,31.69,7.75,0
4,131,2023-03,7157,31.69,7.83,0
4,131,2023-04,7921,31.69,7.92,0
4,131,2023-05,8069,31.69,8.0,0
4,131,2023-06,7962,31.69,8.08,0
4,131,2023-07,8172,31.69,8.17,0
4,131,2023-08,8407,31.69,8.25,0
4,131,2023-09,7440,31.69,8.33,0
4,131,2023-10,7671,31.69,8.42,0
4,131,2023-11,7085,31.69,8.5,0
4,131,2023-12,6812,31.69,8.58,0
4,131,2024-01,7285,31.69,8.67,0
4,131,2024-02,7235,31.69,8.75,0
4,131,2024-03,7719,31.69,8.83,0
4,131,2024-04,7679,31.69,8.92,0
4,131,2024-05,7974,31.69,9.0,0
4,131,2024-06,8089,31.69,9.08,0
4,131,2024-07,8626,31.69,9.17,0
4,131,2024-08,8126,31.69,9.25,0
4,131,2024-09,7101,31.69,9.33,0
4,131,2024-10,7927,31.69,9.42,0
4,131,2024-11,7054,31.69,9.5,0
4,131,2024-12,6832,31.69,9.58,0
4,131,2025-01,9421,31.69,9.67,1
4,131,2025-02,10666,31.69,9.75,1
4,131,2025-03,4356,31.69,9.83,1
4,131,2025-04,12053,31.69,9.92,1
4,131,2025-05,6980,31.69,10.0,1
4,132,2022-06,7288,34.05,7.08,0
4,132,2022-07,7824,34.05,7.17,0
4,132,2022-08,6619,34.05,7.25,0
4,132,2022-09,7582,34.05,7.33,0
4,132,2022-10,6503,34.05,7.42,0
4,132,2022-11,6739,34.05,7.5,0
4,132,2022-12,7320,34.05,7.58,0
4,132,2023-01,6743,34.05,7.67,0
4,132,2023-02,7108,34.05,7.75,0
4,132,2023-03,6429,34.05,7.83,0
4,132,2023-04,8086,34.05,7.92,0
4,132,2023-05,6885,34.05,8.0,0
4,132,2023-06,8085,34.05,8.08,0
4,132,2023-07,8010,34.05,8.17,0
4,132,2023-08,8216,34.05,8.25,0
4,132,2023-09,7952,34.05,8.33,0
4,132,2023-10,7183,34.05,8.42,0
4,132,2023-11,7443,34.05,8.5,0
4,132,2023-12,7162,34.05,8.58,0
4,132,2024-01,7031,34.05,8.67,0
4,132,2024-02,7470,34.05,8.75,0
4,132,2024-03,7149,34.05,8.83,0
4,132,2024-04,7374,34.05,8.92,0
4,132,2024-05,7184,34.05,9.0,0
4,132,2024-06,7960,34.05,9.08,0
4,132,2024-07,8125,34.05,9.17,0
4,132,2024-08,8491,34.05,9.25,0
4,132,2024-09,7540,34.05,9.33,0
4,132,2024-10,7016,34.05,9.42,0
4,132,2024-11,6879,34.05,9.5,0
4,132,2024-12,6997,34.05,9.58,0
4,132,2025-01,9991,34.05,9.67,1
4,132,2025-02,12030,34.05,9.75,1
4,132,2025-03,7048,34.05,9.83,1
4,132,2025-04,11852,34.05,9.92,1
4,132,2025-05,3483,34.05,10.0,1
4,133,2022-06,8079,27.44,7.08,0
4,133,2022-07,8765,27.44,7.17,0
4,133,2022-08,8119,27.44,7.25,0
4,133,2022-09,8584,27.44,7.33,0
4,133,2022-10,8573,27.44,7.42,0
4,133,2022-11,7745,27.44,7.5,0
4,133,2022-12,7721,27.44,7.58,0
4,133,2023-01,8108,27.44,7.67,0
4,133,2023-02,7330,27.44,7.75,0
4,133,2023-03,8793,27.44,7.83,0
4,133,2023-04,8843,27.44,7.92,0
4,133,2023-05,8509,27.44,8.0,0
4,133,2023-06,9054,27.44,8.08,0
4,133,2023-07,9494,27.44,8.17,0
4,133,2023-08,9960,27.44,8.25,0
4,133,2023-09,9204,27.44,8.33,0
4,133,2023-10,9153,27.44,8.42,0
4,133,2023-11,8261,27.44,8.5,0
4,133,2023-12,7746,27.44,8.58,0
4,133,2024-01,8169,27.44,8.67,0
4,133,2024-02,9094,27.44,8.75,0
4,133,2024-03,8963,27.44,8.83,0
4,133,2024-04,8364,27.44,8.92,0
4,133,2024-05,8566,27.44,9.0,0
4,133,2024-06,9289,27.44,9.08,0
4,133,2024-07,9291,27.44,9.17,0
4,133,2024-08,8810,27.44,9.25,0
4,133,2024-09,8650,27.44,9.33,0
4,133,2024-10,8588,27.44,9.42,0
4,133,2024-11,9154,27.44,9.5,0
4,133,2024-12,8197,27.44,9.58,0
4,133,2025-01,8683,27.44,9.67,1
4,133,2025-02,13025,27.44,9.75,1
4,133,2025-03,8675,27.44,9.83,1
4,133,2025-04,13263,27.44,9.92,1
4,133,2025-05,6782,27.44,10.0,1
4,134,2022-06,6851,35.89,7.08,0
4,134,2022-07,7113,35.89,7.17,0
4,134,2022-08,8190,35.89,7.25,0
4,134,2022-09,8261,35.89,7.33,0
4,134,2022-10,7247,35.89,7.42,0
4,134,2022-11,7515,35.89,7.5,0
4,134,2022-12,7615,35.89,7.58,0
4,134,2023-01,7251,35.89,7.67,0
4,134,2023-02,7259,35.89,7.75,0
4,134,2023-03,7933,35.89,7.83,0
4,134,2023-04,8440,35.89,7.92,0
4,134,2023-05,8394,35.89,8.0,0
4,134,2023-06,8838,35.89,8.08,0
4,134,2023-07,8788,35.89,8.17,0
4,134,2023-08,8150,35.89,8.25,0
4,134,2023-09,8330,35.89,8.33,0
4,134,2023-10,7474,35.89,8.42,0
4,134,2023-11,7930,35.89,8.5,0
4,134,2023-12,7525,35.89,8.58,0
4,134,2024-01,7941,35.89,8.67,0
4,134,2024-02,7783,35.89,8.75,0
4,134,2024-03,8077,35.89,8.83,0
4,134,2024-04,8174,35.89,8.92,0
4,134,2024-05,8773,35.89,9.0,0
4,134,2024-06,8012,35.89,9.08,0
4,134,2024-07,9036,35.89,9.17,0
4,134,2024-08,8911,35.89,9.25,0
4,134,2024-09,9171,35.89,9.33,0
4,134,2024-10,7624,35.89,9.42,0
4,134,2024-11,7393,35.89,9.5,0
4,134,2024-12,8106,35.89,9.58,0
4,134,2025-01,11071,35.89,9.67,1
4,134,2025-02,6453,35.89,9.75,1
4,134,2025-03,10130,35.89,9.83,1
4,134,2025-04,8146,35.89,9.92,1
4,134,2025-05,12536,35.89,10.0,1
4,135,2022-06,5610,27.26,7.08,0
4,135,2022-07,6219,27.26,7.17,0
4,135,2022-08,5623,27.26,7.25,0
4,135,2022-09,5376,27.26,7.33,0
4,135,2022-10,5751,27.26,7.42,0
4,135,2022-11,5685,27.26,7.5,0
4,135,2022-12,5783,27.26,7.58,0
4,135,2023-01,5140,27.26,7.67,0
4,135,2023-02,4872,27.26,7.75,0
4,135,2023-03,5939,27.26,7.83,0
4,135,2023-04,5891,27.26,7.92,0
4,135,2023-05,6110,27.26,8.0,0
4,135,2023-06,6193,27.26,8.08,0
4,135,2023-07,6769,27.26,8.17,0
4,135,2023-08,6632,27.26,8.25,0
4,135,2023-09,6434,27.26,8.33,0
4,135,2023-10,5670,27.26,8.42,0
4,135,2023-11,5747,27.26,8.5,0
4,135,2023-12,5479,27.26,8.58,0
4,135,2024-01,6255,27.26,8.67,0
4,135,2024-02,6220,27.26,8.75,0
4,135,2024-03,5979,27.26,8.83,0
4,135,2024-04,6039,27.26,8.92,0
4,135,2024-05,5643,27.26,9.0,0
4,135,2024-06,5970,27.26,9.08,0
4,135,2024-07,5858,27.26,9.17,0
4,135,2024-08,6133,27.26,9.25,0
4,135,2024-09,6234,27.26,9.33,0
4,135,2024-10,5556,27.26,9.42,0
4,135,2024-11,5415,27.26,9.5,0
4,135,2024-12,6373,27.26,9.58,0
4,135,2025-01,8869,27.26,9.67,1
4,135,2025-02,9352,27.26,9.75,1
4,135,2025-03,4914,27.26,9.83,1
4,135,2025-04,6265,27.26,9.92,1
4,135,2025-05,6334,27.26,10.0,1
4,136,2022-06,5487,32.35,7.08,0
4,136,2022-07,5857,32.35,7.17,0
4,136,2022-08,6682,32.35,7.25,0
4,136,2022-09,6373,32.35,7.33,0
4,136,2022-10,6519,32.35,7.42,0
4,136,2022-11,5778,32.35,7.5,0
4,136,2022-12,6213,32.35,7.58,0
4,136,2023-01,6107,32.35,7.67,0
4,136,2023-02,5582,32.35,7.75,0
4,136,2023-03,6501,32.35,7.83,0
4,136,2023-04,6478,32.35,7.92,0
4,136,2023-05,6050,32.35,8.0,0
4,136,2023-06,6536,32.35,8.08,0
4,136,2023-07,6922,32.35,8.17,0
4,136,2023-08,6231,32.35,8.25,0
4,136,2023-09,6237,32.35,8.33,0
4,136,2023-10,6605,32.35,8.42,0
4,136,2023-11,5919,32.35,8.5,0
4,136,2023-12,6496,32.35,8.58,0
4,136,2024-01,6154,32.35,8.67,0
4,136,2024-02,6649,32.35,8.75,0
4,136,2024-03,6482,32.35,8.83,0
4,136,2024-04,6554,32.35,8.92,0
4,136,2024-05,6436,32.35,9.0,0
4,136,2024-06,7179,32.35,9.08,0
4,136,2024-07,6829,32.35,9.17,0
4,136,2024-08,6575,32.35,9.25,0
4,136,2024-09,6537,32.35,9.33,0
4,136,2024-10,6922,32.35,9.42,0
4,136,2024-11,6211,32.35,9.5,0
4,136,2024-12,6455,32.35,9.58,0
4,136,2025-01,8636,32.35,9.67,1
4,136,2025-02,10418,32.35,9.75,1
4,136,2025-03,3787,32.35,9.83,1
4,136,2025-04,10741,32.35,9.92,1
4,136,2025-05,5652,32.35,10.0,1
4,137,2022-06,5172,29.68,7.08,0
4,137,2022-07,4941,29.68,7.17,0
4,137,2022-08,5778,29.68,7.25,0
4,137,2022-09,4981,29.68,7.33,0
4,137,2022-10,4976,29.68,7.42,0
4,137,2022-11,5595,29.68,7.5,0
4,137,2022-12,5213,29.68,7.58,0
4,137,2023-01,4531,29.68,7.67,0
4,137,2023-02,4725,29.68,7.75,0
4,137,2023-03,5378,29.68,7.83,0
4,137,2023-04,6072,29.68,7.92,0
4,137,2023-05,6057,29.68,8.0,0
4,137,2023-06,5791,29.68,8.08,0
4,137,2023-07,6311,29.68,8.17,0
4,137,2023-08,5713,29.68,8.25,0
4,137,2023-09,5286,29.68,8.33,0
4,137,2023-10,5442,29.68,8.42,0
4,137,2023-11,5564,29.68,8.5,0
4,137,2023-12,5365,29.68,8.58,0
4,137,2024-01,5525,29.68,8.67,0
4,137,2024-02,5794,29.68,8.75,0
4,137,2024-03,5128,29.68,8.83,0
4,137,2024-04,5588,29.68,8.92,0
4,137,2024-05,5312,29.68,9.0,0
4,137,2024-06,6281,29.68,9.08,0
4,137,2024-07,6318,29.68,9.17,0
4,137,2024-08,5590,29.68,9.25,0
4,137,2024-09,5247,29.68,9.33,0
4,137,2024-10,5651,29.68,9.42,0
4,137,2024-11,5550,29.68,9.5,0
4,137,2024-12,6003,29.68,9.58,0
4,137,2025-01,9253,29.68,9.67,1
4,137,2025-02,10226,29.68,9.75,1
4,137,2025-03,3994,29.68,9.83,1
4,137,2025-04,8849,29.68,9.92,1
4,137,2025-05,1688,29.68,10.0,1
4,138,2022-06,6796,38.25,7.08,0
4,138,2022-07,8021,38.25,7.17,0
4,138,2022-08,8112,38.25,7.25,0
4,138,2022-09,7610,38.25,7.33,0
4,138,2022-10,7273,38.25,7.42,0
4,138,2022-11,6578,38.25,7.5,0
4,138,2022-12,6670,38.25,7.58,0
4,138,2023-01,6173,38.25,7.67,0
4,138,2023-02,6580,38.25,7.75,0
4,138,2023-03,7928,38.25,7.83,0
4,138,2023-04,7772,38.25,7.92,0
4,138,2023-05,7490,38.25,8.0,0
4,138,2023-06,7966,38.25,8.08,0
4,138,2023-07,8010,38.25,8.17,0
4,138,2023-08,8675,38.25,8.25,0
4,138,2023-09,7804,38.25,8.33,0
4,138,2023-10,7079,38.25,8.42,0
4,138,2023-11,7865,38.25,8.5,0
4,138,2023-12,7652,38.25,8.58,0
4,138,2024-01,7640,38.25,8.67,0
4,138,2024-02,6956,38.25,8.75,0
4,138,2024-03,7931,38.25,8.83,0
4,138,2024-04,7244,38.25,8.92,0
4,138,2024-05,7054,38.25,9.0,0
4,138,2024-06,7501,38.25,9.08,0
4,138,2024-07,8269,38.25,9.17,0
4,138,2024-08,8244,38.25,9.25,0
4,138,2024-09,7303,38.25,9.33,0
4,138,2024-10,8075,38.25,9.42,0
4,138,2024-11,7636,38.25,9.5,0
4,138,2024-12,7418,38.25,9.58,0
4,138,2025-01,8290,38.25,9.67,1
4,138,2025-02,13330,38.25,9.75,1
4,138,2025-03,3543,38.25,9.83,1
4,138,2025-04,14800,38.25,9.92,1
4,138,2025-05,6123,38.25,10.0,1
4,139,2022-06,7177,25.99,7.08,0
4,139,2022-07,7272,25.99,7.17,0
4,139,2022-08,8082,25.99,7.25,0
4,139,2022-09,7795,25.99,7.33,0
4,139,2022-10,7170,25.99,7.42,0
4,139,2022-11,6311,25.99,7.5,0
4,139,2022-12,7265,25.99,7.58,0
4,139,2023-01,6662,25.99,7.67,0
4,139,2023-02,6747,25.99,7.75,0
4,139,2023-03,6768,25.99,7.83,0
4,139,2023-04,7859,25.99,7.92,0
4,139,2023-05,8277,25.99,8.0,0
4,139,2023-06,7863,25.99,8.08,0
4,139,2023-07,7389,25.99,8.17,0
4,139,2023-08,8239,25.99,8.25,0
4,139,2023-09,7984,25.99,8.33,0
4,139,2023-10,7918,25.99,8.42,0
4,139,2023-11,6909,25.99,8.5,0
4,139,2023-12,7422,25.99,8.58,0
4,139,2024-01,7108,25.99,8.67,0
4,139,2024-02,7046,25.99,8.75,0
4,139,2024-03,7526,25.99,8.83,0
4,139,2024-04,6596,25.99,8.92,0
4,139,2024-05,7264,25.99,9.0,0
4,139,2024-06,8178,25.99,9.08,0
4,139,2024-07,8700,25.99,9.17,0
4,139,2024-08,7436,25.99,9.25,0
4,139,2024-09,8345,25.99,9.33,0
4,139,2024-10,8034,25.99,9.42,0
4,139,2024-11,6825,25.99,9.5,0
4,139,2024-12,7237,25.99,9.58,0
4,139,2025-01,7659,25.99,9.67,1
4,139,2025-02,8964,25.99,9.75,1
4,139,2025-03,6168,25.99,9.83,1
4,139,2025-04,12633,25.99,9.92,1
4,139,2025-05,8210,25.99,10.0,1
4,140,2022-06,6201,27.92,7.08,0
4,140,2022-07,6209,27.92,7.17,0
4,140,2022-08,6875,27.92,7.25,0
4,140,2022-09,6872,27.92,7.33,0
4,140,2022-10,6109,27.92,7.42,0
4,140,2022-11,6333,27.92,7.5,0
4,140,2022-12,6021,27.92,7.58,0
4,140,2023-01,5521,27.92,7.67,0
4,140,2023-02,5753,27.92,7.75,0
4,140,2023-03,6549,27.92,7.83,0
4,140,2023-04,7515,27.92,7.92,0
4,140,2023-05,7228,27.92,8.0,0
4,140,2023-06,6625,27.92,8.08,0
4,140,2023-07,7373,27.92,8.17,0
4,140,2023-08,6672,27.92,8.25,0
4,140,2023-09,6971,27.92,8.33,0
4,140,2023-10,6553,27.92,8.42,0
4,140,2023-11,6676,27.92,8.5,0
4,140,2023-12,6096,27.92,8.58,0
4,140,2024-01,6308,27.92,8.67,0
4,140,2024-02,6509,27.92,8.75,0
4,140,2024-03,6354,27.92,8.83,0
4,140,2024-04,6938,27.92,8.92,0
4,140,2024-05,7002,27.92,9.0,0
4,140,2024-06,6527,27.92,9.08,0
4,140,2024-07,7686,27.92,9.17,0
4,140,2024-08,6775,27.92,9.25,0
4,140,2024-09,6814,27.92,9.33,0
4,140,2024-10,7102,27.92,9.42,0
4,140,2024-11,6500,27.92,9.5,0
4,140,2024-12,6559,27.92,9.58,0
4,140,2025-01,12705,27.92,9.67,1
4,140,2025-02,6777,27.92,9.75,1
4,140,2025-03,8682,27.92,9.83,1
4,140,2025-04,7323,27.92,9.92,1
4,140,2025-05,5197,27.92,10.0,1
4,141,2022-06,6082,29.66,7.08,0
4,141,2022-07,6677,29.66,7.17,0
4,141,2022-08,6724,29.66,7.25,0
4,141,2022-09,6129,29.66,7.33,0
4,141,2022-10,6002,29.66,7.42,0
4,141,2022-11,6797,29.66,7.5,0
4,141,2022-12,6268,29.66,7.58,0
4,141,2023-01,6600,29.66,7.67,0
4,141,2023-02,5938,29.66,7.75,0
4,141,2023-03,6830,29.66,7.83,0
4,141,2023-04,6936,29.66,7.92,0
4,141,2023-05,6712,29.66,8.0,0
4,141,2023-06,7214,29.66,8.08,0
4,141,2023-07,7336,29.66,8.17,0
4,141,2023-08,7181,29.66,8.25,0
4,141,2023-09,6925,29.66,8.33,0
4,141,2023-10,6385,29.66,8.42,0
4,141,2023-11,6060,29.66,8.5,0
4,141,2023-12,6337,29.66,8.58,0
4,141,2024-01,6985,29.66,8.67,0
4,141,2024-02,6134,29.66,8.75,0
4,141,2024-03,6944,29.66,8.83,0
4,141,2024-04,6283,29.66,8.92,0
4,141,2024-05,6846,29.66,9.0,0
4,141,2024-06,7452,29.66,9.08,0
4,141,2024-07,7536,29.66,9.17,0
4,141,2024-08,6688,29.66,9.25,0
4,141,2024-09,7795,29.66,9.33,0
4,141,2024-10,6483,29.66,9.42,0
4,141,2024-11,6659,29.66,9.5,0
4,141,2024-12,6360,29.66,9.58,0
4,141,2025-01,11386,29.66,9.67,1
4,141,2025-02,5630,29.66,9.75,1
4,141,2025-03,7501,29.66,9.83,1
4,141,2025-04,10500,29.66,9.92,1
4,141,2025-05,6314,29.66,10.0,1
4,142,2022-06,5972,26.1,7.08,0
4,142,2022-07,6450,26.1,7.17,0
4,142,2022-08,6228,26.1,7.25,0
4,142,2022-09,5894,26.1,7.33,0
4,142,2022-10,6030,26.1,7.42,0
4,142,2022-11,5559,26.1,7.5,0
4,142,2022-12,5091,26.1,7.58,0
4,142,2023-01,5601,26.1,7.67,0
4,142,2023-02,5930,26.1,7.75,0
4,142,2023-03,5746,26.1,7.83,0
4,142,2023-04,6031,26.1,7.92,0
4,142,2023-05,5829,26.1,8.0,0
4,142,2023-06,6985,26.1,8.08,0
4,142,2023-07,7191,26.1,8.17,0
4,142,2023-08,6787,26.1,8.25,0
4,142,2023-09,6037,26.1,8.33,0
4,142,2023-10,6424,26.1,8.42,0
4,142,2023-11,5692,26.1,8.5,0
4,142,2023-12,5385,26.1,8.58,0
4,142,2024-01,5753,26.1,8.67,0
4,142,2024-02,5996,26.1,8.75,0
4,142,2024-03,6025,26.1,8.83,0
4,142,2024-04,6341,26.1,8.92,0
4,142,2024-05,5689,26.1,9.0,0
4,142,2024-06,6357,26.1,9.08,0
4,142,2024-07,6530,26.1,9.17,0
4,142,2024-08,6096,26.1,9.25,0
4,142,2024-09,6468,26.1,9.33,0
4,142,2024-10,6200,26.1,9.42,0
4,142,2024-11,5929,26.1,9.5,0
4,142,2024-12,5846,26.1,9.58,0
4,142,2025-01,6992,26.1,9.67,1
4,142,2025-02,5906,26.1,9.75,1
4,142,2025-03,7719,26.1,9.83,1
4,142,2025-04,10472,26.1,9.92,1
4,142,2025-05,5861,26.1,10.0,1
4,143,2022-06,6485,27.97,7.08,0
4,143,2022-07,5937,27.97,7.17,0
4,143,2022-08,6542,27.97,7.25,0
4,143,2022-09,7075,27.97,7.33,0
4,143,2022-10,5727,27.97,7.42,0
4,143,2022-11,6729,27.97,7.5,0
4,143,2022-12,6560,27.97,7.58,0
4,143,2023-01,5545,27.97,7.67,0
4,143,2023-02,6446,27.97,7.75,0
4,143,2023-03,5873,27.97,7.83,0
4,143,2023-04,7103,27.97,7.92,0
4,143,2023-05,6329,27.97,8.0,0
4,143,2023-06,7036,27.97,8.08,0
4,143,2023-07,7420,27.97,8.17,0
4,143,2023-08,7536,27.97,8.25,0
4,143,2023-09,6739,27.97,8.33,0
4,143,2023-10,6129,27.97,8.42,0
4,143,2023-11,5851,27.97,8.5,0
4,143,2023-12,5954,27.97,8.58,0
4,143,2024-01,6199,27.97,8.67,0
4,143,2024-02,6913,27.97,8.75,0
4,143,2024-03,6702,27.97,8.83,0
4,143,2024-04,6858,27.97,8.92,0
4,143,2024-05,7411,27.97,9.0,0
4,143,2024-06,6460,27.97,9.08,0
4,143,2024-07,6697,27.97,9.17,0
4,143,2024-08,7458,27.97,9.25,0
4,143,2024-09,7228,27.97,9.33,0
4,143,2024-10,6687,27.97,9.42,0
4,143,2024-11,6103,27.97,9.5,0
4,143,2024-12,6304,27.97,9.58,0
4,143,2025-01,8549,27.97,9.67,1
4,143,2025-02,8248,27.97,9.75,1
4,143,2025-03,9624,27.97,9.83,1
4,143,2025-04,7263,27.97,9.92,1
4,143,2025-05,6162,27.97,10.0,1
4,144,2022-06,4036,25.56,7.08,0
4,144,2022-07,4809,25.56,7.17,0
4,144,2022-08,4428,25.56,7.25,0
4,144,2022-09,4904,25.56,7.33,0
4,144,2022-10,4533,25.56,7.42,0
4,144,2022-11,4304,25.56,7.5,0
4,144,2022-12,4072,25.56,7.58,0
4,144,2023-01,4277,25.56,7.67,0
4,144,2023-02,4144,25.56,7.75,0
4,144,2023-03,4668,25.56,7.83,0
4,144,2023-04,4449,25.56,7.92,0
4,144,2023-05,4915,25.56,8.0,0
4,144,2023-06,4865,25.56,8.08,0
4,144,2023-07,4730,25.56,8.17,0
4,144,2023-08,5379,25.56,8.25,0
4,144,2023-09,4730,25.56,8.33,0
4,144,2023-10,4649,25.56,8.42,0
4,144,2023-11,4463,25.56,8.5,0
4,144,2023-12,4046,25.56,8.58,0
4,144,2024-01,4839,25.56,8.67,0
4,144,2024-02,4011,25.56,8.75,0
4,144,2024-03,4129,25.56,8.83,0
4,144,2024-04,4246,25.56,8.92,0
4,144,2024-05,4855,25.56,9.0,0
4,144,2024-06,4564,25.56,9.08,0
4,144,2024-07,5144,25.56,9.17,0
4,144,2024-08,5018,25.56,9.25,0
4,144,2024-09,4501,25.56,9.33,0
4,144,2024-10,4302,25.56,9.42,0
4,144,2024-11,4220,25.56,9.5,0
4,144,2024-12,4272,25.56,9.58,0
4,144,2025-01,4789,25.56,9.67,1
4,144,2025-02,3376,25.56,9.75,1
4,144,2025-03,7811,25.56,9.83,1
4,144,2025-04,7384,25.56,9.92,1
4,144,2025-05,4977,25.56,10.0,1
4,145,2022-06,5113,35.56,7.08,0
4,145,2022-07,5441,35.56,7.17,0
4,145,2022-08,6434,35.56,7.25,0
4,145,2022-09,5873,35.56,7.33,0
4,145,2022-10,5651,35.56,7.42,0
4,145,2022-11,5063,35.56,7.5,0
4,145,2022-12,5332,35.56,7.58,0
4,145,2023-01,5263,35.56,7.67,0
4,145,2023-02,5055,35.56,7.75,0
4,145,2023-03,6010,35.56,7.83,0
4,145,2023-04,6295,35.56,7.92,0
4,145,2023-05,5945,35.56,8.0,0
4,145,2023-06,6212,35.56,8.08,0
4,145,2023-07,6767,35.56,8.17,0
4,145,2023-08,5821,35.56,8.25,0
4,145,2023-09,6139,35.56,8.33,0
4,145,2023-10,6284,35.56,8.42,0
4,145,2023-11,5836,35.56,8.5,0
4,145,2023-12,6178,35.56,8.58,0
4,145,2024-01,6113,35.56,8.67,0
4,145,2024-02,6149,35.56,8.75,0
4,145,2024-03,6062,35.56,8.83,0
4,145,2024-04,6164,35.56,8.92,0
4,145,2024-05,6370,35.56,9.0,0
4,145,2024-06,6337,35.56,9.08,0
4,145,2024-07,6610,35.56,9.17,0
4,145,2024-08,6073,35.56,9.25,0
4,145,2024-09,6769,35.56,9.33,0
4,145,2024-10,6024,35.56,9.42,0
4,145,2024-11,5272,35.56,9.5,0
4,145,2024-12,5950,35.56,9.58,0
4,145,2025-01,5891,35.56,9.67,1
4,145,2025-02,6045,35.56,9.75,1
4,145,2025-03,8148,35.56,9.83,1
4,145,2025-04,13189,35.56,9.92,1
4,145,2025-05,3158,35.56,10.0,1
4,146,2022-06,5797,28.59,7.08,0
4,146,2022-07,6919,28.59,7.17,0
4,146,2022-08,5895,28.59,7.25,0
4,146,2022-09,6165,28.59,7.33,0
4,146,2022-10,6261,28.59,7.42,0
4,146,2022-11,5769,28.59,7.5,0
4,146,2022-12,6342,28.59,7.58,0
4,146,2023-01,6317,28.59,7.67,0
4,146,2023-02,6248,28.59,7.75,0
4,146,2023-03,6653,28.59,7.83,0
4,146,2023-04,6997,28.59,7.92,0
4,146,2023-05,6630,28.59,8.0,0
4,146,2023-06,7013,28.59,8.08,0
4,146,2023-07,7660,28.59,8.17,0
4,146,2023-08,6419,28.59,8.25,0
4,146,2023-09,6976,28.59,8.33,0
4,146,2023-10,6001,28.59,8.42,0
4,146,2023-11,6415,28.59,8.5,0
4,146,2023-12,6016,28.59,8.58,0
4,146,2024-01,6883,28.59,8.67,0
4,146,2024-02,6631,28.59,8.75,0
4,146,2024-03,5862,28.59,8.83,0
4,146,2024-04,6335,28.59,8.92,0
4,146,2024-05,6981,28.59,9.0,0
4,146,2024-06,6348,28.59,9.08,0
4,146,2024-07,6580,28.59,9.17,0
4,146,2024-08,6813,28.59,9.25,0
4,146,2024-09,6352,28.59,9.33,0
4,146,2024-10,6470,28.59,9.42,0
4,146,2024-11,6463,28.59,9.5,0
4,146,2024-12,6378,28.59,9.58,0
4,146,2025-01,6003,28.59,9.67,1
4,146,2025-02,6620,28.59,9.75,1
4,146,2025-03,8009,28.59,9.83,1
4,146,2025-04,12400,28.59,9.92,1
4,146,2025-05,5993,28.59,10.0,1
4,147,2022-06,5165,26.49,7.08,0
4,147,2022-07,5195,26.49,7.17,0
4,147,2022-08,5576,26.49,7.25,0
4,147,2022-09,5181,26.49,7.33,0
4,147,2022-10,4832,26.49,7.42,0
4,147,2022-11,5033,26.49,7.5,0
4,147,2022-12,4286,26.49,7.58,0
4,147,2023-01,5022,26.49,7.67,0
4,147,2023-02,4996,26.49,7.75,0
4,147,2023-03,5285,26.49,7.83,0
4,147,2023-04,4789,26.49,7.92,0
4,147,2023-05,4915,26.49,8.0,0
4,147,2023-06,5801,26.49,8.08,0
4,147,2023-07,5744,26.49,8.17,0
4,147,2023-08,5836,26.49,8.25,0
4,147,2023-09,5383,26.49,8.33,0
4,147,2023-10,4962,26.49,8.42,0
4,147,2023-11,4776,26.49,8.5,0
4,147,2023-12,4870,26.49,8.58,0
4,147,2024-01,5316,26.49,8.67,0
4,147,2024-02,5333,26.49,8.75,0
4,147,2024-03,5060,26.49,8.83,0
4,147,2024-04,5312,26.49,8.92,0
4,147,2024-05,5196,26.49,9.0,0
4,147,2024-06,5862,26.49,9.08,0
4,147,2024-07,5977,26.49,9.17,0
4,147,2024-08,5358,26.49,9.25,0
4,147,2024-09,5091,26.49,9.33,0
4,147,2024-10,4733,26.49,9.42,0
4,147,2024-11,5386,26.49,9.5,0
4,147,2024-12,5619,26.49,9.58,0
4,147,2025-01,4604,26.49,9.67,1
4,147,2025-02,5788,26.49,9.75,1
4,147,2025-03,7679,26.49,9.83,1
4,147,2025-04,8056,26.49,9.92,1
4,147,2025-05,5678,26.49,10.0,1
4,148,2022-06,6625,32.85,7.08,0
4,148,2022-07,6520,32.85,7.17,0
4,148,2022-08,6418,32.85,7.25,0
4,148,2022-09,6663,32.85,7.33,0
4,148,2022-10,5752,32.85,7.42,0
4,148,2022-11,6667,32.85,7.5,0
4,148,2022-12,5875,32.85,7.58,0
4,148,2023-01,5555,32.85,7.67,0
4,148,2023-02,6713,32.85,7.75,0
4,148,2023-03,6984,32.85,7.83,0
4,148,2023-04,6433,32.85,7.92,0
4,148,2023-05,6766,32.85,8.0,0
4,148,2023-06,6653,32.85,8.08,0
4,148,2023-07,7698,32.85,8.17,0
4,148,2023-08,7885,32.85,8.25,0
4,148,2023-09,6804,32.85,8.33,0
4,148,2023-10,6822,32.85,8.42,0
4,148,2023-11,6057,32.85,8.5,0
4,148,2023-12,6286,32.85,8.58,0
4,148,2024-01,5986,32.85,8.67,0
4,148,2024-02,6563,32.85,8.75,0
