# SYNTHETIC. Dispatch orders: the plan side of the trip ledger. Planned tonnes are the harvest plan's bunches at the block's bunch weight, split across the vehicles that went; actual is what the weighbridge weighed (ec_weighbridge.csv), so the gap is harvest shortfall and shrinkage together. Stands in for the SAP PM vehicle trip plan.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to,driver_id,route_code
WO-2025-0331-D-015,2025-03-31,dispatch,evacuation,3,104,TR-08,3,2,12.7,7.17,tonnes,0.86,0.57,partial,10:32,17:08,,D-06/D-12,R-03
WO-2025-0331-D-016,2025-03-31,dispatch,evacuation,3,113,TR-01,3,2,12.66,7.58,tonnes,1.06,0.71,partial,09:44,15:15,,D-09/D-16,R-03
WO-2025-0331-D-017,2025-03-31,dispatch,evacuation,3,86,TR-04,6,3,24.88,12.44,tonnes,1.9,0.95,partial,08:40,16:11,,D-06/D-10/D-16,R-03
WO-2025-0331-D-018,2025-03-31,dispatch,evacuation,4,129,TR-07,9,4,37.19,17.33,tonnes,2.71,1.21,partial,07:13,14:56,,D-05/D-06/D-12/D-19,R-04
WO-2025-0331-D-019,2025-03-31,dispatch,evacuation,4,139,MI-01,11,6,27.43,13.29,tonnes,3.08,1.68,partial,07:33,15:48,,D-05/D-14/D-16/D-17/D-19,R-04
WO-2025-0331-D-020,2025-03-31,dispatch,evacuation,4,156,TR-01,4,4,17.47,13.16,tonnes,1.39,1.39,partial,12:12,16:27,,D-05/D-07/D-15/D-16,R-04
WO-2025-0331-D-021,2025-03-31,dispatch,evacuation,4,160,TR-08,5,4,18.41,13.62,tonnes,1.54,1.23,partial,07:54,14:50,,D-03/D-04/D-08/D-18,R-04
WO-2025-0331-D-022,2025-03-31,dispatch,evacuation,4,165,MI-02,5,3,10.55,6.37,tonnes,1.59,0.95,partial,07:00,13:19,,D-01/D-18/D-20,R-04
WO-2025-0331-D-023,2025-03-31,dispatch,evacuation,5,169,TR-03,6,4,23.87,13.53,tonnes,1.72,1.15,partial,07:48,14:42,,D-07/D-10/D-16/D-17,R-05
WO-2025-0331-D-024,2025-03-31,dispatch,evacuation,5,185,DU-04,2,2,13.36,10.12,tonnes,0.72,0.72,partial,10:01,15:17,,D-09/D-16,R-05
WO-2025-0331-D-025,2025-03-31,dispatch,evacuation,5,190,MI-04,6,4,12.5,9.18,tonnes,1.25,0.83,partial,09:18,16:10,,D-02/D-04/D-06/D-17,R-05
WO-2025-0331-D-026,2025-03-31,dispatch,evacuation,6,203,TR-05,6,3,26.52,11.7,tonnes,1.4,0.7,partial,10:52,14:18,,D-05/D-17/D-19,R-06
WO-2025-0331-D-027,2025-03-31,dispatch,evacuation,6,271,TR-07,3,2,13.46,7.49,tonnes,0.82,0.54,partial,12:57,17:03,,D-07/D-13,R-06
WO-2025-0331-D-028,2025-03-31,dispatch,evacuation,7,289,MI-01,6,3,14.19,6.23,tonnes,1.56,0.78,partial,07:53,15:27,,D-01/D-07/D-16,R-07
WO-2025-0331-D-029,2025-03-31,dispatch,evacuation,7,303,DU-01,3,2,14.68,8.86,tonnes,0.52,0.35,partial,08:02,12:35,,D-03/D-07,R-07
WO-2025-0331-D-030,2025-03-31,dispatch,evacuation,7,309,TR-01,4,3,16.24,10.04,tonnes,0.77,0.58,partial,07:42,12:05,,D-08/D-16/D-17,R-07
WO-2025-0401-D-001,2025-04-01,dispatch,evacuation,1,14,TR-08,3,3,9.83,9.0,tonnes,0.6,0.6,completed,07:08,13:03,,D-02/D-08/D-17,R-01
WO-2025-0401-D-002,2025-04-01,dispatch,evacuation,1,15,TR-08,3,2,9.37,8.68,tonnes,0.7,0.47,completed,08:05,15:45,,D-02/D-13,R-01
WO-2025-0401-D-003,2025-04-01,dispatch,evacuation,1,16,TR-07,2,2,7.98,7.24,tonnes,0.43,0.43,completed,08:30,16:32,,D-08/D-11,R-01
WO-2025-0401-D-004,2025-04-01,dispatch,evacuation,1,19,TR-05,1,1,3.4,2.93,tonnes,0.25,0.25,completed,13:26,15:25,,D-05,R-01
WO-2025-0401-D-005,2025-04-01,dispatch,evacuation,1,2,TR-05,2,1,7.92,4.17,tonnes,0.35,0.17,partial,14:06,15:30,,D-10,R-01
WO-2025-0401-D-006,2025-04-01,dispatch,evacuation,1,20,DU-05,2,1,8.79,6.66,tonnes,0.72,0.36,partial,08:01,10:54,,D-13,R-01
WO-2025-0401-D-007,2025-04-01,dispatch,evacuation,1,21,DU-01,2,1,7.19,5.69,tonnes,0.34,0.17,partial,11:06,12:28,,D-09,R-01
WO-2025-0401-D-008,2025-04-01,dispatch,evacuation,1,23,TR-05,2,2,8.21,6.52,tonnes,0.61,0.61,partial,11:49,14:34,,D-08/D-11,R-01
WO-2025-0401-D-009,2025-04-01,dispatch,evacuation,1,26,DU-03,2,2,9.61,9.34,tonnes,0.44,0.44,completed,09:11,10:00,,D-03/D-07,R-01
WO-2025-0401-D-010,2025-04-01,dispatch,evacuation,1,3,TR-04,3,2,9.51,5.0,tonnes,0.61,0.41,partial,07:47,14:22,,D-09/D-12,R-01
WO-2025-0401-D-011,2025-04-01,dispatch,evacuation,1,33,TR-05,2,2,6.57,5.61,tonnes,0.3,0.3,completed,08:40,13:58,,D-07/D-10,R-01
WO-2025-0401-D-012,2025-04-01,dispatch,evacuation,1,34,TR-02,2,2,8.8,8.27,tonnes,0.56,0.56,completed,07:27,11:32,,D-06/D-20,R-01
WO-2025-0401-D-013,2025-04-01,dispatch,evacuation,1,35,TR-04,3,2,10.91,7.99,tonnes,0.49,0.33,partial,07:05,09:40,,D-11/D-12,R-01
WO-2025-0401-D-014,2025-04-01,dispatch,evacuation,1,36,TR-06,2,2,7.96,5.47,tonnes,0.52,0.52,partial,10:15,15:36,,D-11/D-14,R-01
WO-2025-0401-D-015,2025-04-01,dispatch,evacuation,1,9,TR-02,2,1,7.39,4.25,tonnes,0.39,0.19,partial,11:57,13:30,,D-10,R-01
WO-2025-0401-D-016,2025-04-01,dispatch,evacuation,2,40,TR-05,2,2,7.91,6.5,tonnes,0.62,0.62,partial,11:03,13:36,,D-05/D-16,R-02
WO-2025-0401-D-017,2025-04-01,dispatch,evacuation,2,41,MI-02,3,3,7.17,5.56,tonnes,1.08,1.08,partial,08:43,17:11,,D-05/D-15/D-17,R-02
WO-2025-0401-D-018,2025-04-01,dispatch,evacuation,2,43,MI-04,4,3,8.36,7.25,tonnes,1.1,0.82,completed,13:41,16:58,,D-06/D-11/D-20,R-02
WO-2025-0401-D-019,2025-04-01,dispatch,evacuation,2,47,MI-02,5,4,10.87,8.32,tonnes,1.31,1.05,partial,07:37,15:49,,D-04/D-13/D-14,R-02
WO-2025-0401-D-020,2025-04-01,dispatch,evacuation,2,53,TR-02,7,4,30.58,17.37,tonnes,2.57,1.47,partial,10:30,17:46,,D-09/D-15/D-18,R-02
WO-2025-0401-D-021,2025-04-01,dispatch,evacuation,2,60,MI-03,6,5,14.47,10.47,tonnes,1.76,1.46,partial,08:45,16:56,,D-02/D-04/D-11/D-14/D-20,R-02
WO-2025-0401-D-022,2025-04-01,dispatch,evacuation,2,66,DU-01,3,3,19.22,14.77,tonnes,0.77,0.77,partial,10:46,16:58,,D-03/D-18/D-19,R-02
WO-2025-0401-D-023,2025-04-01,dispatch,evacuation,2,67,DU-01,2,2,11.41,10.72,tonnes,0.53,0.53,completed,08:03,13:23,,D-01/D-14,R-02
WO-2025-0401-D-024,2025-04-01,dispatch,evacuation,2,69,TR-02,4,3,16.05,11.14,tonnes,1.04,0.78,partial,07:18,12:57,,D-12/D-16/D-18,R-02
WO-2025-0401-D-025,2025-04-01,dispatch,evacuation,2,70,TR-06,3,2,10.04,6.85,tonnes,0.77,0.51,partial,10:08,13:57,,D-09/D-17,R-02
WO-2025-0401-D-026,2025-04-01,dispatch,evacuation,3,108,DU-05,3,3,18.74,15.47,tonnes,0.87,0.87,partial,10:12,15:49,,D-03/D-16,R-03
WO-2025-0401-D-027,2025-04-01,dispatch,evacuation,3,109,TR-01,4,3,15.35,11.27,tonnes,0.88,0.66,partial,07:26,11:19,,D-02/D-13/D-14,R-03
WO-2025-0401-D-028,2025-04-01,dispatch,evacuation,3,110,DU-05,2,2,10.93,9.1,tonnes,0.47,0.47,partial,11:34,13:47,,D-03/D-11,R-03
WO-2025-0401-D-029,2025-04-01,dispatch,evacuation,3,115,TR-05,2,2,8.15,6.51,tonnes,0.66,0.66,partial,07:13,17:36,,D-17/D-20,R-03
WO-2025-0401-D-030,2025-04-01,dispatch,evacuation,3,116,TR-01,2,1,5.25,4.04,tonnes,0.33,0.16,partial,09:57,11:15,,D-20,R-03
WO-2025-0401-D-031,2025-04-01,dispatch,evacuation,3,117,TR-08,2,2,6.52,5.22,tonnes,0.51,0.51,partial,10:51,14:04,,D-02/D-20,R-03
WO-2025-0401-D-032,2025-04-01,dispatch,evacuation,3,370,MI-03,2,2,2.94,2.7,tonnes,0.58,0.58,completed,09:32,14:41,,D-07/D-10,R-03
WO-2025-0401-D-033,2025-04-01,dispatch,evacuation,3,77,DU-03,2,2,12.36,11.37,tonnes,0.42,0.42,completed,08:56,12:48,,D-07/D-08,R-03
WO-2025-0401-D-034,2025-04-01,dispatch,evacuation,3,78,MI-04,5,4,11.09,8.39,tonnes,1.3,1.04,partial,10:03,15:22,,D-03/D-08/D-14/D-20,R-03
WO-2025-0401-D-035,2025-04-01,dispatch,evacuation,3,79,TR-04,2,2,8.26,7.5,tonnes,0.54,0.54,completed,12:25,16:51,,D-14/D-20,R-03
WO-2025-0401-D-036,2025-04-01,dispatch,evacuation,3,80,TR-01,2,2,7.0,5.81,tonnes,0.54,0.54,partial,09:17,14:16,,D-02/D-15,R-03
WO-2025-0401-D-037,2025-04-01,dispatch,evacuation,3,82,TR-08,1,1,2.98,2.6,tonnes,0.34,0.34,completed,07:08,09:49,,D-14,R-03
WO-2025-0401-D-038,2025-04-01,dispatch,evacuation,3,83,TR-03,5,4,19.18,14.68,tonnes,1.38,1.11,partial,10:49,16:47,,D-10/D-13/D-16,R-03
WO-2025-0401-D-039,2025-04-01,dispatch,evacuation,3,85,TR-01,3,3,12.81,10.53,tonnes,0.59,0.59,partial,11:11,15:52,,D-07/D-08/D-20,R-03
WO-2025-0401-D-040,2025-04-01,dispatch,evacuation,3,87,TR-03,4,3,14.32,11.46,tonnes,1.17,0.88,partial,09:06,16:19,,D-04/D-06/D-10,R-03
WO-2025-0401-D-041,2025-04-01,dispatch,evacuation,3,90,TR-08,3,3,11.39,9.63,tonnes,0.8,0.8,partial,09:47,14:57,,D-03/D-13/D-18,R-03
WO-2025-0401-D-042,2025-04-01,dispatch,evacuation,3,93,TR-06,4,3,17.15,12.36,tonnes,1.25,0.93,partial,11:06,15:19,,D-01/D-10/D-17,R-03
WO-2025-0401-D-043,2025-04-01,dispatch,evacuation,4,127,TR-06,2,1,5.98,3.23,tonnes,0.34,0.17,partial,07:26,08:48,,D-06,R-04
WO-2025-0401-D-044,2025-04-01,dispatch,evacuation,4,132,TR-04,9,4,37.91,13.71,tonnes,2.84,1.26,partial,07:43,12:22,,D-01/D-04/D-06/D-15,R-04
WO-2025-0401-D-045,2025-04-01,dispatch,evacuation,4,140,TR-06,5,4,19.31,15.19,tonnes,1.52,1.22,partial,10:19,16:11,,D-09/D-13/D-15,R-04
WO-2025-0401-D-046,2025-04-01,dispatch,evacuation,4,145,MI-01,8,6,18.58,13.07,tonnes,2.35,1.77,partial,07:56,14:22,,D-01/D-10/D-14/D-16,R-04
WO-2025-0401-D-047,2025-04-01,dispatch,evacuation,4,148,TR-02,2,2,8.92,7.88,tonnes,0.45,0.45,completed,09:53,14:48,,D-10/D-14,R-04
WO-2025-0401-D-048,2025-04-01,dispatch,evacuation,4,149,TR-02,3,2,11.37,8.63,tonnes,0.95,0.64,partial,13:42,17:16,,D-13/D-15,R-04
WO-2025-0401-D-049,2025-04-01,dispatch,evacuation,4,166,DU-02,2,1,12.86,6.48,tonnes,0.72,0.36,partial,09:27,12:20,,D-20,R-04
WO-2025-0401-D-050,2025-04-01,dispatch,evacuation,5,168,DU-04,2,2,11.44,9.78,tonnes,0.47,0.47,completed,12:06,16:03,,D-02/D-12,R-05
WO-2025-0401-D-051,2025-04-01,dispatch,evacuation,5,171,TR-03,4,3,14.65,11.3,tonnes,0.81,0.6,partial,10:10,12:53,,D-01/D-08/D-12,R-05
WO-2025-0401-D-052,2025-04-01,dispatch,evacuation,5,177,MI-02,7,5,15.13,12.14,tonnes,1.44,1.03,partial,08:23,16:16,,D-07/D-10/D-12/D-19,R-05
WO-2025-0401-D-053,2025-04-01,dispatch,evacuation,5,180,TR-06,5,4,19.93,17.35,tonnes,1.44,1.15,completed,10:33,15:13,,D-02/D-11/D-14/D-18,R-05
WO-2025-0401-D-054,2025-04-01,dispatch,evacuation,5,182,DU-02,2,2,11.33,10.31,tonnes,0.64,0.64,completed,07:02,14:23,,D-14/D-17,R-05
WO-2025-0401-D-055,2025-04-01,dispatch,evacuation,5,186,MI-02,4,3,8.94,7.06,tonnes,1.02,0.76,partial,07:54,16:51,,D-12/D-17/D-20,R-05
WO-2025-0401-D-056,2025-04-01,dispatch,evacuation,5,187,TR-07,2,2,8.99,8.66,tonnes,0.74,0.74,completed,08:12,14:59,,D-07/D-10,R-05
WO-2025-0401-D-057,2025-04-01,dispatch,evacuation,5,192,TR-08,2,2,7.66,6.0,tonnes,0.64,0.64,partial,14:28,17:08,,D-09/D-17,R-05
WO-2025-0401-D-058,2025-04-01,dispatch,evacuation,5,194,TR-07,6,5,22.57,17.88,tonnes,1.79,1.49,partial,08:48,17:16,,D-11/D-14/D-16/D-19/D-20,R-05
WO-2025-0401-D-059,2025-04-01,dispatch,evacuation,5,202,TR-08,5,4,20.67,16.3,tonnes,1.17,0.93,partial,07:30,12:21,,D-02/D-06/D-11/D-13,R-05
WO-2025-0401-D-060,2025-04-01,dispatch,evacuation,6,207,TR-03,4,3,14.09,10.71,tonnes,1.18,0.88,partial,07:51,13:48,,D-06/D-07/D-11,R-06
WO-2025-0401-D-061,2025-04-01,dispatch,evacuation,6,211,TR-06,6,5,22.71,19.55,tonnes,1.69,1.41,completed,10:11,15:43,,D-06/D-11/D-14/D-16/D-18,R-06
WO-2025-0401-D-062,2025-04-01,dispatch,evacuation,6,213,DU-05,2,2,10.74,8.71,tonnes,0.78,0.78,partial,11:57,16:49,,D-02/D-10,R-06
WO-2025-0401-D-063,2025-04-01,dispatch,evacuation,6,214,DU-05,3,3,18.88,14.31,tonnes,1.15,1.15,partial,10:25,17:37,,D-01/D-07/D-13,R-06
WO-2025-0401-D-064,2025-04-01,dispatch,evacuation,6,215,MI-04,5,5,12.19,10.35,tonnes,1.61,1.61,partial,07:06,15:12,,D-03/D-07/D-11/D-15,R-06
WO-2025-0401-D-065,2025-04-01,dispatch,evacuation,6,222,DU-05,3,3,16.98,14.89,tonnes,0.68,0.68,completed,07:40,13:30,,D-06/D-08,R-06
WO-2025-0401-D-066,2025-04-01,dispatch,evacuation,6,223,DU-05,3,3,19.84,17.93,tonnes,0.96,0.96,completed,07:47,17:19,,D-03/D-20,R-06
WO-2025-0401-D-067,2025-04-01,dispatch,evacuation,6,245,TR-04,5,3,18.56,13.05,tonnes,1.31,0.79,partial,08:41,15:03,,D-10/D-15/D-19,R-06
WO-2025-0401-D-068,2025-04-01,dispatch,evacuation,6,255,DU-03,5,3,29.85,19.57,tonnes,1.34,0.81,partial,07:16,11:19,,D-02/D-07/D-16,R-06
WO-2025-0401-D-069,2025-04-01,dispatch,evacuation,6,257,MI-02,7,5,15.35,11.23,tonnes,1.74,1.24,partial,07:37,15:30,,D-04/D-07/D-11/D-12,R-06
WO-2025-0401-D-070,2025-04-01,dispatch,evacuation,6,259,TR-02,4,3,16.38,11.54,tonnes,1.13,0.84,partial,08:43,15:35,,D-05/D-11/D-16,R-06
WO-2025-0401-D-071,2025-04-01,dispatch,evacuation,6,261,MI-03,5,4,10.83,9.49,tonnes,1.59,1.27,completed,07:45,14:38,,D-04/D-10/D-15/D-20,R-06
WO-2025-0401-D-072,2025-04-01,dispatch,evacuation,6,262,MI-02,6,6,14.41,14.5,tonnes,1.93,1.93,completed,09:44,14:38,,D-01/D-09/D-12/D-14/D-19,R-06
WO-2025-0401-D-073,2025-04-01,dispatch,evacuation,6,264,DU-01,1,1,3.92,2.54,tonnes,0.38,0.38,partial,07:51,10:55,,D-11,R-06
WO-2025-0401-D-074,2025-04-01,dispatch,evacuation,6,380,DU-05,3,2,18.35,13.22,tonnes,0.79,0.53,partial,10:00,14:09,,D-09/D-12,R-06
WO-2025-0401-D-075,2025-04-01,dispatch,evacuation,7,294,MI-01,3,2,6.15,4.05,tonnes,0.56,0.38,partial,09:25,13:17,,D-11/D-15,R-07
WO-2025-0401-D-076,2025-04-01,dispatch,evacuation,7,297,TR-04,4,2,16.66,7.82,tonnes,0.88,0.44,partial,08:08,15:46,,D-04,R-07
WO-2025-0401-D-077,2025-04-01,dispatch,evacuation,7,302,MI-01,6,5,13.28,11.34,tonnes,1.74,1.45,completed,08:09,16:01,,D-04/D-10/D-19/D-20,R-07
WO-2025-0401-D-078,2025-04-01,dispatch,evacuation,7,305,TR-06,6,4,25.25,14.51,tonnes,1.86,1.24,partial,07:09,11:31,,D-08/D-10/D-11,R-07
WO-2025-0401-D-079,2025-04-01,dispatch,evacuation,7,306,MI-03,9,7,20.61,15.36,tonnes,3.1,2.41,partial,07:09,14:58,,D-07/D-10/D-12/D-16/D-18,R-07
WO-2025-0401-D-080,2025-04-01,dispatch,evacuation,7,310,DU-01,3,3,15.31,14.12,tonnes,0.77,0.77,completed,07:02,15:37,,D-03/D-06/D-16,R-07
WO-2025-0401-D-081,2025-04-01,dispatch,evacuation,7,329,TR-08,3,2,9.51,7.33,tonnes,0.91,0.61,partial,08:29,15:18,,D-17/D-20,R-07
WO-2025-0401-D-082,2025-04-01,dispatch,evacuation,7,331,TR-03,2,3,8.6,9.11,tonnes,0.55,0.82,completed,09:01,12:04,,D-01/D-17/D-19,R-07
WO-2025-0401-D-083,2025-04-01,dispatch,evacuation,7,332,TR-01,3,3,10.35,9.04,tonnes,0.89,0.89,completed,08:11,17:01,,D-11/D-13/D-15,R-07
WO-2025-0401-D-084,2025-04-01,dispatch,evacuation,7,333,TR-06,3,2,9.77,8.69,tonnes,1.06,0.7,completed,12:21,16:00,,D-04/D-16,R-07
WO-2025-0401-D-085,2025-04-01,dispatch,evacuation,7,334,TR-03,5,3,18.56,11.98,tonnes,1.23,0.74,partial,08:53,16:26,,D-08/D-11/D-13,R-07
WO-2025-0401-D-086,2025-04-01,dispatch,evacuation,7,337,DU-03,3,2,14.43,9.72,tonnes,0.64,0.43,partial,07:20,09:50,,D-01/D-08,R-07
WO-2025-0401-D-087,2025-04-01,dispatch,evacuation,7,338,DU-02,4,3,22.18,14.25,tonnes,1.04,0.78,partial,10:40,15:21,,D-08/D-14/D-16,R-07
WO-2025-0402-D-001,2025-04-02,dispatch,evacuation,1,10,DU-03,2,2,11.22,9.46,tonnes,0.62,0.62,partial,10:28,15:42,,D-04/D-12,R-01
WO-2025-0402-D-002,2025-04-02,dispatch,evacuation,1,13,TR-02,4,3,17.94,9.37,tonnes,1.31,0.98,partial,13:29,17:35,,D-04/D-10/D-12,R-01
WO-2025-0402-D-003,2025-04-02,dispatch,evacuation,1,29,DU-04,2,2,12.52,7.2,tonnes,0.46,0.46,partial,07:06,15:12,,D-06/D-16,R-01
WO-2025-0402-D-004,2025-04-02,dispatch,evacuation,1,31,TR-05,2,2,5.72,5.55,tonnes,0.4,0.4,completed,08:33,10:57,,D-01/D-19,R-01
WO-2025-0402-D-005,2025-04-02,dispatch,evacuation,1,37,TR-02,3,2,11.56,8.37,tonnes,0.65,0.44,partial,10:34,12:46,,D-15/D-19,R-01
WO-2025-0402-D-006,2025-04-02,dispatch,evacuation,1,39,TR-08,2,2,7.17,5.03,tonnes,0.34,0.34,partial,08:32,14:24,,D-06/D-11,R-01
WO-2025-0402-D-007,2025-04-02,dispatch,evacuation,1,4,TR-01,1,1,3.84,3.56,tonnes,0.26,0.26,completed,14:11,16:18,,D-07,R-01
WO-2025-0402-D-008,2025-04-02,dispatch,evacuation,1,5,MI-01,2,2,3.29,2.86,tonnes,0.34,0.34,completed,10:16,16:07,,D-15/D-16,R-01
WO-2025-0402-D-009,2025-04-02,dispatch,evacuation,1,6,DU-03,1,1,2.18,2.06,tonnes,0.43,0.43,completed,13:07,16:35,,D-10,R-01
WO-2025-0402-D-010,2025-04-02,dispatch,evacuation,1,8,MI-01,3,3,7.0,6.53,tonnes,0.66,0.66,completed,10:19,16:02,,D-05/D-06/D-15,R-01
WO-2025-0402-D-011,2025-04-02,dispatch,evacuation,2,42,TR-03,3,2,11.45,6.19,tonnes,0.85,0.57,partial,07:05,15:11,,D-01/D-18,R-02
WO-2025-0402-D-012,2025-04-02,dispatch,evacuation,2,63,TR-02,5,4,19.83,14.95,tonnes,1.62,1.3,partial,12:56,17:28,,D-13/D-14/D-15/D-18,R-02
WO-2025-0402-D-013,2025-04-02,dispatch,evacuation,2,65,TR-03,2,2,8.84,7.17,tonnes,0.57,0.57,partial,08:15,13:58,,D-07/D-13,R-02
WO-2025-0402-D-014,2025-04-02,dispatch,evacuation,2,74,DU-02,4,2,21.04,12.85,tonnes,0.8,0.4,partial,09:57,12:29,,D-09/D-12,R-02
WO-2025-0402-D-015,2025-04-02,dispatch,evacuation,3,101,TR-04,4,3,15.97,11.85,tonnes,1.03,0.77,partial,07:06,14:10,,D-07/D-13/D-18,R-03
WO-2025-0402-D-016,2025-04-02,dispatch,evacuation,3,107,DU-01,3,2,15.39,12.33,tonnes,0.76,0.51,partial,08:56,11:15,,D-07,R-03
WO-2025-0402-D-017,2025-04-02,dispatch,evacuation,3,111,DU-01,2,2,12.16,10.11,tonnes,0.64,0.64,partial,09:31,14:00,,D-04/D-19,R-03
WO-2025-0402-D-018,2025-04-02,dispatch,evacuation,3,112,TR-07,3,2,11.57,8.04,tonnes,0.82,0.55,partial,07:22,14:25,,D-02/D-20,R-03
WO-2025-0402-D-019,2025-04-02,dispatch,evacuation,3,121,MI-03,3,2,5.12,2.67,tonnes,0.88,0.59,partial,07:43,16:18,,D-08/D-10,R-03
WO-2025-0402-D-020,2025-04-02,dispatch,evacuation,3,75,TR-05,3,3,12.67,10.75,tonnes,0.79,0.79,partial,11:00,15:58,,D-16/D-18/D-19,R-03
WO-2025-0402-D-021,2025-04-02,dispatch,evacuation,3,78,DU-02,2,2,11.14,8.23,tonnes,0.59,0.59,partial,10:50,16:24,,D-12/D-14,R-03
WO-2025-0402-D-022,2025-04-02,dispatch,evacuation,3,79,MI-02,4,4,8.32,7.56,tonnes,1.02,1.02,completed,09:05,16:15,,D-06/D-08/D-12/D-18,R-03
WO-2025-0402-D-023,2025-04-02,dispatch,evacuation,3,88,DU-01,2,2,11.34,8.65,tonnes,0.42,0.42,partial,10:13,12:01,,D-14/D-20,R-03
WO-2025-0402-D-024,2025-04-02,dispatch,evacuation,3,89,TR-07,3,3,10.49,9.46,tonnes,0.7,0.7,completed,08:33,16:31,,D-05/D-18/D-19,R-03
WO-2025-0402-D-025,2025-04-02,dispatch,evacuation,3,94,TR-01,3,2,11.55,8.03,tonnes,0.87,0.58,partial,10:14,13:40,,D-03/D-07,R-03
WO-2025-0402-D-026,2025-04-02,dispatch,evacuation,4,130,DU-02,4,3,23.7,16.55,tonnes,1.32,0.99,partial,08:21,15:09,,D-12/D-15,R-04
WO-2025-0402-D-027,2025-04-02,dispatch,evacuation,4,142,TR-01,7,5,27.34,18.01,tonnes,1.87,1.34,partial,07:19,14:03,,D-03/D-04/D-11/D-12/D-15,R-04
WO-2025-0402-D-028,2025-04-02,dispatch,evacuation,4,155,DU-01,2,2,12.17,9.81,tonnes,0.61,0.61,partial,12:38,16:04,,D-06,R-04
WO-2025-0402-D-029,2025-04-02,dispatch,evacuation,4,157,MI-02,8,6,19.71,13.5,tonnes,1.77,1.33,partial,07:04,16:08,,D-05/D-06/D-07/D-09/D-17/D-18,R-04
WO-2025-0402-D-030,2025-04-02,dispatch,evacuation,4,163,MI-01,6,6,14.29,13.27,tonnes,1.62,1.62,completed,07:52,16:26,,D-05/D-13/D-16/D-17/D-20,R-04
WO-2025-0402-D-031,2025-04-02,dispatch,evacuation,5,181,TR-08,3,3,12.39,10.4,tonnes,1.11,1.11,partial,09:13,16:15,,D-12/D-17,R-05
WO-2025-0402-D-032,2025-04-02,dispatch,evacuation,5,189,TR-04,4,3,16.45,11.36,tonnes,1.19,0.89,partial,11:12,16:21,,D-14/D-18/D-20,R-05
WO-2025-0402-D-033,2025-04-02,dispatch,evacuation,5,195,TR-06,3,3,11.97,10.9,tonnes,0.63,0.63,completed,11:07,16:34,,D-06/D-10/D-15,R-05
WO-2025-0402-D-034,2025-04-02,dispatch,evacuation,5,201,DU-02,3,3,18.43,15.12,tonnes,0.95,0.95,partial,07:23,16:05,,D-02/D-08,R-05
WO-2025-0402-D-035,2025-04-02,dispatch,evacuation,6,205,MI-03,10,6,22.53,14.24,tonnes,3.04,1.83,partial,08:37,16:29,,D-02/D-03/D-04/D-11/D-12/D-20,R-06
WO-2025-0402-D-036,2025-04-02,dispatch,evacuation,6,206,MI-03,7,5,16.23,12.24,tonnes,2.28,1.63,partial,11:27,17:29,,D-02/D-08/D-13/D-18/D-20,R-06
WO-2025-0402-D-037,2025-04-02,dispatch,evacuation,6,216,TR-07,4,3,14.67,10.64,tonnes,1.24,0.93,partial,08:09,16:18,,D-07/D-18,R-06
WO-2025-0402-D-038,2025-04-02,dispatch,evacuation,6,249,DU-03,3,3,19.6,16.57,tonnes,0.83,0.83,partial,11:18,14:20,,D-02/D-03/D-08,R-06
WO-2025-0402-D-039,2025-04-02,dispatch,evacuation,6,250,TR-08,3,2,9.61,7.85,tonnes,0.61,0.41,partial,10:44,14:24,,D-11/D-16,R-06
WO-2025-0402-D-040,2025-04-02,dispatch,evacuation,7,292,TR-02,5,3,19.76,12.51,tonnes,1.73,1.04,partial,07:27,17:13,,D-03/D-07/D-17,R-07
WO-2025-0402-D-041,2025-04-02,dispatch,evacuation,7,296,TR-07,4,3,15.25,11.49,tonnes,1.14,0.86,partial,11:59,15:24,,D-04/D-07/D-14,R-07
WO-2025-0402-D-042,2025-04-02,dispatch,evacuation,7,307,TR-01,3,2,9.17,8.85,tonnes,0.95,0.63,completed,08:56,15:58,,D-10/D-11,R-07
WO-2025-0402-D-043,2025-04-02,dispatch,evacuation,7,308,MI-02,5,4,11.35,9.09,tonnes,1.5,1.2,partial,07:36,15:06,,D-06/D-07/D-14,R-07
WO-2025-0402-D-044,2025-04-02,dispatch,evacuation,7,311,TR-02,4,3,14.5,11.69,tonnes,1.17,0.87,partial,08:10,16:35,,D-02/D-04/D-06,R-07
WO-2025-0402-D-045,2025-04-02,dispatch,evacuation,7,328,MI-02,10,7,23.25,15.1,tonnes,2.53,1.77,partial,08:47,16:43,,D-06/D-09/D-16/D-20,R-07
WO-2025-0402-D-046,2025-04-02,dispatch,evacuation,7,339,DU-03,4,3,22.08,15.72,tonnes,1.37,1.03,partial,09:33,16:41,,D-13/D-16/D-18,R-07
WO-2025-0402-D-047,2025-04-02,dispatch,evacuation,7,341,MI-04,5,4,10.55,9.66,tonnes,1.06,0.85,completed,07:22,16:02,,D-03/D-08/D-13/D-15,R-07
WO-2025-0402-D-048,2025-04-02,dispatch,evacuation,7,342,TR-04,3,3,13.11,10.81,tonnes,0.9,0.9,partial,07:47,17:12,,D-03/D-15/D-18,R-07
