# SYNTHETIC. Daily attendance per crew. EPMS has t_attendance; the EC export carries none. Calibrated so the division-month rate reproduces ec_labour.csv exactly, including the Lebaran dip; Sundays and heavy-rain days sit below the month, weekdays above it.
crew_code,crew_type,division_code,date,on_roll,present,absent,absent_reason
G4-02,harvest,4,2025-03-05,25,19,6,sick
G4-03,harvest,4,2025-03-05,24,21,3,sick
G4-04,harvest,4,2025-03-05,20,16,4,sick
G5-01,harvest,5,2025-03-05,23,23,0,
G5-02,harvest,5,2025-03-05,27,21,6,no show
G5-03,harvest,5,2025-03-05,19,19,0,
G6-01,harvest,6,2025-03-05,24,18,6,no show
G6-02,harvest,6,2025-03-05,18,12,6,sick
G6-03,harvest,6,2025-03-05,24,19,5,sick
G6-04,harvest,6,2025-03-05,24,18,6,no show
G6-05,harvest,6,2025-03-05,21,16,5,sick
G7-01,harvest,7,2025-03-05,27,27,0,
G7-02,harvest,7,2025-03-05,21,15,6,sick
G7-03,harvest,7,2025-03-05,20,20,0,
G7-04,harvest,7,2025-03-05,27,19,8,sick
P1-01,pest,1,2025-03-05,11,7,4,leave
P2-01,pest,2,2025-03-05,10,6,4,leave
P3-01,pest,3,2025-03-05,11,10,1,sick
P4-01,pest,4,2025-03-05,10,7,3,no show
P5-01,pest,5,2025-03-05,10,7,3,sick
P6-01,pest,6,2025-03-05,13,8,5,sick
P7-01,pest,7,2025-03-05,13,9,4,leave
S1-01,spray,1,2025-03-05,15,12,3,no show
S2-01,spray,2,2025-03-05,14,11,3,leave
S3-01,spray,3,2025-03-05,17,14,3,sick
S4-01,spray,4,2025-03-05,16,14,2,no show
S5-01,spray,5,2025-03-05,13,7,6,sick
S6-01,spray,6,2025-03-05,18,14,4,sick
S7-01,spray,7,2025-03-05,17,12,5,no show
U1-01,upkeep,1,2025-03-05,19,15,4,leave
U1-02,upkeep,1,2025-03-05,19,11,8,leave
U1-03,upkeep,1,2025-03-05,19,14,5,no show
U2-01,upkeep,2,2025-03-05,18,13,5,sick
U2-02,upkeep,2,2025-03-05,18,12,6,sick
U2-03,upkeep,2,2025-03-05,18,13,5,leave
U3-01,upkeep,3,2025-03-05,16,14,2,sick
U3-02,upkeep,3,2025-03-05,16,14,2,sick
U3-03,upkeep,3,2025-03-05,16,12,4,sick
U3-04,upkeep,3,2025-03-05,16,15,1,sick
U4-01,upkeep,4,2025-03-05,15,12,3,no show
U4-02,upkeep,4,2025-03-05,15,11,4,leave
U4-03,upkeep,4,2025-03-05,15,11,4,sick
U4-04,upkeep,4,2025-03-05,15,12,3,sick
U5-01,upkeep,5,2025-03-05,16,11,5,no show
U5-02,upkeep,5,2025-03-05,16,11,5,leave
U5-03,upkeep,5,2025-03-05,16,12,4,no show
U6-01,upkeep,6,2025-03-05,17,14,3,sick
U6-02,upkeep,6,2025-03-05,17,14,3,sick
U6-03,upkeep,6,2025-03-05,17,14,3,sick
U6-04,upkeep,6,2025-03-05,17,13,4,sick
U7-01,upkeep,7,2025-03-05,15,12,3,leave
U7-02,upkeep,7,2025-03-05,15,10,5,no show
U7-03,upkeep,7,2025-03-05,15,11,4,leave
U7-04,upkeep,7,2025-03-05,15,9,6,leave
G1-01,harvest,1,2025-03-06,28,24,4,sick
G1-02,harvest,1,2025-03-06,26,19,7,sick
G1-03,harvest,1,2025-03-06,25,18,7,sick
G1-04,harvest,1,2025-03-06,26,17,9,sick
G2-01,harvest,2,2025-03-06,24,20,4,sick
G2-02,harvest,2,2025-03-06,20,20,0,
G2-03,harvest,2,2025-03-06,24,17,7,leave
G2-04,harvest,2,2025-03-06,25,19,6,sick
G3-01,harvest,3,2025-03-06,27,27,0,
G3-02,harvest,3,2025-03-06,24,24,0,
G3-03,harvest,3,2025-03-06,25,20,5,sick
G3-04,harvest,3,2025-03-06,24,20,4,sick
G4-01,harvest,4,2025-03-06,26,22,4,no show
G4-02,harvest,4,2025-03-06,25,22,3,leave
G4-03,harvest,4,2025-03-06,24,18,6,leave
G4-04,harvest,4,2025-03-06,20,20,0,
G5-01,harvest,5,2025-03-06,23,17,6,no show
G5-02,harvest,5,2025-03-06,27,20,7,sick
G5-03,harvest,5,2025-03-06,19,18,1,no show
G6-01,harvest,6,2025-03-06,24,19,5,sick
G6-02,harvest,6,2025-03-06,18,17,1,sick
G6-03,harvest,6,2025-03-06,24,17,7,leave
G6-04,harvest,6,2025-03-06,24,21,3,sick
G6-05,harvest,6,2025-03-06,21,17,4,sick
G7-01,harvest,7,2025-03-06,27,19,8,leave
G7-02,harvest,7,2025-03-06,21,17,4,no show
G7-03,harvest,7,2025-03-06,20,14,6,no show
G7-04,harvest,7,2025-03-06,27,20,7,leave
P1-01,pest,1,2025-03-06,11,8,3,sick
P2-01,pest,2,2025-03-06,10,7,3,leave
P3-01,pest,3,2025-03-06,11,8,3,sick
P4-01,pest,4,2025-03-06,10,4,6,leave
P5-01,pest,5,2025-03-06,10,6,4,leave
P6-01,pest,6,2025-03-06,13,11,2,no show
P7-01,pest,7,2025-03-06,13,9,4,sick
S1-01,spray,1,2025-03-06,15,11,4,no show
S2-01,spray,2,2025-03-06,14,8,6,sick
S3-01,spray,3,2025-03-06,17,14,3,leave
S4-01,spray,4,2025-03-06,16,15,1,sick
S5-01,spray,5,2025-03-06,13,8,5,sick
S6-01,spray,6,2025-03-06,18,14,4,leave
S7-01,spray,7,2025-03-06,17,12,5,leave
U1-01,upkeep,1,2025-03-06,19,14,5,leave
U1-02,upkeep,1,2025-03-06,19,14,5,no show
U1-03,upkeep,1,2025-03-06,19,15,4,sick
U2-01,upkeep,2,2025-03-06,18,14,4,sick
U2-02,upkeep,2,2025-03-06,18,12,6,leave
U2-03,upkeep,2,2025-03-06,18,14,4,sick
U3-01,upkeep,3,2025-03-06,16,13,3,leave
U3-02,upkeep,3,2025-03-06,16,14,2,leave
U3-03,upkeep,3,2025-03-06,16,12,4,sick
U3-04,upkeep,3,2025-03-06,16,16,0,
U4-01,upkeep,4,2025-03-06,15,13,2,no show
U4-02,upkeep,4,2025-03-06,15,11,4,sick
U4-03,upkeep,4,2025-03-06,15,14,1,sick
U4-04,upkeep,4,2025-03-06,15,11,4,leave
U5-01,upkeep,5,2025-03-06,16,12,4,sick
U5-02,upkeep,5,2025-03-06,16,9,7,sick
U5-03,upkeep,5,2025-03-06,16,11,5,sick
U6-01,upkeep,6,2025-03-06,17,11,6,no show
U6-02,upkeep,6,2025-03-06,17,12,5,sick
U6-03,upkeep,6,2025-03-06,17,13,4,no show
U6-04,upkeep,6,2025-03-06,17,12,5,sick
U7-01,upkeep,7,2025-03-06,15,9,6,sick
U7-02,upkeep,7,2025-03-06,15,10,5,leave
U7-03,upkeep,7,2025-03-06,15,10,5,sick
U7-04,upkeep,7,2025-03-06,15,8,7,no show
G1-01,harvest,1,2025-03-07,28,21,7,leave
G1-02,harvest,1,2025-03-07,26,16,10,sick
G1-03,harvest,1,2025-03-07,25,18,7,no show
G1-04,harvest,1,2025-03-07,26,26,0,
G2-01,harvest,2,2025-03-07,24,18,6,leave
G2-02,harvest,2,2025-03-07,20,13,7,sick
G2-03,harvest,2,2025-03-07,24,18,6,leave
G2-04,harvest,2,2025-03-07,25,15,10,leave
G3-01,harvest,3,2025-03-07,27,21,6,sick
G3-02,harvest,3,2025-03-07,24,20,4,sick
G3-03,harvest,3,2025-03-07,25,25,0,
G3-04,harvest,3,2025-03-07,24,20,4,sick
G4-01,harvest,4,2025-03-07,26,21,5,sick
G4-02,harvest,4,2025-03-07,25,20,5,leave
G4-03,harvest,4,2025-03-07,24,20,4,leave
G4-04,harvest,4,2025-03-07,20,20,0,
G5-01,harvest,5,2025-03-07,23,18,5,no show
G5-02,harvest,5,2025-03-07,27,27,0,
G5-03,harvest,5,2025-03-07,19,14,5,sick
G6-01,harvest,6,2025-03-07,24,18,6,sick
G6-02,harvest,6,2025-03-07,18,15,3,no show
G6-03,harvest,6,2025-03-07,24,18,6,sick
G6-04,harvest,6,2025-03-07,24,20,4,leave
G6-05,harvest,6,2025-03-07,21,17,4,sick
G7-01,harvest,7,2025-03-07,27,20,7,no show
G7-02,harvest,7,2025-03-07,21,21,0,
G7-03,harvest,7,2025-03-07,20,15,5,sick
G7-04,harvest,7,2025-03-07,27,27,0,
P1-01,pest,1,2025-03-07,11,6,5,sick
P2-01,pest,2,2025-03-07,10,8,2,leave
P3-01,pest,3,2025-03-07,11,7,4,sick
P4-01,pest,4,2025-03-07,10,7,3,no show
P5-01,pest,5,2025-03-07,10,5,5,sick
P6-01,pest,6,2025-03-07,13,11,2,no show
P7-01,pest,7,2025-03-07,13,9,4,leave
S1-01,spray,1,2025-03-07,15,12,3,sick
S2-01,spray,2,2025-03-07,14,8,6,leave
S3-01,spray,3,2025-03-07,17,14,3,sick
S4-01,spray,4,2025-03-07,16,15,1,sick
S5-01,spray,5,2025-03-07,13,9,4,leave
S6-01,spray,6,2025-03-07,18,13,5,no show
S7-01,spray,7,2025-03-07,17,12,5,leave
U1-01,upkeep,1,2025-03-07,19,12,7,sick
U1-02,upkeep,1,2025-03-07,19,15,4,sick
U1-03,upkeep,1,2025-03-07,19,14,5,sick
U2-01,upkeep,2,2025-03-07,18,15,3,sick
U2-02,upkeep,2,2025-03-07,18,13,5,leave
U2-03,upkeep,2,2025-03-07,18,13,5,leave
U3-01,upkeep,3,2025-03-07,16,15,1,no show
U3-02,upkeep,3,2025-03-07,16,12,4,leave
U3-03,upkeep,3,2025-03-07,16,14,2,sick
U3-04,upkeep,3,2025-03-07,16,14,2,leave
U4-01,upkeep,4,2025-03-07,15,14,1,no show
U4-02,upkeep,4,2025-03-07,15,11,4,leave
U4-03,upkeep,4,2025-03-07,15,10,5,sick
U4-04,upkeep,4,2025-03-07,15,13,2,sick
U5-01,upkeep,5,2025-03-07,16,13,3,sick
U5-02,upkeep,5,2025-03-07,16,8,8,leave
U5-03,upkeep,5,2025-03-07,16,11,5,sick
U6-01,upkeep,6,2025-03-07,17,14,3,leave
U6-02,upkeep,6,2025-03-07,17,14,3,leave
U6-03,upkeep,6,2025-03-07,17,12,5,leave
U6-04,upkeep,6,2025-03-07,17,15,2,no show
U7-01,upkeep,7,2025-03-07,15,9,6,no show
U7-02,upkeep,7,2025-03-07,15,12,3,sick
U7-03,upkeep,7,2025-03-07,15,9,6,sick
U7-04,upkeep,7,2025-03-07,15,12,3,leave
G1-01,harvest,1,2025-03-08,28,22,6,sick
G1-02,harvest,1,2025-03-08,26,21,5,leave
G1-03,harvest,1,2025-03-08,25,19,6,leave
G1-04,harvest,1,2025-03-08,26,20,6,sick
G2-01,harvest,2,2025-03-08,24,18,6,leave
G2-02,harvest,2,2025-03-08,20,14,6,sick
G2-03,harvest,2,2025-03-08,24,24,0,
G2-04,harvest,2,2025-03-08,25,18,7,leave
G3-01,harvest,3,2025-03-08,27,24,3,sick
G3-02,harvest,3,2025-03-08,24,22,2,leave
G3-03,harvest,3,2025-03-08,25,21,4,leave
G3-04,harvest,3,2025-03-08,24,17,7,no show
G4-01,harvest,4,2025-03-08,26,19,7,leave
G4-02,harvest,4,2025-03-08,25,22,3,sick
G4-03,harvest,4,2025-03-08,24,18,6,sick
G4-04,harvest,4,2025-03-08,20,19,1,sick
G5-01,harvest,5,2025-03-08,23,23,0,
G5-02,harvest,5,2025-03-08,27,19,8,sick
G5-03,harvest,5,2025-03-08,19,18,1,sick
G6-01,harvest,6,2025-03-08,24,18,6,sick
G6-02,harvest,6,2025-03-08,18,13,5,no show
G6-03,harvest,6,2025-03-08,24,20,4,sick
G6-04,harvest,6,2025-03-08,24,19,5,no show
G6-05,harvest,6,2025-03-08,21,16,5,no show
G7-01,harvest,7,2025-03-08,27,21,6,sick
G7-02,harvest,7,2025-03-08,21,15,6,leave
G7-03,harvest,7,2025-03-08,20,16,4,no show
G7-04,harvest,7,2025-03-08,27,22,5,sick
P1-01,pest,1,2025-03-08,11,7,4,no show
P2-01,pest,2,2025-03-08,10,8,2,sick
P3-01,pest,3,2025-03-08,11,7,4,leave
P4-01,pest,4,2025-03-08,10,9,1,leave
P5-01,pest,5,2025-03-08,10,6,4,leave
P6-01,pest,6,2025-03-08,13,11,2,leave
P7-01,pest,7,2025-03-08,13,8,5,sick
S1-01,spray,1,2025-03-08,15,11,4,no show
S2-01,spray,2,2025-03-08,14,7,7,no show
S3-01,spray,3,2025-03-08,17,12,5,sick
S4-01,spray,4,2025-03-08,16,12,4,no show
S5-01,spray,5,2025-03-08,13,9,4,leave
S6-01,spray,6,2025-03-08,18,13,5,sick
S7-01,spray,7,2025-03-08,17,12,5,no show
U1-01,upkeep,1,2025-03-08,19,15,4,sick
U1-02,upkeep,1,2025-03-08,19,14,5,sick
U1-03,upkeep,1,2025-03-08,19,13,6,sick
U2-01,upkeep,2,2025-03-08,18,10,8,leave
U2-02,upkeep,2,2025-03-08,18,13,5,sick
U2-03,upkeep,2,2025-03-08,18,12,6,leave
U3-01,upkeep,3,2025-03-08,16,14,2,no show
U3-02,upkeep,3,2025-03-08,16,15,1,sick
U3-03,upkeep,3,2025-03-08,16,11,5,no show
U3-04,upkeep,3,2025-03-08,16,12,4,leave
U4-01,upkeep,4,2025-03-08,15,11,4,sick
U4-02,upkeep,4,2025-03-08,15,12,3,leave
U4-03,upkeep,4,2025-03-08,15,12,3,sick
U4-04,upkeep,4,2025-03-08,15,12,3,leave
U5-01,upkeep,5,2025-03-08,16,11,5,no show
U5-02,upkeep,5,2025-03-08,16,12,4,no show
U5-03,upkeep,5,2025-03-08,16,10,6,leave
U6-01,upkeep,6,2025-03-08,17,14,3,sick
U6-02,upkeep,6,2025-03-08,17,13,4,sick
U6-03,upkeep,6,2025-03-08,17,14,3,sick
U6-04,upkeep,6,2025-03-08,17,14,3,no show
U7-01,upkeep,7,2025-03-08,15,10,5,sick
U7-02,upkeep,7,2025-03-08,15,11,4,leave
U7-03,upkeep,7,2025-03-08,15,12,3,sick
U7-04,upkeep,7,2025-03-08,15,8,7,no show
G1-01,harvest,1,2025-03-09,28,8,20,rest day
G1-02,harvest,1,2025-03-09,26,20,6,rest day
G1-03,harvest,1,2025-03-09,25,25,0,
G1-04,harvest,1,2025-03-09,26,12,14,rest day
G2-01,harvest,2,2025-03-09,24,15,9,rest day
G2-02,harvest,2,2025-03-09,20,19,1,rest day
G2-03,harvest,2,2025-03-09,24,10,14,rest day
G2-04,harvest,2,2025-03-09,25,11,14,rest day
G3-01,harvest,3,2025-03-09,27,13,14,rest day
G3-02,harvest,3,2025-03-09,24,24,0,
G3-03,harvest,3,2025-03-09,25,12,13,rest day
G3-04,harvest,3,2025-03-09,24,18,6,rest day
G4-01,harvest,4,2025-03-09,26,14,12,rest day
G4-02,harvest,4,2025-03-09,25,18,7,rest day
G4-03,harvest,4,2025-03-09,24,12,12,rest day
G4-04,harvest,4,2025-03-09,20,9,11,rest day
G5-01,harvest,5,2025-03-09,23,23,0,
G5-02,harvest,5,2025-03-09,27,12,15,rest day
G5-03,harvest,5,2025-03-09,19,9,10,rest day
G6-01,harvest,6,2025-03-09,24,9,15,rest day
G6-02,harvest,6,2025-03-09,18,18,0,
G6-03,harvest,6,2025-03-09,24,18,6,rest day
G6-04,harvest,6,2025-03-09,24,24,0,
G6-05,harvest,6,2025-03-09,21,11,10,rest day
G7-01,harvest,7,2025-03-09,27,17,10,rest day
G7-02,harvest,7,2025-03-09,21,9,12,rest day
G7-03,harvest,7,2025-03-09,20,20,0,
G7-04,harvest,7,2025-03-09,27,18,9,rest day
P1-01,pest,1,2025-03-09,11,3,8,rest day
P2-01,pest,2,2025-03-09,10,3,7,rest day
P3-01,pest,3,2025-03-09,11,4,7,rest day
P4-01,pest,4,2025-03-09,10,5,5,rest day
P5-01,pest,5,2025-03-09,10,4,6,rest day
P6-01,pest,6,2025-03-09,13,4,9,rest day
P7-01,pest,7,2025-03-09,13,4,9,rest day
S1-01,spray,1,2025-03-09,15,7,8,rest day
S2-01,spray,2,2025-03-09,14,7,7,rest day
S3-01,spray,3,2025-03-09,17,6,11,rest day
S4-01,spray,4,2025-03-09,16,8,8,rest day
S5-01,spray,5,2025-03-09,13,4,9,rest day
S6-01,spray,6,2025-03-09,18,7,11,rest day
S7-01,spray,7,2025-03-09,17,8,9,rest day
U1-01,upkeep,1,2025-03-09,19,7,12,rest day
U1-02,upkeep,1,2025-03-09,19,9,10,rest day
U1-03,upkeep,1,2025-03-09,19,8,11,rest day
U2-01,upkeep,2,2025-03-09,18,7,11,rest day
U2-02,upkeep,2,2025-03-09,18,8,10,rest day
U2-03,upkeep,2,2025-03-09,18,6,12,rest day
U3-01,upkeep,3,2025-03-09,16,4,12,rest day
U3-02,upkeep,3,2025-03-09,16,8,8,rest day
U3-03,upkeep,3,2025-03-09,16,8,8,rest day
U3-04,upkeep,3,2025-03-09,16,8,8,rest day
U4-01,upkeep,4,2025-03-09,15,8,7,rest day
U4-02,upkeep,4,2025-03-09,15,8,7,rest day
U4-03,upkeep,4,2025-03-09,15,7,8,rest day
U4-04,upkeep,4,2025-03-09,15,7,8,rest day
U5-01,upkeep,5,2025-03-09,16,6,10,rest day
U5-02,upkeep,5,2025-03-09,16,6,10,rest day
U5-03,upkeep,5,2025-03-09,16,5,11,rest day
U6-01,upkeep,6,2025-03-09,17,7,10,rest day
U6-02,upkeep,6,2025-03-09,17,8,9,rest day
U6-03,upkeep,6,2025-03-09,17,7,10,rest day
U6-04,upkeep,6,2025-03-09,17,8,9,rest day
U7-01,upkeep,7,2025-03-09,15,7,8,rest day
U7-02,upkeep,7,2025-03-09,15,7,8,rest day
U7-03,upkeep,7,2025-03-09,15,4,11,rest day
U7-04,upkeep,7,2025-03-09,15,4,11,rest day
G1-01,harvest,1,2025-03-10,28,21,7,sick
G1-02,harvest,1,2025-03-10,26,18,8,no show
G1-03,harvest,1,2025-03-10,25,22,3,sick
G1-04,harvest,1,2025-03-10,26,19,7,leave
G2-01,harvest,2,2025-03-10,24,15,9,leave
G2-02,harvest,2,2025-03-10,20,13,7,sick
G2-03,harvest,2,2025-03-10,24,14,10,leave
G2-04,harvest,2,2025-03-10,25,25,0,
G3-01,harvest,3,2025-03-10,27,26,1,leave
G3-02,harvest,3,2025-03-10,24,18,6,sick
G3-03,harvest,3,2025-03-10,25,25,0,
G3-04,harvest,3,2025-03-10,24,20,4,leave
G4-01,harvest,4,2025-03-10,26,24,2,no show
G4-02,harvest,4,2025-03-10,25,25,0,
G4-03,harvest,4,2025-03-10,24,24,0,
G4-04,harvest,4,2025-03-10,20,19,1,leave
G5-01,harvest,5,2025-03-10,23,19,4,sick
G5-02,harvest,5,2025-03-10,27,22,5,no show
G5-03,harvest,5,2025-03-10,19,13,6,sick
G6-01,harvest,6,2025-03-10,24,18,6,sick
G6-02,harvest,6,2025-03-10,18,15,3,sick
G6-03,harvest,6,2025-03-10,24,17,7,sick
G6-04,harvest,6,2025-03-10,24,21,3,leave
G6-05,harvest,6,2025-03-10,21,18,3,sick
G7-01,harvest,7,2025-03-10,27,19,8,no show
G7-02,harvest,7,2025-03-10,21,17,4,no show
G7-03,harvest,7,2025-03-10,20,15,5,leave
G7-04,harvest,7,2025-03-10,27,21,6,sick
P1-01,pest,1,2025-03-10,11,7,4,sick
P2-01,pest,2,2025-03-10,10,8,2,sick
P3-01,pest,3,2025-03-10,11,9,2,leave
P4-01,pest,4,2025-03-10,10,9,1,no show
P5-01,pest,5,2025-03-10,10,8,2,sick
P6-01,pest,6,2025-03-10,13,9,4,sick
P7-01,pest,7,2025-03-10,13,9,4,sick
S1-01,spray,1,2025-03-10,15,12,3,sick
S2-01,spray,2,2025-03-10,14,9,5,leave
S3-01,spray,3,2025-03-10,17,15,2,sick
S4-01,spray,4,2025-03-10,16,11,5,leave
S5-01,spray,5,2025-03-10,13,10,3,sick
S6-01,spray,6,2025-03-10,18,13,5,leave
S7-01,spray,7,2025-03-10,17,13,4,leave
U1-01,upkeep,1,2025-03-10,19,14,5,sick
U1-02,upkeep,1,2025-03-10,19,13,6,no show
U1-03,upkeep,1,2025-03-10,19,13,6,sick
U2-01,upkeep,2,2025-03-10,18,12,6,sick
U2-02,upkeep,2,2025-03-10,18,13,5,sick
U2-03,upkeep,2,2025-03-10,18,13,5,leave
U3-01,upkeep,3,2025-03-10,16,14,2,sick
U3-02,upkeep,3,2025-03-10,16,12,4,leave
U3-03,upkeep,3,2025-03-10,16,13,3,sick
U3-04,upkeep,3,2025-03-10,16,12,4,no show
U4-01,upkeep,4,2025-03-10,15,11,4,sick
U4-02,upkeep,4,2025-03-10,15,11,4,sick
U4-03,upkeep,4,2025-03-10,15,12,3,sick
U4-04,upkeep,4,2025-03-10,15,12,3,sick
U5-01,upkeep,5,2025-03-10,16,9,7,leave
U5-02,upkeep,5,2025-03-10,16,12,4,sick
U5-03,upkeep,5,2025-03-10,16,12,4,sick
U6-01,upkeep,6,2025-03-10,17,13,4,no show
U6-02,upkeep,6,2025-03-10,17,12,5,leave
U6-03,upkeep,6,2025-03-10,17,14,3,sick
U6-04,upkeep,6,2025-03-10,17,14,3,sick
U7-01,upkeep,7,2025-03-10,15,9,6,sick
U7-02,upkeep,7,2025-03-10,15,11,4,no show
U7-03,upkeep,7,2025-03-10,15,11,4,leave
U7-04,upkeep,7,2025-03-10,15,11,4,no show
G1-01,harvest,1,2025-03-11,28,21,7,sick
G1-02,harvest,1,2025-03-11,26,18,8,leave
G1-03,harvest,1,2025-03-11,25,16,9,sick
G1-04,harvest,1,2025-03-11,26,18,8,sick
G2-01,harvest,2,2025-03-11,24,14,10,leave
G2-02,harvest,2,2025-03-11,20,14,6,sick
G2-03,harvest,2,2025-03-11,24,18,6,leave
G2-04,harvest,2,2025-03-11,25,19,6,sick
G3-01,harvest,3,2025-03-11,27,21,6,leave
G3-02,harvest,3,2025-03-11,24,19,5,sick
G3-03,harvest,3,2025-03-11,25,25,0,
G3-04,harvest,3,2025-03-11,24,19,5,sick
G4-01,harvest,4,2025-03-11,26,22,4,sick
G4-02,harvest,4,2025-03-11,25,21,4,leave
G4-03,harvest,4,2025-03-11,24,19,5,sick
G4-04,harvest,4,2025-03-11,20,14,6,leave
G5-01,harvest,5,2025-03-11,23,14,9,no show
G5-02,harvest,5,2025-03-11,27,27,0,
G5-03,harvest,5,2025-03-11,19,16,3,sick
G6-01,harvest,6,2025-03-11,24,20,4,leave
G6-02,harvest,6,2025-03-11,18,14,4,no show
G6-03,harvest,6,2025-03-11,24,18,6,leave
G6-04,harvest,6,2025-03-11,24,20,4,sick
G6-05,harvest,6,2025-03-11,21,18,3,sick
G7-01,harvest,7,2025-03-11,27,23,4,sick
G7-02,harvest,7,2025-03-11,21,18,3,leave
G7-03,harvest,7,2025-03-11,20,15,5,no show
G7-04,harvest,7,2025-03-11,27,19,8,no show
P1-01,pest,1,2025-03-11,11,8,3,sick
P2-01,pest,2,2025-03-11,10,5,5,sick
P3-01,pest,3,2025-03-11,11,9,2,sick
P4-01,pest,4,2025-03-11,10,7,3,sick
P5-01,pest,5,2025-03-11,10,5,5,sick
P6-01,pest,6,2025-03-11,13,11,2,sick
P7-01,pest,7,2025-03-11,13,11,2,leave
S1-01,spray,1,2025-03-11,15,11,4,no show
S2-01,spray,2,2025-03-11,14,11,3,leave
S3-01,spray,3,2025-03-11,17,14,3,no show
S4-01,spray,4,2025-03-11,16,15,1,leave
S5-01,spray,5,2025-03-11,13,10,3,leave
S6-01,spray,6,2025-03-11,18,14,4,sick
S7-01,spray,7,2025-03-11,17,10,7,no show
U1-01,upkeep,1,2025-03-11,19,15,4,leave
U1-02,upkeep,1,2025-03-11,19,16,3,sick
U1-03,upkeep,1,2025-03-11,19,13,6,no show
U2-01,upkeep,2,2025-03-11,18,15,3,sick
U2-02,upkeep,2,2025-03-11,18,13,5,sick
U2-03,upkeep,2,2025-03-11,18,12,6,leave
U3-01,upkeep,3,2025-03-11,16,13,3,sick
U3-02,upkeep,3,2025-03-11,16,14,2,sick
U3-03,upkeep,3,2025-03-11,16,13,3,leave
U3-04,upkeep,3,2025-03-11,16,11,5,sick
U4-01,upkeep,4,2025-03-11,15,11,4,sick
U4-02,upkeep,4,2025-03-11,15,13,2,sick
U4-03,upkeep,4,2025-03-11,15,12,3,leave
U4-04,upkeep,4,2025-03-11,15,12,3,sick
U5-01,upkeep,5,2025-03-11,16,9,7,sick
U5-02,upkeep,5,2025-03-11,16,14,2,sick
U5-03,upkeep,5,2025-03-11,16,12,4,leave
U6-01,upkeep,6,2025-03-11,17,15,2,sick
U6-02,upkeep,6,2025-03-11,17,15,2,no show
U6-03,upkeep,6,2025-03-11,17,14,3,sick
U6-04,upkeep,6,2025-03-11,17,13,4,sick
U7-01,upkeep,7,2025-03-11,15,10,5,no show
U7-02,upkeep,7,2025-03-11,15,11,4,sick
U7-03,upkeep,7,2025-03-11,15,11,4,no show
U7-04,upkeep,7,2025-03-11,15,10,5,leave
G1-01,harvest,1,2025-03-12,28,21,7,no show
G1-02,harvest,1,2025-03-12,26,21,5,no show
G1-03,harvest,1,2025-03-12,25,20,5,no show
G1-04,harvest,1,2025-03-12,26,19,7,leave
G2-01,harvest,2,2025-03-12,24,17,7,sick
G2-02,harvest,2,2025-03-12,20,14,6,leave
G2-03,harvest,2,2025-03-12,24,16,8,sick
G2-04,harvest,2,2025-03-12,25,16,9,no show
G3-01,harvest,3,2025-03-12,27,21,6,sick
G3-02,harvest,3,2025-03-12,24,24,0,
G3-03,harvest,3,2025-03-12,25,21,4,sick
G3-04,harvest,3,2025-03-12,24,21,3,sick
G4-01,harvest,4,2025-03-12,26,19,7,no show
G4-02,harvest,4,2025-03-12,25,22,3,leave
G4-03,harvest,4,2025-03-12,24,20,4,no show
G4-04,harvest,4,2025-03-12,20,15,5,leave
G5-01,harvest,5,2025-03-12,23,17,6,leave
G5-02,harvest,5,2025-03-12,27,18,9,sick
G5-03,harvest,5,2025-03-12,19,14,5,sick
G6-01,harvest,6,2025-03-12,24,20,4,no show
G6-02,harvest,6,2025-03-12,18,15,3,sick
G6-03,harvest,6,2025-03-12,24,24,0,
G6-04,harvest,6,2025-03-12,24,19,5,leave
G6-05,harvest,6,2025-03-12,21,16,5,leave
G7-01,harvest,7,2025-03-12,27,23,4,no show
G7-02,harvest,7,2025-03-12,21,15,6,sick
G7-03,harvest,7,2025-03-12,20,20,0,
G7-04,harvest,7,2025-03-12,27,20,7,no show
P1-01,pest,1,2025-03-12,11,7,4,sick
P2-01,pest,2,2025-03-12,10,7,3,leave
P3-01,pest,3,2025-03-12,11,10,1,sick
P4-01,pest,4,2025-03-12,10,9,1,sick
P5-01,pest,5,2025-03-12,10,7,3,sick
P6-01,pest,6,2025-03-12,13,9,4,sick
P7-01,pest,7,2025-03-12,13,11,2,leave
S1-01,spray,1,2025-03-12,15,12,3,no show
S2-01,spray,2,2025-03-12,14,9,5,sick
S3-01,spray,3,2025-03-12,17,16,1,leave
S4-01,spray,4,2025-03-12,16,13,3,leave
S5-01,spray,5,2025-03-12,13,10,3,no show
S6-01,spray,6,2025-03-12,18,14,4,leave
S7-01,spray,7,2025-03-12,17,13,4,sick
U1-01,upkeep,1,2025-03-12,19,13,6,sick
U1-02,upkeep,1,2025-03-12,19,16,3,leave
U1-03,upkeep,1,2025-03-12,19,15,4,sick
U2-01,upkeep,2,2025-03-12,18,12,6,leave
U2-02,upkeep,2,2025-03-12,18,13,5,no show
U2-03,upkeep,2,2025-03-12,18,13,5,sick
U3-01,upkeep,3,2025-03-12,16,14,2,no show
U3-02,upkeep,3,2025-03-12,16,11,5,leave
U3-03,upkeep,3,2025-03-12,16,14,2,sick
U3-04,upkeep,3,2025-03-12,16,14,2,no show
U4-01,upkeep,4,2025-03-12,15,13,2,sick
U4-02,upkeep,4,2025-03-12,15,12,3,sick
