# SYNTHETIC. Material documents: MATDOC. 101 goods receipt, 201 issue to cost centre, 261 issue to a PM order, 551 scrapped at a count, 701/702 count differences. From 2025-01-01 every issue carries the work order, trip day or PM order it came from; earlier issues were generated from the same drivers and carry none.
mblnr,zeile,budat,bwart,matnr,werks,lgort,menge,meins,shkzg,kostl,aufnr,block_code,rsnum,ebeln,ebelp
4900006648,0001,2024-07-31,201,FU-001,EC,CS01,616.2,L,H,EC-GEN,,,,,
4900006649,0001,2024-07-31,101,SP-003,EC,CS01,5,EA,S,,,,,4500000300,00010
4900006650,0001,2024-08-01,201,AC-001,EC,CS01,104.0,L,H,EC-D4,,,,,
4900006651,0001,2024-08-01,201,AC-002,EC,CS01,4.28,KG,H,EC-D4,,,,,
4900006652,0001,2024-08-01,201,FU-001,EC,CS01,120.2,L,H,EC-D1,,,,,
4900006653,0001,2024-08-01,201,FU-001,EC,CS01,90.7,L,H,EC-D2,,,,,
4900006654,0001,2024-08-01,201,FU-001,EC,CS01,114.3,L,H,EC-D3,,,,,
4900006655,0001,2024-08-01,201,FU-001,EC,CS01,139.6,L,H,EC-D4,,,,,
4900006656,0001,2024-08-01,201,FU-001,EC,CS01,107.9,L,H,EC-D5,,,,,
4900006657,0001,2024-08-01,201,FU-001,EC,CS01,140.5,L,H,EC-D6,,,,,
4900006658,0001,2024-08-01,201,FU-001,EC,CS01,125.7,L,H,EC-D7,,,,,
4900006659,0001,2024-08-01,201,FU-001,EC,CS01,705.8,L,H,EC-GEN,,,,,
4900006660,0001,2024-08-01,101,SP-001,EC,CS01,4,EA,S,,,,,4500000302,00010
4900006661,0001,2024-08-01,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900006662,0001,2024-08-02,201,AC-001,EC,CS01,104.9,L,H,EC-D7,,,,,
4900006663,0001,2024-08-02,201,AC-003,EC,CS01,5.13,L,H,EC-D2,,,,,
4900006664,0001,2024-08-02,201,FU-001,EC,CS01,95.7,L,H,EC-D1,,,,,
4900006665,0001,2024-08-02,201,FU-001,EC,CS01,103.8,L,H,EC-D2,,,,,
4900006666,0001,2024-08-02,201,FU-001,EC,CS01,153.5,L,H,EC-D3,,,,,
4900006667,0001,2024-08-02,201,FU-001,EC,CS01,126.8,L,H,EC-D4,,,,,
4900006668,0001,2024-08-02,201,FU-001,EC,CS01,95.0,L,H,EC-D5,,,,,
4900006669,0001,2024-08-02,201,FU-001,EC,CS01,133.0,L,H,EC-D6,,,,,
4900006670,0001,2024-08-02,201,FU-001,EC,CS01,93.5,L,H,EC-D7,,,,,
4900006671,0001,2024-08-02,201,FU-001,EC,CS01,733.5,L,H,EC-GEN,,,,,
4900006672,0001,2024-08-03,201,AC-001,EC,CS01,91.4,L,H,EC-D3,,,,,
4900006673,0001,2024-08-03,201,FU-001,EC,CS01,107.3,L,H,EC-D1,,,,,
4900006674,0001,2024-08-03,201,FU-001,EC,CS01,104.2,L,H,EC-D2,,,,,
4900006675,0001,2024-08-03,201,FU-001,EC,CS01,132.6,L,H,EC-D3,,,,,
4900006676,0001,2024-08-03,201,FU-001,EC,CS01,153.0,L,H,EC-D4,,,,,
4900006677,0001,2024-08-03,201,FU-001,EC,CS01,100.3,L,H,EC-D5,,,,,
4900006678,0001,2024-08-03,201,FU-001,EC,CS01,139.3,L,H,EC-D6,,,,,
4900006679,0001,2024-08-03,201,FU-001,EC,CS01,106.8,L,H,EC-D7,,,,,
4900006680,0001,2024-08-03,201,FU-001,EC,CS01,713.7,L,H,EC-GEN,,,,,
4900006681,0001,2024-08-04,101,FU-001,EC,CS01,8000,L,S,,,,,4500000303,00010
4900006682,0001,2024-08-04,201,FU-001,EC,CS01,619.0,L,H,EC-GEN,,,,,
4900006683,0001,2024-08-04,101,SP-004,EC,CS01,4,EA,S,,,,,4500000294,00010
4900006684,0001,2024-08-05,201,AC-001,EC,CS01,96.9,L,H,EC-D3,,,,,
4900006685,0001,2024-08-05,201,FU-001,EC,CS01,94.9,L,H,EC-D1,,,,,
4900006686,0001,2024-08-05,201,FU-001,EC,CS01,96.1,L,H,EC-D2,,,,,
4900006687,0001,2024-08-05,201,FU-001,EC,CS01,116.0,L,H,EC-D3,,,,,
4900006688,0001,2024-08-05,201,FU-001,EC,CS01,137.9,L,H,EC-D4,,,,,
4900006689,0001,2024-08-05,201,FU-001,EC,CS01,125.8,L,H,EC-D5,,,,,
4900006690,0001,2024-08-05,201,FU-001,EC,CS01,127.7,L,H,EC-D6,,,,,
4900006691,0001,2024-08-05,201,FU-001,EC,CS01,119.5,L,H,EC-D7,,,,,
4900006692,0001,2024-08-05,201,FU-001,EC,CS01,743.9,L,H,EC-GEN,,,,,
4900006693,0001,2024-08-05,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900006694,0001,2024-08-05,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900006695,0001,2024-08-05,101,SP-005,EC,CS01,4,EA,S,,,,,4500000304,00010
4900006696,0001,2024-08-06,201,AC-001,EC,CS01,97.1,L,H,EC-D6,,,,,
4900006697,0001,2024-08-06,201,AC-002,EC,CS01,4.01,KG,H,EC-D6,,,,,
4900006698,0001,2024-08-06,201,AC-003,EC,CS01,6.04,L,H,EC-D5,,,,,
4900006699,0001,2024-08-06,201,FU-001,EC,CS01,106.8,L,H,EC-D1,,,,,
4900006700,0001,2024-08-06,201,FU-001,EC,CS01,108.2,L,H,EC-D2,,,,,
4900006701,0001,2024-08-06,201,FU-001,EC,CS01,111.0,L,H,EC-D3,,,,,
4900006702,0001,2024-08-06,201,FU-001,EC,CS01,155.5,L,H,EC-D4,,,,,
4900006703,0001,2024-08-06,201,FU-001,EC,CS01,116.3,L,H,EC-D5,,,,,
4900006704,0001,2024-08-06,201,FU-001,EC,CS01,107.7,L,H,EC-D6,,,,,
4900006705,0001,2024-08-06,201,FU-001,EC,CS01,116.9,L,H,EC-D7,,,,,
4900006706,0001,2024-08-06,201,FU-001,EC,CS01,570.5,L,H,EC-GEN,,,,,
4900006707,0001,2024-08-06,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900006708,0001,2024-08-06,201,SP-003,EC,CS01,1,EA,H,EC-WS,,,,,
4900006709,0001,2024-08-06,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900006710,0001,2024-08-07,201,AC-001,EC,CS01,50.9,L,H,EC-D5,,,,,
4900006711,0001,2024-08-07,201,AC-003,EC,CS01,6.04,L,H,EC-D4,,,,,
4900006712,0001,2024-08-07,201,FU-001,EC,CS01,109.9,L,H,EC-D1,,,,,
4900006713,0001,2024-08-07,201,FU-001,EC,CS01,82.5,L,H,EC-D2,,,,,
4900006714,0001,2024-08-07,201,FU-001,EC,CS01,151.5,L,H,EC-D3,,,,,
4900006715,0001,2024-08-07,201,FU-001,EC,CS01,129.7,L,H,EC-D4,,,,,
4900006716,0001,2024-08-07,201,FU-001,EC,CS01,98.9,L,H,EC-D5,,,,,
4900006717,0001,2024-08-07,201,FU-001,EC,CS01,124.1,L,H,EC-D6,,,,,
4900006718,0001,2024-08-07,201,FU-001,EC,CS01,142.9,L,H,EC-D7,,,,,
4900006719,0001,2024-08-07,201,FU-001,EC,CS01,532.5,L,H,EC-GEN,,,,,
4900006720,0001,2024-08-07,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900006721,0001,2024-08-07,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900006722,0001,2024-08-08,201,AC-001,EC,CS01,143.9,L,H,EC-D7,,,,,
4900006723,0001,2024-08-08,201,AC-002,EC,CS01,5.96,KG,H,EC-D7,,,,,
4900006724,0001,2024-08-08,101,FU-001,EC,CS01,8000,L,S,,,,,4500000307,00010
4900006725,0001,2024-08-08,201,FU-001,EC,CS01,96.8,L,H,EC-D1,,,,,
4900006726,0001,2024-08-08,201,FU-001,EC,CS01,103.3,L,H,EC-D2,,,,,
4900006727,0001,2024-08-08,201,FU-001,EC,CS01,122.5,L,H,EC-D3,,,,,
4900006728,0001,2024-08-08,201,FU-001,EC,CS01,159.6,L,H,EC-D4,,,,,
4900006729,0001,2024-08-08,201,FU-001,EC,CS01,123.6,L,H,EC-D5,,,,,
4900006730,0001,2024-08-08,201,FU-001,EC,CS01,164.8,L,H,EC-D6,,,,,
4900006731,0001,2024-08-08,201,FU-001,EC,CS01,101.5,L,H,EC-D7,,,,,
4900006732,0001,2024-08-08,201,FU-001,EC,CS01,645.3,L,H,EC-GEN,,,,,
4900006733,0001,2024-08-08,201,SP-003,EC,CS01,1,EA,H,EC-WS,,,,,
4900006734,0001,2024-08-08,101,SP-007,EC,CS01,4,EA,S,,,,,4500000306,00010
4900006735,0001,2024-08-09,201,AC-001,EC,CS01,139.4,L,H,EC-D4,,,,,
4900006736,0001,2024-08-09,201,AC-002,EC,CS01,5.15,KG,H,EC-D4,,,,,
4900006737,0001,2024-08-09,201,AC-003,EC,CS01,2.46,L,H,EC-D5,,,,,
4900006738,0001,2024-08-09,201,FU-001,EC,CS01,122.5,L,H,EC-D1,,,,,
4900006739,0001,2024-08-09,201,FU-001,EC,CS01,124.3,L,H,EC-D2,,,,,
4900006740,0001,2024-08-09,201,FU-001,EC,CS01,132.2,L,H,EC-D3,,,,,
4900006741,0001,2024-08-09,201,FU-001,EC,CS01,140.2,L,H,EC-D4,,,,,
4900006742,0001,2024-08-09,201,FU-001,EC,CS01,112.7,L,H,EC-D5,,,,,
4900006743,0001,2024-08-09,201,FU-001,EC,CS01,156.6,L,H,EC-D6,,,,,
4900006744,0001,2024-08-09,201,FU-001,EC,CS01,121.8,L,H,EC-D7,,,,,
4900006745,0001,2024-08-09,201,FU-001,EC,CS01,696.4,L,H,EC-GEN,,,,,
4900006746,0001,2024-08-09,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900006747,0001,2024-08-10,201,AC-001,EC,CS01,123.2,L,H,EC-D4,,,,,
4900006748,0001,2024-08-10,201,AC-003,EC,CS01,7.59,L,H,EC-D2,,,,,
4900006749,0001,2024-08-10,201,FU-001,EC,CS01,106.6,L,H,EC-D1,,,,,
4900006750,0001,2024-08-10,201,FU-001,EC,CS01,85.0,L,H,EC-D2,,,,,
4900006751,0001,2024-08-10,201,FU-001,EC,CS01,138.9,L,H,EC-D3,,,,,
4900006752,0001,2024-08-10,201,FU-001,EC,CS01,178.1,L,H,EC-D4,,,,,
4900006753,0001,2024-08-10,201,FU-001,EC,CS01,104.6,L,H,EC-D5,,,,,
4900006754,0001,2024-08-10,201,FU-001,EC,CS01,101.6,L,H,EC-D6,,,,,
4900006755,0001,2024-08-10,201,FU-001,EC,CS01,113.6,L,H,EC-D7,,,,,
4900006756,0001,2024-08-10,201,FU-001,EC,CS01,601.0,L,H,EC-GEN,,,,,
4900006757,0001,2024-08-10,101,SP-002,EC,CS01,5,EA,S,,,,,4500000296,00010
4900006758,0001,2024-08-11,201,FU-001,EC,CS01,593.3,L,H,EC-GEN,,,,,
4900006759,0001,2024-08-12,101,AC-001,EC,CS01,200,L,S,,,,,4500000313,00010
4900006760,0001,2024-08-12,201,AC-001,EC,CS01,149.9,L,H,EC-D6,,,,,
4900006761,0001,2024-08-12,201,AC-002,EC,CS01,6.1,KG,H,EC-D6,,,,,
4900006762,0001,2024-08-12,201,FU-001,EC,CS01,124.6,L,H,EC-D1,,,,,
4900006763,0001,2024-08-12,201,FU-001,EC,CS01,91.5,L,H,EC-D2,,,,,
4900006764,0001,2024-08-12,201,FU-001,EC,CS01,134.1,L,H,EC-D3,,,,,
4900006765,0001,2024-08-12,201,FU-001,EC,CS01,164.4,L,H,EC-D4,,,,,
4900006766,0001,2024-08-12,201,FU-001,EC,CS01,112.6,L,H,EC-D5,,,,,
4900006767,0001,2024-08-12,201,FU-001,EC,CS01,150.6,L,H,EC-D6,,,,,
4900006768,0001,2024-08-12,201,FU-001,EC,CS01,122.2,L,H,EC-D7,,,,,
4900006769,0001,2024-08-12,201,FU-001,EC,CS01,638.1,L,H,EC-GEN,,,,,
4900006770,0001,2024-08-12,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900006771,0001,2024-08-12,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900006772,0001,2024-08-13,201,AC-001,EC,CS01,147.0,L,H,EC-D1,,,,,
4900006773,0001,2024-08-13,201,AC-002,EC,CS01,6.06,KG,H,EC-D1,,,,,
4900006774,0001,2024-08-13,201,AC-003,EC,CS01,3.2,L,H,EC-D1,,,,,
4900006775,0001,2024-08-13,201,FU-001,EC,CS01,111.4,L,H,EC-D1,,,,,
4900006776,0001,2024-08-13,201,FU-001,EC,CS01,97.8,L,H,EC-D2,,,,,
4900006777,0001,2024-08-13,201,FU-001,EC,CS01,167.5,L,H,EC-D3,,,,,
4900006778,0001,2024-08-13,201,FU-001,EC,CS01,155.1,L,H,EC-D4,,,,,
4900006779,0001,2024-08-13,201,FU-001,EC,CS01,127.7,L,H,EC-D5,,,,,
4900006780,0001,2024-08-13,201,FU-001,EC,CS01,137.8,L,H,EC-D6,,,,,
4900006781,0001,2024-08-13,201,FU-001,EC,CS01,104.2,L,H,EC-D7,,,,,
4900006782,0001,2024-08-13,201,FU-001,EC,CS01,696.4,L,H,EC-GEN,,,,,
4900006783,0001,2024-08-14,201,AC-003,EC,CS01,10.17,L,H,EC-D7,,,,,
4900006784,0001,2024-08-14,201,FU-001,EC,CS01,94.2,L,H,EC-D1,,,,,
4900006785,0001,2024-08-14,201,FU-001,EC,CS01,99.0,L,H,EC-D2,,,,,
4900006786,0001,2024-08-14,201,FU-001,EC,CS01,132.7,L,H,EC-D3,,,,,
4900006787,0001,2024-08-14,201,FU-001,EC,CS01,130.0,L,H,EC-D4,,,,,
4900006788,0001,2024-08-14,201,FU-001,EC,CS01,110.5,L,H,EC-D5,,,,,
4900006789,0001,2024-08-14,201,FU-001,EC,CS01,150.5,L,H,EC-D6,,,,,
4900006790,0001,2024-08-14,201,FU-001,EC,CS01,110.3,L,H,EC-D7,,,,,
4900006791,0001,2024-08-14,201,FU-001,EC,CS01,599.4,L,H,EC-GEN,,,,,
4900006792,0001,2024-08-15,101,AC-001,EC,CS01,200,L,S,,,,,4500000315,00010
4900006793,0001,2024-08-15,201,AC-001,EC,CS01,99.1,L,H,EC-D7,,,,,
4900006794,0001,2024-08-15,201,AC-002,EC,CS01,4.15,KG,H,EC-D7,,,,,
4900006795,0001,2024-08-15,201,AC-003,EC,CS01,3.53,L,H,EC-D2,,,,,
4900006796,0001,2024-08-15,101,FU-001,EC,CS01,8000,L,S,,,,,4500000312,00010
4900006797,0001,2024-08-15,201,FU-001,EC,CS01,134.8,L,H,EC-D1,,,,,
4900006798,0001,2024-08-15,201,FU-001,EC,CS01,94.8,L,H,EC-D2,,,,,
4900006799,0001,2024-08-15,201,FU-001,EC,CS01,130.1,L,H,EC-D3,,,,,
4900006800,0001,2024-08-15,201,FU-001,EC,CS01,142.3,L,H,EC-D4,,,,,
4900006801,0001,2024-08-15,201,FU-001,EC,CS01,106.2,L,H,EC-D5,,,,,
4900006802,0001,2024-08-15,201,FU-001,EC,CS01,124.5,L,H,EC-D6,,,,,
4900006803,0001,2024-08-15,201,FU-001,EC,CS01,131.3,L,H,EC-D7,,,,,
4900006804,0001,2024-08-15,201,FU-001,EC,CS01,582.3,L,H,EC-GEN,,,,,
4900006805,0001,2024-08-16,201,AC-001,EC,CS01,143.0,L,H,EC-D6,,,,,
4900006806,0001,2024-08-16,201,AC-002,EC,CS01,5.95,KG,H,EC-D6,,,,,
4900006807,0001,2024-08-16,201,FU-001,EC,CS01,128.9,L,H,EC-D1,,,,,
4900006808,0001,2024-08-16,201,FU-001,EC,CS01,103.7,L,H,EC-D2,,,,,
4900006809,0001,2024-08-16,201,FU-001,EC,CS01,141.6,L,H,EC-D3,,,,,
4900006810,0001,2024-08-16,201,FU-001,EC,CS01,146.4,L,H,EC-D4,,,,,
4900006811,0001,2024-08-16,201,FU-001,EC,CS01,103.5,L,H,EC-D5,,,,,
4900006812,0001,2024-08-16,201,FU-001,EC,CS01,119.5,L,H,EC-D6,,,,,
4900006813,0001,2024-08-16,201,FU-001,EC,CS01,131.9,L,H,EC-D7,,,,,
4900006814,0001,2024-08-16,201,FU-001,EC,CS01,617.9,L,H,EC-GEN,,,,,
4900006815,0001,2024-08-17,101,AC-001,EC,CS01,200,L,S,,,,,4500000317,00010
4900006816,0001,2024-08-17,201,AC-001,EC,CS01,140.0,L,H,EC-D4,,,,,
4900006817,0001,2024-08-17,201,FU-001,EC,CS01,113.7,L,H,EC-D1,,,,,
4900006818,0001,2024-08-17,201,FU-001,EC,CS01,106.2,L,H,EC-D2,,,,,
4900006819,0001,2024-08-17,201,FU-001,EC,CS01,115.6,L,H,EC-D3,,,,,
4900006820,0001,2024-08-17,201,FU-001,EC,CS01,120.5,L,H,EC-D4,,,,,
4900006821,0001,2024-08-17,201,FU-001,EC,CS01,108.0,L,H,EC-D5,,,,,
4900006822,0001,2024-08-17,201,FU-001,EC,CS01,141.3,L,H,EC-D6,,,,,
4900006823,0001,2024-08-17,201,FU-001,EC,CS01,120.4,L,H,EC-D7,,,,,
4900006824,0001,2024-08-17,201,FU-001,EC,CS01,589.6,L,H,EC-GEN,,,,,
4900006825,0001,2024-08-18,201,FU-001,EC,CS01,605.7,L,H,EC-GEN,,,,,
4900006826,0001,2024-08-19,101,AC-001,EC,CS01,200,L,S,,,,,4500000318,00010
4900006827,0001,2024-08-19,201,AC-001,EC,CS01,174.7,L,H,EC-D1,,,,,
4900006828,0001,2024-08-19,201,AC-003,EC,CS01,5.47,L,H,EC-D2,,,,,
4900006829,0001,2024-08-19,101,FU-001,EC,CS01,8000,L,S,,,,,4500000316,00010
4900006830,0001,2024-08-19,201,FU-001,EC,CS01,99.8,L,H,EC-D1,,,,,
4900006831,0001,2024-08-19,201,FU-001,EC,CS01,100.0,L,H,EC-D2,,,,,
4900006832,0001,2024-08-19,201,FU-001,EC,CS01,157.0,L,H,EC-D3,,,,,
4900006833,0001,2024-08-19,201,FU-001,EC,CS01,137.4,L,H,EC-D4,,,,,
4900006834,0001,2024-08-19,201,FU-001,EC,CS01,123.1,L,H,EC-D5,,,,,
4900006835,0001,2024-08-19,201,FU-001,EC,CS01,131.6,L,H,EC-D6,,,,,
4900006836,0001,2024-08-19,201,FU-001,EC,CS01,109.1,L,H,EC-D7,,,,,
4900006837,0001,2024-08-19,201,FU-001,EC,CS01,682.2,L,H,EC-GEN,,,,,
4900006838,0001,2024-08-20,101,AC-001,EC,CS01,200,L,S,,,,,4500000320,00010
4900006839,0001,2024-08-20,201,AC-001,EC,CS01,99.9,L,H,EC-D6,,,,,
4900006840,0001,2024-08-20,201,AC-003,EC,CS01,5.53,L,H,EC-D7,,,,,
4900006841,0001,2024-08-20,201,FU-001,EC,CS01,100.2,L,H,EC-D1,,,,,
4900006842,0001,2024-08-20,201,FU-001,EC,CS01,113.2,L,H,EC-D2,,,,,
4900006843,0001,2024-08-20,201,FU-001,EC,CS01,165.0,L,H,EC-D3,,,,,
4900006844,0001,2024-08-20,201,FU-001,EC,CS01,155.0,L,H,EC-D4,,,,,
4900006845,0001,2024-08-20,201,FU-001,EC,CS01,99.2,L,H,EC-D5,,,,,
4900006846,0001,2024-08-20,201,FU-001,EC,CS01,132.2,L,H,EC-D6,,,,,
4900006847,0001,2024-08-20,201,FU-001,EC,CS01,93.5,L,H,EC-D7,,,,,
4900006848,0001,2024-08-20,201,FU-001,EC,CS01,621.6,L,H,EC-GEN,,,,,
4900006849,0001,2024-08-20,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900006850,0001,2024-08-21,101,AC-001,EC,CS01,2900,L,S,,,,,4500000298,00010
4900006851,0001,2024-08-21,201,AC-001,EC,CS01,119.2,L,H,EC-D7,,,,,
4900006852,0001,2024-08-21,201,AC-003,EC,CS01,3.99,L,H,EC-D2,,,,,
4900006853,0001,2024-08-21,201,FU-001,EC,CS01,112.5,L,H,EC-D1,,,,,
4900006854,0001,2024-08-21,201,FU-001,EC,CS01,83.3,L,H,EC-D2,,,,,
4900006855,0001,2024-08-21,201,FU-001,EC,CS01,136.7,L,H,EC-D3,,,,,
4900006856,0001,2024-08-21,201,FU-001,EC,CS01,115.2,L,H,EC-D4,,,,,
4900006857,0001,2024-08-21,201,FU-001,EC,CS01,121.7,L,H,EC-D5,,,,,
4900006858,0001,2024-08-21,201,FU-001,EC,CS01,120.8,L,H,EC-D6,,,,,
4900006859,0001,2024-08-21,201,FU-001,EC,CS01,115.0,L,H,EC-D7,,,,,
4900006860,0001,2024-08-21,201,FU-001,EC,CS01,579.8,L,H,EC-GEN,,,,,
4900006861,0001,2024-08-21,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900006862,0001,2024-08-22,201,AC-001,EC,CS01,95.9,L,H,EC-D1,,,,,
4900006863,0001,2024-08-22,201,AC-003,EC,CS01,5.13,L,H,EC-D2,,,,,
4900006864,0001,2024-08-22,201,FU-001,EC,CS01,116.5,L,H,EC-D1,,,,,
4900006865,0001,2024-08-22,201,FU-001,EC,CS01,113.1,L,H,EC-D2,,,,,
4900006866,0001,2024-08-22,201,FU-001,EC,CS01,100.9,L,H,EC-D3,,,,,
4900006867,0001,2024-08-22,201,FU-001,EC,CS01,165.3,L,H,EC-D4,,,,,
4900006868,0001,2024-08-22,201,FU-001,EC,CS01,106.1,L,H,EC-D5,,,,,
4900006869,0001,2024-08-22,201,FU-001,EC,CS01,150.9,L,H,EC-D6,,,,,
4900006870,0001,2024-08-22,201,FU-001,EC,CS01,121.0,L,H,EC-D7,,,,,
4900006871,0001,2024-08-22,201,FU-001,EC,CS01,794.7,L,H,EC-GEN,,,,,
4900006872,0001,2024-08-22,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900006873,0001,2024-08-23,201,FU-001,EC,CS01,104.5,L,H,EC-D1,,,,,
4900006874,0001,2024-08-23,201,FU-001,EC,CS01,125.9,L,H,EC-D2,,,,,
4900006875,0001,2024-08-23,201,FU-001,EC,CS01,130.1,L,H,EC-D3,,,,,
4900006876,0001,2024-08-23,201,FU-001,EC,CS01,179.4,L,H,EC-D4,,,,,
4900006877,0001,2024-08-23,201,FU-001,EC,CS01,123.2,L,H,EC-D5,,,,,
4900006878,0001,2024-08-23,201,FU-001,EC,CS01,123.8,L,H,EC-D6,,,,,
4900006879,0001,2024-08-23,201,FU-001,EC,CS01,118.2,L,H,EC-D7,,,,,
4900006880,0001,2024-08-23,201,FU-001,EC,CS01,584.3,L,H,EC-GEN,,,,,
4900006881,0001,2024-08-23,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900006882,0001,2024-08-23,101,SP-008,EC,CS01,4,EA,S,,,,,4500000305,00010
4900006883,0001,2024-08-23,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900006884,0001,2024-08-24,201,AC-001,EC,CS01,106.9,L,H,EC-D6,,,,,
4900006885,0001,2024-08-24,201,AC-004,EC,CS01,0.5,KG,H,EC-D3,,,,,
4900006886,0001,2024-08-24,201,FU-001,EC,CS01,130.3,L,H,EC-D1,,,,,
4900006887,0001,2024-08-24,201,FU-001,EC,CS01,110.4,L,H,EC-D2,,,,,
4900006888,0001,2024-08-24,201,FU-001,EC,CS01,135.7,L,H,EC-D3,,,,,
4900006889,0001,2024-08-24,201,FU-001,EC,CS01,151.7,L,H,EC-D4,,,,,
4900006890,0001,2024-08-24,201,FU-001,EC,CS01,108.9,L,H,EC-D5,,,,,
4900006891,0001,2024-08-24,201,FU-001,EC,CS01,126.6,L,H,EC-D6,,,,,
4900006892,0001,2024-08-24,201,FU-001,EC,CS01,145.2,L,H,EC-D7,,,,,
4900006893,0001,2024-08-24,201,FU-001,EC,CS01,746.8,L,H,EC-GEN,,,,,
4900006894,0001,2024-08-25,101,FU-001,EC,CS01,8000,L,S,,,,,4500000325,00010
4900006895,0001,2024-08-25,201,FU-001,EC,CS01,624.1,L,H,EC-GEN,,,,,
4900006896,0001,2024-08-26,201,AC-003,EC,CS01,2.66,L,H,EC-D3,,,,,
4900006897,0001,2024-08-26,201,FU-001,EC,CS01,134.3,L,H,EC-D1,,,,,
4900006898,0001,2024-08-26,201,FU-001,EC,CS01,94.8,L,H,EC-D2,,,,,
4900006899,0001,2024-08-26,201,FU-001,EC,CS01,121.1,L,H,EC-D3,,,,,
4900006900,0001,2024-08-26,201,FU-001,EC,CS01,147.7,L,H,EC-D4,,,,,
4900006901,0001,2024-08-26,201,FU-001,EC,CS01,112.9,L,H,EC-D5,,,,,
4900006902,0001,2024-08-26,201,FU-001,EC,CS01,109.0,L,H,EC-D6,,,,,
4900006903,0001,2024-08-26,201,FU-001,EC,CS01,131.3,L,H,EC-D7,,,,,
4900006904,0001,2024-08-26,201,FU-001,EC,CS01,638.4,L,H,EC-GEN,,,,,
4900006905,0001,2024-08-27,201,AC-001,EC,CS01,78.2,L,H,EC-D7,,,,,
4900006906,0001,2024-08-27,201,AC-003,EC,CS01,8.47,L,H,EC-D6,,,,,
4900006907,0001,2024-08-27,201,FU-001,EC,CS01,99.2,L,H,EC-D1,,,,,
4900006908,0001,2024-08-27,201,FU-001,EC,CS01,83.4,L,H,EC-D2,,,,,
4900006909,0001,2024-08-27,201,FU-001,EC,CS01,162.7,L,H,EC-D3,,,,,
4900006910,0001,2024-08-27,201,FU-001,EC,CS01,122.5,L,H,EC-D4,,,,,
4900006911,0001,2024-08-27,201,FU-001,EC,CS01,118.6,L,H,EC-D5,,,,,
4900006912,0001,2024-08-27,201,FU-001,EC,CS01,142.2,L,H,EC-D6,,,,,
4900006913,0001,2024-08-27,201,FU-001,EC,CS01,110.1,L,H,EC-D7,,,,,
4900006914,0001,2024-08-27,201,FU-001,EC,CS01,643.1,L,H,EC-GEN,,,,,
4900006915,0001,2024-08-28,201,AC-001,EC,CS01,128.1,L,H,EC-D7,,,,,
4900006916,0001,2024-08-28,101,AC-002,EC,CS01,5,KG,S,,,,,4500000335,00010
4900006917,0001,2024-08-28,201,AC-002,EC,CS01,4.77,KG,H,EC-D7,,,,,
4900006918,0001,2024-08-28,201,AC-003,EC,CS01,5.13,L,H,EC-D3,,,,,
4900006919,0001,2024-08-28,201,FU-001,EC,CS01,95.6,L,H,EC-D1,,,,,
4900006920,0001,2024-08-28,201,FU-001,EC,CS01,98.3,L,H,EC-D2,,,,,
4900006921,0001,2024-08-28,201,FU-001,EC,CS01,111.2,L,H,EC-D3,,,,,
4900006922,0001,2024-08-28,201,FU-001,EC,CS01,160.1,L,H,EC-D4,,,,,
4900006923,0001,2024-08-28,201,FU-001,EC,CS01,116.6,L,H,EC-D5,,,,,
4900006924,0001,2024-08-28,201,FU-001,EC,CS01,112.0,L,H,EC-D6,,,,,
4900006925,0001,2024-08-28,201,FU-001,EC,CS01,115.2,L,H,EC-D7,,,,,
4900006926,0001,2024-08-28,201,FU-001,EC,CS01,633.3,L,H,EC-GEN,,,,,
4900006927,0001,2024-08-29,201,AC-001,EC,CS01,151.8,L,H,EC-D6,,,,,
4900006928,0001,2024-08-29,201,FU-001,EC,CS01,94.2,L,H,EC-D1,,,,,
4900006929,0001,2024-08-29,201,FU-001,EC,CS01,113.4,L,H,EC-D2,,,,,
4900006930,0001,2024-08-29,201,FU-001,EC,CS01,141.0,L,H,EC-D3,,,,,
4900006931,0001,2024-08-29,201,FU-001,EC,CS01,164.2,L,H,EC-D4,,,,,
4900006932,0001,2024-08-29,201,FU-001,EC,CS01,93.0,L,H,EC-D5,,,,,
4900006933,0001,2024-08-29,201,FU-001,EC,CS01,151.7,L,H,EC-D6,,,,,
4900006934,0001,2024-08-29,201,FU-001,EC,CS01,112.7,L,H,EC-D7,,,,,
