# SYNTHETIC. Forward block forecast in bunches. The real export ends 2025-05-23; these months are generated so the time scrubber has a forward half.
division_code,block_code,month,horizon,p10,p50,p90
6,262,2025-09,4,3702,5420,7139
6,262,2025-10,5,3497,5585,7674
6,262,2025-11,6,3323,5838,8353
6,263,2025-06,1,4574,5491,6407
6,263,2025-07,2,4231,5508,6785
6,263,2025-08,3,3687,5242,6798
6,263,2025-09,4,3762,5893,8024
6,263,2025-10,5,3453,6020,8587
6,263,2025-11,6,3173,6237,9302
6,264,2025-06,1,1630,1949,2267
6,264,2025-07,2,1557,2014,2471
6,264,2025-08,3,1449,2042,2635
6,264,2025-09,4,1385,2143,2901
6,264,2025-10,5,1279,2195,3110
6,264,2025-11,6,1216,2342,3468
6,265,2025-06,1,3304,3877,4450
6,265,2025-07,2,2937,3696,4455
6,265,2025-08,3,2929,3973,5017
6,265,2025-09,4,2805,4127,5450
6,265,2025-10,5,2695,4331,5968
6,265,2025-11,6,2548,4512,6476
6,266,2025-06,1,5028,5909,6790
6,266,2025-07,2,4383,5528,6673
6,266,2025-08,3,4281,5824,7368
6,266,2025-09,4,4006,5917,7828
6,266,2025-10,5,4086,6601,9115
6,266,2025-11,6,3787,6751,9714
6,267,2025-06,1,3160,3688,4216
6,267,2025-07,2,2799,3493,4188
6,267,2025-08,3,2725,3655,4585
6,267,2025-09,4,2582,3742,4903
6,267,2025-10,5,2547,4016,5485
6,267,2025-11,6,2545,4399,6253
6,268,2025-06,1,2887,3332,3778
6,268,2025-07,2,2578,3165,3752
6,268,2025-08,3,2495,3272,4049
6,268,2025-09,4,2514,3539,4563
6,268,2025-10,5,2456,3730,5003
6,268,2025-11,6,2293,3781,5269
6,269,2025-06,1,3319,3876,4432
6,269,2025-07,2,3198,3995,4792
6,269,2025-08,3,2882,3870,4858
6,269,2025-09,4,2935,4261,5587
6,269,2025-10,5,2831,4473,6115
6,269,2025-11,6,2651,4594,6537
6,270,2025-06,1,2332,2726,3120
6,270,2025-07,2,2222,2779,3337
6,270,2025-08,3,2015,2712,3408
6,270,2025-09,4,1949,2838,3727
6,270,2025-10,5,1925,3052,4179
6,270,2025-11,6,1872,3258,4644
6,271,2025-06,1,3427,4097,4767
6,271,2025-07,2,3154,4081,5008
6,271,2025-08,3,3043,4291,5539
6,271,2025-09,4,2845,4408,5970
6,271,2025-10,5,2667,4583,6499
6,271,2025-11,6,2607,5030,7452
6,272,2025-06,1,3551,4159,4767
6,272,2025-07,2,3362,4219,5075
6,272,2025-08,3,3188,4307,5427
6,272,2025-09,4,3066,4488,5909
6,272,2025-10,5,3005,4797,6589
6,272,2025-11,6,2665,4679,6692
6,379,2025-06,1,6976,8001,9025
6,379,2025-07,2,6201,7543,8885
6,379,2025-08,3,6268,8115,9963
6,379,2025-09,4,5967,8258,10550
6,379,2025-10,5,5874,8732,11590
6,379,2025-11,6,6034,9686,13338
6,380,2025-06,1,6441,7482,8522
6,380,2025-07,2,6206,7692,9178
6,380,2025-08,3,5865,7792,9718
6,380,2025-09,4,5720,8187,10654
6,380,2025-10,5,5919,9183,12447
6,380,2025-11,6,5584,9456,13328
7,287,2025-06,1,2211,2710,3209
7,287,2025-07,2,1958,2630,3302
7,287,2025-08,3,1832,2723,3614
7,287,2025-09,4,1669,2777,3884
7,287,2025-10,5,1613,3046,4479
7,287,2025-11,6,1391,3038,4684
7,288,2025-06,1,1490,1841,2192
7,288,2025-07,2,1347,1832,2318
7,288,2025-08,3,1250,1891,2533
7,288,2025-09,4,1146,1953,2760
7,288,2025-10,5,1128,2201,3274
7,288,2025-11,6,996,2273,3549
7,289,2025-06,1,2916,3301,3687
7,289,2025-07,2,2768,3304,3840
7,289,2025-08,3,2586,3263,3940
7,289,2025-09,4,2552,3417,4281
7,289,2025-10,5,2676,3814,4952
7,289,2025-11,6,2579,3931,5283
7,290,2025-06,1,3056,3571,4087
7,290,2025-07,2,2767,3461,4155
7,290,2025-08,3,2652,3568,4484
7,290,2025-09,4,2486,3618,4750
7,290,2025-10,5,2460,3900,5339
7,290,2025-11,6,2325,4045,5765
7,291,2025-06,1,3793,4281,4769
7,291,2025-07,2,3663,4352,5041
7,291,2025-08,3,3551,4454,5356
7,291,2025-09,4,3462,4598,5734
7,291,2025-10,5,3566,5032,6498
7,291,2025-11,6,3290,4952,6614
7,292,2025-06,1,3603,4263,4924
7,292,2025-07,2,3209,4089,4968
7,292,2025-08,3,3204,4421,5639
7,292,2025-09,4,2881,4336,5791
7,292,2025-10,5,2826,4678,6530
7,292,2025-11,6,2722,5004,7286
7,293,2025-06,1,3779,4538,5296
7,293,2025-07,2,3632,4731,5830
7,293,2025-08,3,3312,4713,6114
7,293,2025-09,4,3137,4918,6700
7,293,2025-10,5,3038,5305,7571
7,293,2025-11,6,2714,5346,7978
7,294,2025-06,1,1662,1996,2330
7,294,2025-07,2,1477,1924,2372
7,294,2025-08,3,1506,2144,2783
7,294,2025-09,4,1395,2189,2983
7,294,2025-10,5,1276,2229,3183
7,294,2025-11,6,1182,2331,3480
7,295,2025-06,1,2405,2804,3202
7,295,2025-07,2,2210,2753,3297
7,295,2025-08,3,2160,2890,3621
7,295,2025-09,4,2090,3020,3950
7,295,2025-10,5,2116,3323,4530
7,295,2025-11,6,2024,3481,4938
7,296,2025-06,1,5076,6128,7180
7,296,2025-07,2,4955,6507,8058
7,296,2025-08,3,4509,6490,8471
7,296,2025-09,4,4398,7002,9607
7,296,2025-10,5,4226,7529,10833
7,296,2025-11,6,3812,7709,11606
7,297,2025-06,1,4413,5083,5752
7,297,2025-07,2,4163,5095,6026
7,297,2025-08,3,3869,5052,6235
7,297,2025-09,4,3898,5454,7009
7,297,2025-10,5,3784,5702,7621
7,297,2025-11,6,3647,5957,8266
7,298,2025-06,1,4033,4677,5321
7,298,2025-07,2,3584,4431,5279
7,298,2025-08,3,3569,4725,5882
7,298,2025-09,4,3529,5029,6529
7,298,2025-10,5,3320,5123,6925
7,298,2025-11,6,3231,5434,7637
7,299,2025-06,1,4361,5069,5776
7,299,2025-07,2,3990,4950,5909
7,299,2025-08,3,4032,5364,6695
7,299,2025-09,4,3994,5726,7459
7,299,2025-10,5,3849,5984,8118
7,299,2025-11,6,3665,6222,8780
7,300,2025-06,1,3003,3539,4076
7,300,2025-07,2,2770,3508,4247
7,300,2025-08,3,2707,3705,4703
7,300,2025-09,4,2614,3892,5170
7,300,2025-10,5,2444,3988,5532
7,300,2025-11,6,2273,4105,5936
7,301,2025-06,1,1970,2371,2772
7,301,2025-07,2,1840,2404,2968
7,301,2025-08,3,1782,2547,3312
7,301,2025-09,4,1639,2585,3531
7,301,2025-10,5,1570,2764,3957
7,301,2025-11,6,1537,3058,4580
7,302,2025-06,1,4083,4924,5764
7,302,2025-07,2,3773,4945,6117
7,302,2025-08,3,3453,4956,6460
7,302,2025-09,4,3304,5243,7182
7,302,2025-10,5,3084,5468,7853
7,302,2025-11,6,2982,5994,9005
7,303,2025-06,1,5140,6224,7308
7,303,2025-07,2,4546,5996,7447
7,303,2025-08,3,4226,6121,8016
7,303,2025-09,4,3977,6387,8797
7,303,2025-10,5,3629,6539,9448
7,303,2025-11,6,3350,6875,10400
7,304,2025-06,1,5140,6157,7175
7,304,2025-07,2,4621,5998,7374
7,304,2025-08,3,4411,6245,8080
7,304,2025-09,4,4310,6713,9116
7,304,2025-10,5,4030,6976,9922
7,304,2025-11,6,3719,7243,10767
7,305,2025-06,1,4827,5668,6509
7,305,2025-07,2,4632,5834,7036
7,305,2025-08,3,4245,5765,7285
7,305,2025-09,4,4111,6057,8004
7,305,2025-10,5,4145,6676,9206
7,305,2025-11,6,3908,6939,9969
7,306,2025-06,1,4127,5074,6022
7,306,2025-07,2,3997,5396,6795
7,306,2025-08,3,3762,5630,7499
7,306,2025-09,4,3508,5891,8274
7,306,2025-10,5,3153,6029,8906
7,306,2025-11,6,2930,6507,10084
7,307,2025-06,1,1910,2285,2660
7,307,2025-07,2,1810,2345,2879
7,307,2025-08,3,1699,2399,3100
7,307,2025-09,4,1613,2503,3394
7,307,2025-10,5,1592,2743,3894
7,307,2025-11,6,1434,2776,4117
7,308,2025-06,1,2407,2920,3434
7,308,2025-07,2,2185,2890,3596
7,308,2025-08,3,2074,3016,3959
7,308,2025-09,4,1913,3090,4266
7,308,2025-10,5,1911,3470,5028
7,308,2025-11,6,1727,3579,5431
7,309,2025-06,1,3974,4518,5063
7,309,2025-07,2,3710,4456,5201
7,309,2025-08,3,3727,4742,5758
7,309,2025-09,4,3473,4699,5925
7,309,2025-10,5,3504,5062,6620
7,309,2025-11,6,3390,5253,7116
7,310,2025-06,1,4684,5378,6071
7,310,2025-07,2,4359,5310,6261
7,310,2025-08,3,4125,5352,6579
7,310,2025-09,4,4296,5961,7626
7,310,2025-10,5,4181,6236,8290
7,310,2025-11,6,3973,6404,8835
7,311,2025-06,1,6222,7300,8379
7,311,2025-07,2,5711,7185,8659
7,311,2025-08,3,5216,7074,8932
7,311,2025-09,4,5442,8003,10565
7,311,2025-10,5,5035,8088,11141
7,311,2025-11,6,4841,8568,12294
7,328,2025-06,1,3397,4208,5020
7,328,2025-07,2,2939,4014,5089
7,328,2025-08,3,2777,4225,5673
7,328,2025-09,4,2665,4577,6488
7,328,2025-10,5,2487,4902,7317
7,328,2025-11,6,2242,5186,8130
7,329,2025-06,1,2900,3415,3931
7,329,2025-07,2,2654,3359,4064
7,329,2025-08,3,2454,3355,4256
7,329,2025-09,4,2405,3576,4746
7,329,2025-10,5,2470,4023,5575
7,329,2025-11,6,2364,4257,6151
7,330,2025-06,1,3254,3838,4422
7,330,2025-07,2,2903,3681,4459
7,330,2025-08,3,2752,3772,4793
7,330,2025-09,4,2735,4079,5424
7,330,2025-10,5,2808,4594,6380
7,330,2025-11,6,2519,4563,6606
7,331,2025-06,1,2904,3671,4438
7,331,2025-07,2,2558,3604,4650
7,331,2025-08,3,2367,3766,5166
7,331,2025-09,4,2206,4030,5855
7,331,2025-10,5,1936,4155,6373
7,331,2025-11,6,1695,4405,7115
7,332,2025-06,1,3492,4104,4716
7,332,2025-07,2,3227,4070,4913
7,332,2025-08,3,3048,4148,5249
7,332,2025-09,4,2799,4136,5473
7,332,2025-10,5,2861,4623,6385
7,332,2025-11,6,2790,4975,7160
7,333,2025-06,1,3795,4425,5054
7,333,2025-07,2,3404,4243,5081
7,333,2025-08,3,3225,4317,5410
7,333,2025-09,4,3232,4673,6114
7,333,2025-10,5,3207,5040,6873
7,333,2025-11,6,3228,5555,7882
7,334,2025-06,1,3471,4039,4608
7,334,2025-07,2,3094,3846,4599
7,334,2025-08,3,3059,4081,5102
7,334,2025-09,4,2907,4184,5460
7,334,2025-10,5,2909,4545,6181
7,334,2025-11,6,2731,4666,6601
7,335,2025-06,1,3889,4515,5141
7,335,2025-07,2,3544,4389,5235
7,335,2025-08,3,3323,4410,5498
7,335,2025-09,4,3433,4907,6382
7,335,2025-10,5,3283,5086,6889
7,335,2025-11,6,3155,5333,7511
7,336,2025-06,1,4729,5311,5892
7,336,2025-07,2,4417,5209,6001
7,336,2025-08,3,4481,5563,6646
7,336,2025-09,4,4542,5955,7367
7,336,2025-10,5,4678,6495,8311
7,336,2025-11,6,4409,6507,8604
7,337,2025-06,1,4065,4807,5548
7,337,2025-07,2,3858,4910,5962
7,337,2025-08,3,3564,4911,6258
7,337,2025-09,4,3532,5305,7079
7,337,2025-10,5,3287,5426,7566
7,337,2025-11,6,3036,5563,8090
7,338,2025-06,1,3637,4241,4845
7,338,2025-07,2,3350,4176,5002
7,338,2025-08,3,3454,4625,5796
7,338,2025-09,4,3287,4754,6221
7,338,2025-10,5,3175,4992,6809
7,338,2025-11,6,2920,5029,7139
7,339,2025-06,1,4247,5007,5767
7,339,2025-07,2,3898,4939,5981
7,339,2025-08,3,3664,5019,6373
7,339,2025-09,4,3612,5383,7153
7,339,2025-10,5,3525,5759,7994
7,339,2025-11,6,3273,5918,8564
7,340,2025-06,1,5073,5828,6583
7,340,2025-07,2,4792,5843,6895
7,340,2025-08,3,4332,5629,6925
7,340,2025-09,4,4371,6077,7783
7,340,2025-10,5,4485,6705,8925
7,340,2025-11,6,4263,6892,9522
7,341,2025-06,1,5757,6624,7492
7,341,2025-07,2,5507,6732,7957
7,341,2025-08,3,5350,6974,8598
7,341,2025-09,4,5139,7175,9212
7,341,2025-10,5,4927,7407,9887
7,341,2025-11,6,4892,7963,11035
7,342,2025-06,1,4551,5308,6064
7,342,2025-07,2,4395,5480,6564
7,342,2025-08,3,3955,5297,6639
7,342,2025-09,4,4063,5878,7692
7,342,2025-10,5,3774,5935,8097
7,342,2025-11,6,3804,6553,9302
7,343,2025-06,1,3937,4490,5043
7,343,2025-07,2,3746,4519,5292
7,343,2025-08,3,3693,4728,5763
7,343,2025-09,4,3611,4925,6240
7,343,2025-10,5,3619,5282,6945
7,343,2025-11,6,3417,5361,7306
7,344,2025-06,1,5169,5900,6631
7,344,2025-07,2,4871,5882,6894
7,344,2025-08,3,4841,6208,7575
7,344,2025-09,4,5044,6893,8743
7,344,2025-10,5,4806,7031,9256
7,344,2025-11,6,4801,7557,10312
7,345,2025-06,1,5806,6610,7413
7,345,2025-07,2,5704,6863,8022
7,345,2025-08,3,5572,7108,8644
7,345,2025-09,4,5347,7259,9171
7,345,2025-10,5,5772,8373,10974
7,345,2025-11,6,5451,8490,11528
7,346,2025-06,1,4594,5310,6026
7,346,2025-07,2,4201,5169,6136
7,346,2025-08,3,4148,5455,6762
7,346,2025-09,4,4099,5790,7481
7,346,2025-10,5,4001,6104,8207
7,346,2025-11,6,3818,6332,8845
7,347,2025-06,1,5974,6877,7780
7,347,2025-07,2,5629,6885,8141
7,347,2025-08,3,5683,7415,9146
7,347,2025-09,4,5553,7762,9971
7,347,2025-10,5,5608,8442,11275
7,347,2025-11,6,5154,8404,11654
7,348,2025-06,1,5872,6687,7503
7,348,2025-07,2,5336,6424,7512
7,348,2025-08,3,5336,6814,8291
7,348,2025-09,4,5131,6974,8817
7,348,2025-10,5,5225,7592,9958
7,348,2025-11,6,5298,8267,11236
